Feature,61839,61993,61994,62131,62323,62324,65522,65523,65524,68586,68587
语音识别控制系统,,,,,,,,,,,
语音分区域唤醒识别,,,,,,,,,,,
语音免唤醒词,●,●,●,●,●,●,●,●,●,●,●
记忆泊车,-,-,-,○,-,○,-,○,○,-,-
行车电脑显示屏幕,,,,,,,,,,,
行李厢12V电源接口,●,●,●,●,●,●,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,●,●,●,●,●,●,●,●,●,●,●
自动驻车,●,●,●,●,●,●,●,●,●,●,●
自动泊车入位,-,-,-,●,-,●,-,●,●,-,-
自动头灯,●,●,●,●,●,●,●,●,●,●,●
自动变道辅助,-,-,-,●,-,●,-,●,●,-,-
膝部气囊,-,-,-,,-,,-,,,-,-
能源类型_y,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
能源类型_x,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV
简称,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,7挡湿式双离合,7挡湿式双离合
第二排独立座椅,-,-,●,●,-,-,-,-,●,-,-
第二排座椅调节,,,,,,,,,,,
第二排座椅电动调节,-,-,●,●,-,-,-,-,●,-,-
第二排座椅功能,,-,,,-,,,,,-,-
第三排座椅电动调节,-,-,-,●,-,●,-,●,●,-,-
空调温度控制方式,,,,,,,,,,,
离去角(°),20,20,20,20,20,20,20,20,20,20,20
疲劳驾驶提示,●,●,●,●,●,●,●,●,●,●,●
电动座椅记忆功能,,,,,,,,,,,
电动后备厢位置记忆,●,●,●,●,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号
温度分区控制,●,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,,
油箱容积(L),65,65,65,65,65,65,65,65,65,65,65
气缸数(个),4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),195,195,200,195,200,195,195,195,195,200,195
最大马力(Ps),261,261,261,261,261,261,261,261,261,261,261
最大满载质量(kg),2445,2445,2445,2445,2445,2445,2445,2445,2445,2380,2457
最大扭矩转速(rpm),1750-4000,1750-4000,1750-4000,1750-4000,1750-4000,1750-4000,1750-4000,1750-4000,1750-4000,1750-4000,1750-4000
最大扭矩(N·m)_y,400,400,400,400,400,400,400,400,400,400,400
最大扭矩(N·m)_x,400,400,400,400,400,400,400,400,400,400,400
最大功率转速(rpm),5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500
最大功率(kW)_y,192,192,192,192,192,192,192,192,192,192,192
最大功率(kW)_x,192,192,192,192,192,192,192,192,192,192,192
最大净功率(kW),183,183,183,183,183,183,183,183,183,183,183
无钥匙进入功能,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,
方向盘换挡,●,●,-,●,-,●,●,●,●,-,●
方向盘加热,●,-,●,●,-,●,●,●,●,-,-
方向盘位置调节,,,,,,,,,,,
整车质保,,,,,,,,,,,
整备质量(kg),1920,1920,1840,1920,1840,1920,1920,1920,1920,1827,1908
接近角(°),18,18,18,18,18,18,18,18,18,18,18
排量(mL),1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998
换挡形式,,,,,,,,,,,
挡位个数,8,8,8,8,8,8,8,8,8,7,7
扬声器数量,,,,,,,,,,,
扬声器品牌名称,-,,-,-,,-,-,-,-,,
手机无线充电功能,,,,,,,,,,,
手机互联/映射,,,,,,,,,,,
手机APP远程功能,,,,,,,,,,,
手势控制,●,-,●,●,-,●,●,●,●,-,-
感应雨刷功能,,,,,,,,,,,
感应后备厢,●,●,●,●,●,●,●,●,●,●,●
座椅材质,,,,,,,,,,,
座椅布局,,,,,,,,,,,
座位数(个),,,,,,,,,,,
并线辅助,●,-,●,●,-,●,●,●,●,-,-
巡航系统,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●
宽度(mm),1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,
天窗类型,,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●
多层隔音玻璃,,,,,,,,,,,
多媒体/充电接口,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,
备胎规格,,,,,,,,,,,
备胎放置方式,,,,,,,,,,,
声纹识别,-,-,-,-,-,-,-,-,-,●,●
地图品牌,,,,,,,,,,,
四驱形式,,,-,,-,,,,,-,
后雨刷,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1644,1644,1644,1644,1644,1644,1644,1644,1644,1623,1623
后轮胎规格,,,,,,,,,,,
后方碰撞预警,●,-,●,●,-,●,●,●,●,-,-
后排独立空调,●,●,●,●,●,●,●,●,●,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,,,,
后排侧隐私玻璃,●,●,●,●,●,●,●,●,●,●,●
后悬架类型,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,,
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT)
变速箱,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,7挡湿式双离合,7挡湿式双离合
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,SQRF4J20C,SQRF4J20C,SQRF4J20C,SQRF4J20C,SQRF4J20C,SQRF4J20C,SQRF4J20C,SQRF4J20C,SQRF4J20C,SQRF4J20C,SQRF4J20C
发动机启停技术,●,●,●,●,●,●,●,●,●,●,●
发动机,2.0T 261马力 L4,2.0T 261马力 L4,2.0T 261马力 L4,2.0T 261马力 L4,2.0T 261马力 L4,2.0T 261马力 L4,2.0T 261马力 L4,2.0T 261马力 L4,2.0T 261马力 L4,2.0T 261马力 L4,2.0T 261马力 L4
厂商指导价(元),22.39万,20.39万,21.39万,23.39万,19.39万,23.39万,22.89万,23.89万,23.89万,21.98万,22.98万
厂商,星途,星途,星途,星途,星途,星途,星途,星途,星途,星途,星途
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●
匝道自动驶出(入),-,-,-,○,-,○,-,○,○,-,-
助力类型,,,,,,,,,,,
副驾驶位后排可调节按钮,●,-,●,●,-,●,●,●,●,-,-
副驾娱乐屏尺寸,,,,,,,,,,-,-
副座椅调节方式,,,,,,,,,,,
前轮距(mm),1644,1644,1644,1644,1644,1644,1644,1644,1644,1616,1616
前轮胎规格,,,,,,,,,,,
前方碰撞预警,●,●,●,●,●,●,●,●,●,●,●
前排座椅功能,,,,,,,,,,,
前排中间气囊,-,-,-,●,-,●,-,●,●,-,-
前悬架类型,,,,,,,,,,,
前制动器类型,,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●,●,●,●,-,-
内后视镜功能,,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,●,-,●,●,-,●,●,●,●,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,,
主动降噪,●,-,●,●,-,●,●,●,●,-,-
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,
中央差速器结构,,,-,,-,,,,,-,
上市时间,2023.04,2023.04,2023.04,2023.04,2023.04,2023.04,2023.11,2023.11,2023.11,2024.02,2024.02
上坡辅助,●,●,●,●,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),8.98,8.98,8.4,8.98,8.4,8.98,8.98,8.98,8.98,7.9,8.5
USB/Type-C接口数量,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,●,-,●,●,-,●,●,●,●,-,-
DOW开门预警,●,-,●,●,-,●,●,●,●,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,,
