Feature,1013493,1013494,1013495,1013496,1013497
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
发动机型号,LJ469Q-AEB,LJ469Q-AEB,LJ469Q-AEB,LJ469Q-AEB,LJ469Q-AEB
发动机,1.25L 91马力 L4,1.25L 91马力 L4,1.25L 91马力 L4,1.25L 91马力 L4,1.25L 91马力 L4
厂商指导价(元),4.86万,5.01万,4.61万,4.76万,3.56万
厂商,福汽新龙马,福汽新龙马,福汽新龙马,福汽新龙马,福汽新龙马
卫星导航系统,-,-,-,-,-
助力类型,,,,,
副座椅调节方式,,,,,
前轮距(mm),-,-,-,-,-
前轮胎规格,,,,,
前排座椅功能,-,-,-,-,-
前悬架类型,,,,,
前制动器类型,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-,-
前/后排头部气囊(气帘),-,-,-,-,-
前/后排侧气囊,-,-,-,-,-
前/后中央扶手,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●
内后视镜功能,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主座椅调节方式,,,,,
主动刹车/主动安全系统,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-
中控彩色屏幕,-,-,-,-,-
中控屏幕尺寸,-,-,-,-,-
上市时间,2022.03,2022.03,2022.03,2022.03,2022.03
USB/Type-C接口数量,-,-,-,-,-
OTA升级,-,-,-,-,-
LED日间行车灯,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-
ABS防抱死,●,●,●,●,●
