Feature,1019283,1019284,1019285,1019286,1019287,1019288,1019289,1019290,1019291,1019292,1019293,1019294,1019295,1019296,1020470
发动机,2.0T 126马力 L4,2.0T 150马力 L4,2.0T 150马力 L4,2.0T 126马力 L4,2.0T 150马力 L4,2.0T 150马力 L4,2.0T 150马力 L4,2.0T 150马力 L4,2.0T 150马力 L4,2.0T 150马力 L4,2.0T 126马力 L4,2.0T 150马力 L4,2.0T 126马力 L4,2.0T 150马力 L4,2.0T 150马力 L4
厂商指导价(元),14.08万,14.38万,15.88万,15.28万,15.58万,17.08万,16.58万,18.08万,17.58万,19.08万,13.48万,15.28万,14.48万,16.28万,20.23万
厂商,南京依维柯,南京依维柯,南京依维柯,南京依维柯,南京依维柯,南京依维柯,南京依维柯,南京依维柯,南京依维柯,南京依维柯,南京依维柯,南京依维柯,南京依维柯,南京依维柯,南京依维柯
卫星导航系统,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○
助力类型,,,,,,,,,,,,,,,
副座椅调节方式,,,,,,,,,,,,,,,
前轮距(mm),1734,1734,1734,1734,1734,1734,1734,1734,1734,1734,1734,1734,1734,1734,1734
前轮胎规格,,,,,,,,,,,,,,,
前排座椅功能,,,,,,,-,-,-,-,,,,,-
前悬架类型,,,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,,,
前/后驻车雷达,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
侧滑门形式,,,,,,,,,,,,,,,
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,,,
上市时间,2024.08,2024.08,2024.08,2024.08,2024.08,2024.08,2024.08,2024.08,2024.08,2024.08,2024.08,2024.08,2024.08,2024.08,2025.03
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
USB/Type-C接口数量,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OTA升级,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,-,-,-,-,●
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
