Feature,1009159,1009160,1015743,1015744,1015745
环保标准_y,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-
温度分区控制,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,-
油箱容积(L),38,38,38,38,38
气缸数(个),4,4,4,4,4
气缸排列形式,L,L,L,L,L
每缸气门数(个),4,4,4,4,4
最高车速(km/h),100,100,115,115,115
最大马力(Ps),76,76,102,102,102
最大载重质量(kg),740,465,485,750,480
最大满载质量(kg),-,-,1585,1850,1850
最大扭矩转速(rpm),-,-,4000-4800,4000-4800,4000-4800
最大扭矩(N·m)_y,112,112,136,136,136
最大扭矩(N·m)_x,112,112,136,136,136
最大功率转速(rpm),-,-,5400,5400,5400
最大功率(kW)_y,56,56,75,75,75
最大功率(kW)_x,56,56,75,75,75
最大净功率(kW),-,-,72,72,72
无钥匙进入功能,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-
方向盘记忆,-,-,-,-,-
方向盘材质,,,,,
方向盘换挡,-,-,-,-,-
方向盘加热,-,-,-,-,-
方向盘位置调节,-,-,-,-,-
整车质保,,,,,
整备质量(kg),930,1010,970,970,1045
推荐燃油标号,92号,92号,92号,92号,92号
排量(mL),1206,1206,1485,1485,1485
挡位个数,5,5,5,5,5
扬声器数量,,,,,
扬声器品牌名称,-,-,-,-,-
手机无线充电功能,-,-,-,-,-
手机互联/映射,-,-,-,-,-
感应雨刷功能,-,-,-,-,-
座椅材质,,,,,
座位数(个),,,,,
并线辅助,-,-,-,-,-
巡航系统,-,-,-,-,-
导航路况信息显示,-,-,-,-,-
宽度(mm),1503,1503,1503,1503,1503
官方0-100km/h加速(s),-,-,-,-,-
安全带未系提醒,-,-,-,-,-
天窗类型,-,-,-,-,-
大灯高度可调,-,-,-,-,-
大灯延时关闭,-,-,-,-,-
多媒体/充电接口,,,,,
多功能方向盘,-,-,-,-,-
外后视镜功能,-,-,-,-,-
备胎规格,-,-,-,-,-
后雨刷,-,-,-,-,-
后轮距(mm),1300,1300,1300,1300,1300
后轮胎规格,,,,,
后排车门开启方式,,,,,
后排独立空调,-,-,-,-,-
后排杯架,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-
后悬架类型,,,,,
后座出风口,-,-,-,-,-
后备厢容积(L),-,-,-,-,-
后制动器类型,,,,,
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
发动机电子防盗,-,-,-,-,-
发动机型号,-,-,LAR,LAR,LAR
发动机,1.2L 76马力 L4,1.2L 76马力 L4,1.5L 102马力 L4,1.5L 102马力 L4,1.5L 102马力 L4
厂商指导价(元),3.49万,3.79万,3.69万,3.69万,3.99万
厂商,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱
卫星导航系统,-,-,-,-,-
助力类型,,,,,
副座椅调节方式,-,,-,-,
前轮距(mm),1300,1300,1300,1300,1300
前轮胎规格,,,,,
前排座椅功能,-,-,-,-,-
前悬架类型,,,,,
前制动器类型,,,,,
前/后驻车雷达,-,-,-,-,-
前/后电动车窗,-,-,-,-,-
前/后排头部气囊(气帘),-,-,-,-,-
前/后排侧气囊,-,-,-,-,-
前/后中央扶手,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●
内后视镜功能,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主座椅调节方式,,,,,
主动刹车/主动安全系统,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-
中控彩色屏幕,-,-,-,-,-
中控屏幕尺寸,-,-,-,-,-
上市时间,2020.03,2020.03,2023.04,2023.04,2023.04
上坡辅助,-,-,-,-,-
USB/Type-C接口数量,-,-,-,-,-
OTA升级,-,-,-,-,-
NEDC综合油耗(L/100km),6,6.3,6.1,6.1,6.1
LED日间行车灯,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-
ABS防抱死,●,●,●,●,●
