Feature,60954,62662,62663,62664,62665,62666,62724,65791,65792,65793,67275
车型名称,马自达CX-50行也 2023款 2.5L 尊行版,马自达CX-50行也 2023款 2.0L 驭行版,马自达CX-50行也 2023款 2.0L 领行版,马自达CX-50行也 2023款 2.0L 安行版,马自达CX-50行也 2023款 2.5L 悦行版,马自达CX-50行也 2023款 2.5L 智行版,马自达CX-50行也 2023款 2.5L HEV 四驱尊行版,马自达CX-50行也 2023款 2.5L HEV 悦行版,马自达CX-50行也 2023款 2.5L HEV 安行版,马自达CX-50行也 2023款 2.5L HEV 四驱智行版,马自达CX-50行也 2024款 2.5L 畅行版
车前雾灯,-,-,-,-,-,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,-,-,-,-,-,-
车内化妆镜,,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,-,,,-,,,-,,,
语音识别控制系统,,,,,,,,,,,
语音免唤醒词,-,-,-,-,-,-,●,●,●,●,-
行车电脑显示屏幕,,,,,,,,,,,
行李厢12V电源接口,●,●,●,●,●,●,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,●,●,●,●,●,●,●,●,●,●,●
自动驻车,●,●,●,●,●,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●,●,●,●
膝部气囊,,,,,,,,,,,
能源类型_y,汽油,汽油,汽油,汽油,汽油,汽油,油电混合,油电混合,油电混合,油电混合,汽油
能源类型_x,汽油,汽油,汽油,汽油,汽油,汽油,油电混合,油电混合,油电混合,油电混合,汽油
胎压监测功能,,,,,,,,,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,6挡手自一体
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-
第二排座椅功能,,-,-,-,-,-,,-,-,-,-
空调温度控制方式,,,,,,,,,,,
离去角(°),22,22,22,22,22,22,22,22,22,22,22
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-
电芯品牌,-,-,-,-,-,-,,,,,-
电池类型,-,-,-,-,-,-,,,,,-
电池冷却方式,-,-,-,-,-,-,液冷,液冷,液冷,液冷,-
电机类型,-,-,-,-,-,-,永磁/同步,永磁/同步,永磁/同步,永磁/同步,-
电机布局,-,-,-,-,-,-,前置+后置,前置,前置,前置+后置,-
电动机总马力(Ps),-,-,-,-,-,-,174,120,120,174,-
电动机总扭矩(N·m),-,-,-,-,-,-,323,202,202,323,-
电动机总功率(kW),-,-,-,-,-,-,128,88,88,128,-
电动机(Ps),-,-,-,-,-,-,174,120,120,174,-
电动座椅记忆功能,,-,-,,-,,,-,,,-
电动后备厢位置记忆,●,-,-,●,-,●,●,-,●,●,-
电动后备厢,●,-,-,●,-,●,●,-,●,●,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
温度分区控制,●,-,●,●,-,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,,
油箱容积(L),55,55,55,55,55,55,55,55,55,55,55
气缸数(个),4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L
毫米波雷达数量,,,,,,,,,,,
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),190,183,183,183,190,190,180,180,180,180,190
最小转弯半径(m),5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55
最大马力(Ps),188,155,155,155,188,188,178,178,178,178,188
最大满载质量(kg),2133,2062,2062,2062,2113,2133,2232,2173,2216,2232,2113
最大扭矩转速(rpm),4000,4000,4000,4000,4000,4000,3600-5200,3600-5200,3600-5200,3600-5200,4000
最大扭矩(N·m)_y,250,200,200,200,250,250,221,221,221,221,250
最大扭矩(N·m)_x,250,200,200,200,250,250,-,-,-,-,250
最大功率转速(rpm),6000,6000,6000,6000,6000,6000,5700,5700,5700,5700,6000
最大功率(kW)_y,138,114,114,114,138,138,131,131,131,131,138
最大功率(kW)_x,138,114,114,114,138,138,-,-,-,-,138
最大净功率(kW),138,114,114,114,138,138,131,131,131,131,138
无钥匙进入功能,,-,,,-,,,-,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,
方向盘换挡,●,-,-,-,-,-,●,-,-,-,-
方向盘加热,○,-,-,-,-,-,○,-,-,-,-
方向盘位置调节,,,,,,,,,,,
整车质保,-,-,-,-,-,-,-,-,-,-,-
整备质量(kg),1680,1609,1609,1609,1660,1680,1807,1720,1763,1807,1660
摄像头数量,,,,,,,,,,,
接近角(°),17,17,17,17,17,17,17,17,17,17,17
排量(mL),2488,1998,1998,1998,2488,2488,2487,2487,2487,2487,2488
换挡形式,,,,,,,,,,,
挡位个数,6,6,6,6,6,6,无级变速,无级变速,无级变速,无级变速,6
扬声器数量,,,,,,,,,,,
扬声器品牌名称,,-,-,-,-,-,,-,-,-,-
手机无线充电功能,,,,,,,,,,,
手机互联/映射,,,,,,,,,,,
手机APP远程功能,,-,-,,-,,,,,,-
感应雨刷功能,,,,,,,,,,,
感应后备厢,●,-,-,●,-,●,●,-,●,●,-
座椅材质,,,,,,,,,,,
座位数(个),,,,,,,,,,,
并线辅助,●,-,-,●,-,●,●,-,●,●,-
巡航系统,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●
宽度(mm),1920,1920,1920,1920,1920,1920,1920,1920,1920,1920,1920
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,
天窗类型,,-,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,
备胎规格,,,,,,,,,,,
地图品牌,,,,,,,,,,,
四驱形式,-,-,-,-,-,-,,-,-,,-
后雨刷,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1662,1662,1662,1662,1662,1662,1662,1662,1662,1662,1662
后轮胎规格,,,,,,,,,,,
后电动机最大扭矩(N·m),-,-,-,-,-,-,121,-,-,121,-
后电动机最大功率(kW),-,-,-,-,-,-,40,-,-,40,-
后方碰撞预警,●,-,-,-,-,-,●,-,-,-,-
后排独立空调,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,-,●,●,-,●,●,-,●,●,●
后排座椅放倒形式,,,,,,,,,,,
后悬架类型,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,,
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),手自一体变速箱(AT)
变速箱,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,6挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●
发动机特有技术,智能无感变缸、S-HLA气门间隙智能调整,Dual S-VT、可变容量机油泵,Dual S-VT、可变容量机油泵,Dual S-VT、可变容量机油泵,智能无感变缸、S-HLA气门间隙智能调整,智能无感变缸、S-HLA气门间隙智能调整,-,-,-,-,智能无感变缸、S-HLA气门间隙智能调整
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,PY,PE,PE,PE,PY,PY,A25D,A25D,A25D,A25D,PY
发动机启停技术,●,●,●,●,●,●,●,●,●,●,●
发动机,2.5L 188马力 L4,2.0L 155马力 L4,2.0L 155马力 L4,2.0L 155马力 L4,2.5L 188马力 L4,2.5L 188马力 L4,2.5L 178马力 L4,2.5L 178马力 L4,2.5L 178马力 L4,2.5L 178马力 L4,2.5L 188马力 L4
压缩比,13,13,13,13,13,13,13,13,13,13,13
厂商指导价(元),20.68万,15.98万,16.78万,17.78万,17.58万,18.78万,23.98万,19.58万,20.78万,22.08万,17.98万
厂商,长安马自达,长安马自达,长安马自达,长安马自达,长安马自达,长安马自达,长安马自达,长安马自达,长安马自达,长安马自达,长安马自达
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●
助力类型,,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,
前轮距(mm),1659,1659,1659,1659,1659,1659,1659,1659,1659,1659,1659
前轮胎规格,,,,,,,,,,,
前电动机最大扭矩(N·m),-,-,-,-,-,-,202,202,202,202,-
前电动机最大功率(kW),-,-,-,-,-,-,88,88,88,88,-
前方碰撞预警,●,●,●,●,●,●,●,●,●,●,●
前排座椅功能,,-,-,,-,,,-,,,-
前悬架类型,,,,,,,,,,,
前制动器类型,,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-
倒车车侧预警系统,●,-,-,●,-,●,●,-,●,●,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,混合喷射,混合喷射,混合喷射,混合喷射,直喷
主座椅调节方式,,,,,,,,,,,
主动降噪,●,-,-,-,-,-,●,-,-,-,-
主动闭合式进气格栅,●,●,●,●,●,●,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,-,-,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,
上市时间,2023.05,2023.05,2023.05,2023.05,2023.05,2023.05,2023.11,2023.11,2023.11,2023.11,2024.03
上坡辅助,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),7.40,7.20,7.20,7.20,7.35,7.40,5.56,5.1,5.34,5.56,7.35
USB/Type-C接口数量,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,-,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,●,-,-,-,-,-,●,-,-,-,-
ETC装置,○,-,-,○,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,,
