Feature,50821,51814,51914,51915,52437,52438,52439,52440,59421,59456,61802,61803,62872,64583,64584
轴距(mm),2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706,2706
轮圈材质,,,,,,,,,,,,,,,
车顶行李架,●,●,-,-,-,-,-,●,●,-,-,-,-,-,-
车门数(个),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,●,●,●,●,-,-,●,●,●,-,-,-,●,-,-
车道偏离预警系统,●,●,●,●,-,-,●,●,●,-,●,●,●,●,●
车道保持辅助系统,●,●,●,●,-,-,●,●,●,-,-,-,●,-,-
车载空气净化器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车载智能系统,,,,,-,,,,,,-,-,,-,-
车载KTV,-,-,-,-,-,-,-,-,●,-,-,-,●,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门7座SUV,5门7座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车联网,●,●,●,●,-,●,●,●,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,,,,,,,
车型名称,奇骏 2021款 VC-Turbo 300 CVT 4WD至尊版,奇骏 2021款 VC-Turbo 300 CVT 4WD尊享版,奇骏 2021款 VC-Turbo 300 CVT 2WD豪华版,奇骏 2021款 VC-Turbo 300 CVT 4WD豪华版,奇骏 2021款 VC-Turbo 300 CVT 2WD时尚版,奇骏 2021款 VC-Turbo 300 CVT 2WD舒适版,奇骏 2021款 VC-Turbo 300 CVT 2WD豪华版 7座,奇骏 2021款 VC-Turbo 300 CVT 4WD尊享版 7座,奇骏 2023款 e-POWER 超混双电机四驱至尊版,奇骏 2022款 VC-Turbo 300 CVT 2WD星月限定版,奇骏 2022款 改款 2.0L 两驱智联舒享版,奇骏 2022款 改款 2.0L 两驱智联臻享版,奇骏 2023款 e-POWER 超混双电机四驱豪华版,奇骏 2023款 经典 2.0L 两驱智联舒享版,奇骏 2023款 经典 2.0L 两驱智联臻享版
车前雾灯,,,-,,-,-,-,,,-,,,,,
车内环境氛围灯,,-,-,-,-,-,-,-,,-,-,-,-,-,-
车内化妆镜,,,,,,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
语音识别控制系统,,,,,-,,,,,,,,,,
行车电脑显示屏幕,,,,,,,,,,,,,,,
蓝牙/车载电话,●,●,●,●,-,●,●,●,●,●,●,●,●,●,●
自适应远近光,●,●,●,●,-,-,●,●,●,-,-,-,●,-,-
自动驻车,●,●,●,●,●,●,●,●,●,●,-,-,●,-,-
自动头灯,●,●,●,●,●,●,●,●,●,●,-,●,●,-,●
能量回收系统,-,-,-,-,-,-,-,-,●,-,-,-,●,-,-
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油电驱,汽油,汽油,汽油,汽油电驱,汽油,汽油
胎压监测功能,,,,,,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
系统综合扭矩(N·m),-,-,-,-,-,-,-,-,525,-,-,-,525,-,-
系统综合功率(kW),-,-,-,-,-,-,-,-,250,-,-,-,250,-,-
系统综合功率(Ps),-,-,-,-,-,-,-,-,340,-,-,-,340,-,-
简称,CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),电动车单速变速箱,CVT无级变速(模拟8挡),CVT无级变速(模拟7挡),CVT无级变速(模拟7挡),电动车单速变速箱,CVT无级变速(模拟7挡),CVT无级变速(模拟7挡)
第二排座椅调节,,,,,,,,,,,-,-,,-,-
空载最小离地间隙(mm),212,211,210,210,212,211,211,210,190,211,208,208,190,208,208
空调温度控制方式,,,,,,,,,,,,,,,
移动物体预警系统,●,●,●,●,-,-,●,●,●,-,-,-,●,-,-
离去角(°),19,19,19,19,19,19,17,17,19,19,19,19,19,19,19
百公里耗电量(kWh/100km),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
疲劳驾驶提示,●,●,●,●,-,-,●,●,●,-,-,-,●,-,-
电芯品牌,-,-,-,-,-,-,-,-,欣旺达,-,-,-,欣旺达,-,-
电池能量(kWh),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电池组质保,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电池类型,-,-,-,-,-,-,-,-,三元锂电池,-,-,-,三元锂电池,-,-
电机类型,-,-,-,-,-,-,-,-,永磁/同步,-,-,-,永磁/同步,-,-
电机布局,-,-,-,-,-,-,-,-,前置+后置,-,-,-,前置+后置,-,-
电动机总扭矩(N·m),-,-,-,-,-,-,-,-,525,-,-,-,525,-,-
电动机总功率(kW),-,-,-,-,-,-,-,-,250,-,-,-,250,-,-
电动机总功率(Ps),-,-,-,-,-,-,-,-,340,-,-,-,340,-,-
电动机(Ps),-,-,-,-,-,-,-,-,340,-,-,-,340,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,●,●,-,-,-,-,-,●,●,-,-,-,-,-,-
电动后备厢,●,●,-,-,-,-,-,●,●,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油电驱,汽油,汽油,汽油,汽油电驱,汽油,汽油
温度分区控制,●,●,●,●,-,-,●,●,●,-,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,,,,,,
油箱容积(L),55,55,55,55,55,55,55,55,-,55,57,57,-,57,57
气缸数(个),3,3,3,3,3,3,3,3,3,3,4,4,3,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),200,200,200,200,200,200,200,200,180,200,183,183,180,183,183
最小转弯半径(m),5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.4,5.5,5.6,5.6,5.4,5.6,5.6
最大马力(Ps),204,204,204,204,204,204,204,204,144,204,151,151,144,151,151
最大满载质量(kg),2120,2120,2040,2120,2040,2040,2250,2290,2280,2040,1930,1930,2280,1930,1930
最大扭矩转速(rpm),2800-4400,2800-4400,2800-4400,2800-4400,2800-4400,2800-4400,2800-4400,2800-4400,-,2800-4400,4400,4400,-,4400,4400
最大扭矩(N·m)_y,300,300,300,300,300,300,300,300,-,300,194,194,-,194,194
最大扭矩(N·m)_x,300,300,300,300,300,300,300,300,-,300,194,194,-,194,194
最大功率转速(rpm),5600,5600,5600,5600,5600,5600,5600,5600,-,5600,6000,6000,-,6000,6000
最大功率(kW)_y,150,150,150,150,150,150,150,150,106,150,111,111,106,111,111
最大功率(kW)_x,150,150,150,150,150,150,150,150,250,150,111,111,250,111,111
最大净功率(kW),142,142,142,142,142,142,142,142,106,142,103,103,106,103,103
无钥匙进入功能,,,,,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,,
方向盘换挡,●,●,●,●,●,●,●,●,-,●,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1705,1696,1624,1690,1590,1615,1682,1753,1865,1615,1494,1494,1851,1494,1494
接近角(°),18,18,18,18,18,18,19,19,18,18,16,16,18,16,16
排量(mL),1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1997,1997,1497,1997,1997
换挡形式,,,,,,,,,,,,,,,
挡位个数,8,8,8,8,8,8,8,8,1,8,7,7,1,7,7
扬声器数量,,,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,,-,-,-,-,-,-,-,,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机APP远程功能,,,,,-,,,,,,,,,,
慢充时间(小时),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,,,,,,,,,,,,,,,
感应后备厢,●,●,-,-,-,-,-,●,●,-,-,-,-,-,-
快充电量(%),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
快充时间(小时),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
快充功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,,,,,,,,
座椅布局,-,-,-,-,-,-,,,-,-,-,-,-,-,-
座位数(个),5,5,5,5,5,5,7,7,5,5,5,5,5,5,5
并线辅助,●,●,●,●,-,-,●,●,●,-,●,●,●,●,●
巡航系统,,,,,-,,,,,,,,,,
导航路况信息显示,●,●,●,●,-,●,●,●,●,●,●,●,●,●,●
宽度(mm),1840,1840,1840,1840,1840,1840,1840,1840,1840,1840,1820,1820,1840,1820,1820
实测油耗(L/100km),7.9,-,6.8,-,-,-,-,-,-,-,-,-,-,-,-
实测100-0km/h制动(m),40.13,-,41.26,-,-,-,-,-,-,-,-,-,-,-,-
实测0-100km/h加速(s),8.44,-,8.68,-,-,-,-,-,-,-,-,-,-,-,-
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,12.7,12.7,-,12.7,12.7
安全带未系提醒,,,,,,,,,,,,,,,
天窗类型,,,,,-,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
多层隔音玻璃,,,,,,,,,,,-,-,,-,-
多媒体/充电接口,,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,补胎工具,非全尺寸,非全尺寸,非全尺寸,补胎工具,非全尺寸,非全尺寸
地图品牌,,,,,-,,,,,,-,-,,-,-
四驱形式,适时四驱,适时四驱,-,适时四驱,-,-,-,适时四驱,电动四驱,-,-,-,电动四驱,-,-
后雨刷,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1599,1599,1599,1599,1599,1599,1599,1599,1589,1599,1570,1570,1589,1570,1570
后轮胎规格,235/55 R19,235/60 R18,235/65 R17,235/60 R18,235/65 R17,235/65 R17,235/65 R17,235/60 R18,235/55 R19,235/65 R17,225/65 R17,225/65 R17,235/60 R18,225/65 R17,225/65 R17
后电动机最大扭矩(N·m),-,-,-,-,-,-,-,-,195,-,-,-,195,-,-
后电动机最大功率(kW),-,-,-,-,-,-,-,-,100,-,-,-,100,-,-
后方碰撞预警,●,●,●,●,-,-,●,●,●,-,-,-,●,-,-
后排独立空调,●,-,-,-,-,-,-,-,●,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,,,,,,,,
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,700,700,-,700,700
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
变速箱类型,无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),固定齿比变速箱,无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),固定齿比变速箱,无级变速箱(CVT),无级变速箱(CVT)
变速箱,CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),电动车单速变速箱,CVT无级变速(模拟8挡),CVT无级变速(模拟7挡),CVT无级变速(模拟7挡),电动车单速变速箱,CVT无级变速(模拟7挡),CVT无级变速(模拟7挡)
发动机电子防盗,●,●,●,●,●,●,●,●,-,●,●,●,-,●,●
发动机特有技术,可变压缩比,可变压缩比,可变压缩比,可变压缩比,可变压缩比,可变压缩比,可变压缩比,可变压缩比,可变压缩比,可变压缩比,-,-,可变压缩比,-,-
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,KR15,KR15,KR15,KR15,KR15,KR15,KR15,KR15,KR15,KR15,MR20,MR20,KR15,MR20,MR20
发动机启停技术,●,●,●,●,●,●,●,●,-,●,●,●,-,●,●
发动机,1.5T 204马力 L3,1.5T 204马力 L3,1.5T 204马力 L3,1.5T 204马力 L3,1.5T 204马力 L3,1.5T 204马力 L3,1.5T 204马力 L3,1.5T 204马力 L3,1.5T 144马力 L3,1.5T 204马力 L3,2.0L 151马力 L4,2.0L 151马力 L4,1.5T 144马力 L3,2.0L 151马力 L4,2.0L 151马力 L4
压缩比,-,-,-,-,-,-,-,-,8-14,-,11.7,11.7,8-14,11.7,11.7
厂商指导价(元),26.29万,23.29万,19.99万,21.29万,18.19万,19.19万,20.79万,24.09万,19.99万,17.99万,18.93万,19.28万,18.99万,18.93万,19.28万
厂商,东风日产,东风日产,东风日产,东风日产,东风日产,东风日产,东风日产,东风日产,东风日产,东风日产,东风日产,东风日产,东风日产,东风日产,东风日产
卫星导航系统,●,●,●,●,-,●,●,●,●,●,●,●,●,●,●
单踏板模式,-,-,-,-,-,-,-,-,●,-,-,-,●,-,-
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,,,,
前轮距(mm),1585,1585,1585,1585,1585,1585,1585,1585,1584,1585,1575,1575,1584,1575,1575
前轮胎规格,235/55 R19,235/60 R18,235/65 R17,235/60 R18,235/65 R17,235/65 R17,235/65 R17,235/60 R18,235/55 R19,235/65 R17,225/65 R17,225/65 R17,235/60 R18,225/65 R17,225/65 R17
前电动机最大扭矩(N·m),-,-,-,-,-,-,-,-,330,-,-,-,330,-,-
前电动机最大功率(kW),-,-,-,-,-,-,-,-,150,-,-,-,150,-,-
前方碰撞预警,●,●,●,●,-,-,●,●,●,-,●,●,●,●,●
前排座椅功能,,-,-,-,-,-,-,-,,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-,-,前●&nbsp;/&nbsp;后●,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-,前●&nbsp;/&nbsp;后●,-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-,●,-,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,,,,
全液晶仪表盘,●,-,-,-,-,-,-,-,●,-,-,-,-,-,-
倒车车侧预警系统,●,●,●,●,-,-,●,●,●,-,●,●,●,●,●
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
低速行车警告,-,-,-,-,-,-,-,-,●,-,-,-,●,-,-
主座椅调节方式,,,,,,,,,,,,,,,
主动降噪,●,●,●,●,●,●,●,●,●,●,-,-,●,-,-
主动闭合式进气格栅,●,●,●,●,●,●,●,●,●,●,-,-,●,-,-
主动刹车/主动安全系统,●,●,●,●,-,-,●,●,●,-,-,-,●,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,-,,,,,,,,,,
中控屏幕尺寸,,,,,-,,,,,,,,,,
中央差速器结构,多片离合器,多片离合器,-,多片离合器,-,-,-,多片离合器,-,-,-,-,-,-,-
上市时间,2021.07,2021.07,2021.07,2021.07,2021.07,2021.07,2021.07,2021.07,2023.05,2022.09,2023.03,2023.03,2023.05,2023.09,2023.09
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,-,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),-,-,-,-,-,-,-,-,6.43,-,7.05,7.05,6.36,7.05,7.05
USB/Type-C接口数量,,,,,,,,,,,,,,,
OTA升级,●,●,●,●,-,●,●,●,●,●,●,●,●,●,●
NEDC综合油耗(L/100km),6.3,6.3,5.8,6.3,5.8,5.8,6.1,6.4,-,5.8,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,●,-,-,-,-,-,-,-,●,-,-,-,-,-,-
AR实景导航,-,-,-,-,-,-,-,-,●,-,-,-,●,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,-,,,,,,,,,,
