Feature,51413,55730,57006,60568,61417,64326,65988,65989,65990,65991,65992
自动头灯,●,●,●,●,●,●,●,●,●,●,●
膝部气囊,●,●,●,●,●,●,●,●,●,●,●
能源类型_y,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
能源类型_x,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV,中大型SUV
简称,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
第二排独立座椅,○,○,○,○,○,○,○,○,○,○,○
第二排座椅调节,,,,,,,,,,,
第二排座椅电动调节,○,○,○,○,○,○,○,○,○,○,○
第二排座椅功能,,,,,,,,,,,
空调温度控制方式,,,,,,,,,,,
空气悬架,●,●,●,●,●,●,●,●,●,●,●
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,,,,,,,,,,,
电动吸合车门,-,,,,,,,,-,,
电动后备厢位置记忆,●,●,●,●,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号
灯光特色功能,,,,,,,,,,,
温度分区控制,●,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,,
油箱容积(L),85,85,85,85,85,85,85,85,85,85,85
气缸数(个),8,8,8,8,8,8,8,8,8,8,8
气缸排列形式,V,V,V,V,V,V,V,V,V,V,V
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),290,290,290,290,290,290,290,290,290,290,290
最大马力(Ps),550,550,550,550,550,550,550,550,550,550,550
最大满载质量(kg),3250,3250,-,-,3250,-,-,-,-,-,-
最大扭矩转速(rpm),2000-4500,2000-4500,2000-4500,2000-4500,2000-4500,2000-4500,2000-4500,2000-4500,2000-4500,2000-4500,2000-4500
最大扭矩(N·m)_y,770,770,770,770,770,770,770,770,770,770,770
最大扭矩(N·m)_x,770,770,770,770,770,770,770,770,770,770,770
最大功率转速(rpm),6000,6000,6000,6000,6000,5750-6000,5750-6000,5750-6000,5750-6000,5750-6000,5750-6000
最大功率(kW)_y,404,404,404,404,404,404,404,404,404,404,404
最大功率(kW)_x,404,404,404,404,404,404,404,404,404,404,404
最大净功率(kW),404,404,404,404,404,404,404,404,404,404,404
无钥匙进入功能,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,●,●,●,●,●,●,●,●,●,●,●
方向盘材质,,,,,,,,,,,
方向盘换挡,●,●,●,●,●,●,●,●,●,●,●
方向盘加热,●,●,●,●,●,●,●,●,●,●,●
方向盘位置调节,,,,,,,,,,,
整车质保,,,,,,,,,,,
整备质量(kg),-,-,2514,2514,2461,2544,2480,2520,2480,2480,2544
整体主动转向系统,-,-,●,●,-,●,-,●,-,-,●
排量(mL),3996,3996,3996,3996,3996,3996,3996,3996,3996,3996,3996
换挡形式,,,,,,,,,,,
挡位个数,8,8,8,8,8,8,8,8,8,8,8
扬声器数量,,,,,,,,,,,
扬声器品牌名称,,,,,,,,,,,
手机无线充电功能,,,,,,,,,,,
手机互联/映射,,,,,,,,,,,
感应雨刷功能,,,,,,,,,,,
感应后备厢,○,●,●,●,●,●,●,●,○,●,●
座椅材质,,,,,,,,,,,
座椅布局,,,,,,,,,,,
座位数(个),,,,,,,,,,,
并线辅助,●,●,●,●,●,●,●,●,●,●,●
巡航系统,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●
宽度(mm),1998,1998,1998,1998,1998,2222,1998,1998,1998,1998,1998
官方0-100km/h加速(s),4.5,4.5,4.6,4.6,4.5,4.6,4.5,4.6,4.5,4.5,4.6
安全带未系提醒,,,,,,,,,,,
天窗类型,,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●
夜视系统,○,○,●,○,●,●,○,○,○,●,●
多层隔音玻璃,-,,,,,,,,-,,
多媒体/充电接口,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,
备胎规格,,,,,,,,,,,
四驱形式,,,,,,,,,,,
后雨刷,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1707,1707,-,-,1707,-,1707,-,1707,1707,-
后轮胎规格,,,,,,,,,,,
后排独立空调,●,●,●,●,●,●,●,●,●,●,●
后排液晶屏幕尺寸,-,-,,,-,,-,,-,-,
后排液晶屏幕,-,-,,,-,,-,,-,-,
后排杯架,●,●,●,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,,,,
后排小桌板,○,○,○,○,○,○,○,○,○,○,○
后排侧隐私玻璃,○,○,○,○,○,○,○,○,○,○,○
后排侧窗遮阳帘,,,,,,,,,,,
后悬架类型,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),484,484,380,380,484,380,484,380,484,484,380
后制动器类型,,,,,,,,,,,
可变转向比,●,●,●,●,●,●,●,●,●,●,●
可变悬架功能,,,,,,,,,,,
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,DCU,DCU,DCU,DCU,DCU,DCU,DCU,DCU,DCU,DCU,DCU
发动机启停技术,●,●,●,●,●,●,●,●,●,●,●
发动机,4.0T 550马力 V8,4.0T 550马力 V8,4.0T 550马力 V8,4.0T 550马力 V8,4.0T 550马力 V8,4.0T 550马力 V8,4.0T 550马力 V8,4.0T 550马力 V8,4.0T 550马力 V8,4.0T 550马力 V8,4.0T 550马力 V8
压缩比,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1
厂商指导价(元),313.60万,269.90万,353.60万,310.00万,319.20万,411.20万,275.50万,289.20万,305.40万,313.00万,330.80万
厂商,宾利,宾利,宾利,宾利,宾利,宾利,宾利,宾利,宾利,宾利,宾利
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●
助力类型,,,,,,,,,,,
加热/制冷杯架,,,,,,,,,,,
副驾驶位后排可调节按钮,●,●,●,●,●,●,●,●,●,●,●
副座椅调节方式,,,,,,,,,,,
前轮距(mm),1689,1689,-,-,1689,-,1689,-,1689,1689,-
前轮胎规格,,,,,,,,,,,
前方碰撞预警,●,●,●,●,●,●,●,●,●,●,●
前排座椅功能,,,,,,,,,,,
前悬架类型,,,,,,,,,,,
前制动器类型,,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,●,●,●,●,●,●,●,●,●,●,●
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,,
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,
中央差速器锁止功能,●,●,●,●,●,●,●,●,●,●,●
中央差速器结构,,,,,,,,,,,
上市时间,2022.02,2022.02,2022.11,2022.11,2023.02,2023.11,2023.11,2023.11,2023.11,2023.11,2023.11
上坡辅助,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),-,-,-,13,-,-,-,-,-,-,-
USB/Type-C接口数量,,,,,,,,,,,
OTA升级,-,-,-,-,-,-,-,-,-,-,-
NEDC综合油耗(L/100km),12,12,-,12,12,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,○,○,●,○,●,●,○,○,○,●,●
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,,
220V/230V电源,-,○,○,○,○,○,○,○,-,○,○
