Feature,55626,55627,55628,55629
大灯高度可调,●,●,●,●
大灯延时关闭,●,●,●,●
多媒体/充电接口,,,,
多功能方向盘,●,●,●,●
外后视镜功能,,,,
备胎规格,无,无,无,无
四驱形式,-,-,-,-
后雨刷,-,-,-,-
后轮距(mm),-,-,-,-
后轮胎规格,295/35 R20,295/35 R20,295/30 R21,295/30 R21
后排独立空调,-,-,-,-
后排杯架,-,-,-,-
后排座椅放倒形式,-,-,-,-
后排侧隐私玻璃,○,○,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,-,-,-,-
后备厢容积(L),350,-,-,-
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
可变悬架功能,,,,
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
发动机电子防盗,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置
发动机型号,177950,177950,177950,177950
发动机启停技术,●,●,●,●
发动机,4.0T 510马力 V8,4.0T 510马力 V8,4.0T 534马力 V8,4.0T 534马力 V8
压缩比,10.5,10.5,10.5,10.5
厂商指导价(元),175.80万,185.80万,206.80万,216.80万
厂商,阿斯顿·马丁,阿斯顿·马丁,阿斯顿·马丁,阿斯顿·马丁
卫星导航系统,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-
副座椅调节方式,,,,
前轮距(mm),-,-,-,-
前轮胎规格,255/40 R20,255/40 R20,255/35 R21,255/35 R21
前排座椅功能,,,,
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
内后视镜功能,,,,
全液晶仪表盘,-,-,-,-
倒车车侧预警系统,●,●,●,●
供油方式,直喷,直喷,直喷,直喷
主座椅调节方式,,,,
主动刹车/主动安全系统,-,-,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,
中控屏幕尺寸,,,,
中央差速器结构,-,-,-,-
上市时间,2022.02,2022.02,2022.02,2022.02
上坡辅助,●,●,●,●
WLTC综合油耗(L/100km),11.6,11.6,11.6,11.6
USB/Type-C接口数量,-,-,-,-
OTA升级,-,-,-,-
LED日间行车灯,●,●,●,●
ISOFIX儿童座椅接口,○,○,○,○
ABS防抱死,●,●,●,●
