Feature,1014855,1016668,1017052,1017053
天窗类型,-,-,-,-
大灯高度可调,●,●,●,●
大灯延时关闭,-,-,-,-
多媒体/充电接口,,,,
多功能方向盘,●,-,-,●
外后视镜功能,,-,-,
后雨刷,-,-,-,-
后轮距(mm),1475,1475,1475,1475
后轮胎规格,195/70 R15LT,185R14LT,185R14LT,195/70 R15LT
后电动机最大扭矩(N·m),220,220,220,220
后电动机最大功率(kW),60,60,60,60
后排车门开启方式,侧滑门,侧滑门,侧滑门,侧滑门
后排独立空调,-,-,-,-
后排杯架,-,-,-,-
后排座椅放倒形式,-,-,-,-
后悬架类型,钢板弹簧整体桥式,钢板弹簧整体桥式,钢板弹簧整体桥式,钢板弹簧整体桥式
后座出风口,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,鼓式
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),17.18万,16.88万,16.58万,16.88万
厂商,金琥新能源,金琥新能源,金琥新能源,金琥新能源
卫星导航系统,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力
副座椅调节方式,,,,
前轮距(mm),1475,1475,1475,1475
前轮胎规格,195/70 R15LT,185R14LT,185R14LT,195/70 R15LT
前电动机最大扭矩(N·m),-,-,-,-
前电动机最大功率(kW),-,-,-,-
前排座椅功能,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-
前/后排侧气囊,-,-,-,-
前/后中央扶手,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●
内后视镜功能,-,-,-,-
全液晶仪表盘,-,-,-,-
侧滑门形式,,,,
主座椅调节方式,,,,
主动刹车/主动安全系统,-,-,-,-
主/副驾驶座电动调节,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-
中控彩色屏幕,,,,
中控屏幕尺寸,-,-,-,-
上市时间,2023.08,2023.08,2023.10,2023.10
上坡辅助,●,●,●,●
USB/Type-C接口数量,-,-,-,-
OTA升级,-,-,-,-
LED日间行车灯,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-
ABS防抱死,●,●,●,●
