Feature,1005226,1005227,1007575,1007576
全液晶仪表盘,-,-,-,-
侧滑门形式,,,,
供油方式,多点电喷,多点电喷,多点电喷,多点电喷
主座椅调节方式,,,,
主/副驾驶座电动调节,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,-,-,-,-
中央差速器锁止功能,-,-,-,-
上市时间,2017.03,2017.03,2019.05,2019.05
上坡辅助,-,-,-,-
LED日间行车灯,-,-,-,-
ISOFIX儿童座椅接口,-,-,●,●
ABS防抱死,●,●,●,●
220V/230V电源,-,-,-,-
