Feature,1018638,1018639,1018640,1018641,1018642,1018643,1018644
座椅材质,-,-,-,-,-,-,-
座位数(个),,,,,,,
并线辅助,-,-,-,-,-,-,-
巡航系统,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-
宽度(mm),2200,2200,2200,2300,2200,2200,2200
官方0-100km/h加速(s),-,-,-,-,-,-,-
安全带未系提醒,-,-,-,-,-,-,-
天窗类型,-,-,-,-,-,-,-
大灯高度可调,-,-,-,-,-,-,-
大灯延时关闭,-,-,-,-,-,-,-
多媒体/充电接口,-,-,-,-,-,-,-
多功能方向盘,-,-,-,-,-,-,-
外后视镜功能,-,-,-,-,-,-,-
备胎规格,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-
后轮距(mm),1550,1550,1550,1550,-,-,1550
后轮胎规格,-,-,-,-,-,-,-
后排独立空调,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-
后悬架类型,,,,,,,
后座出风口,-,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-,-
后制动器类型,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),25.80万,26.80万,26.80万,30.80万,23.80万,24.80万,24.80万
厂商,飞碟汽车,飞碟汽车,飞碟汽车,飞碟汽车,飞碟汽车,飞碟汽车,飞碟汽车
卫星导航系统,-,-,-,-,-,-,-
助力类型,-,-,-,-,-,-,-
副座椅调节方式,-,-,-,-,-,-,-
前轮距(mm),1610,1610,1610,1610,-,-,1610
前轮胎规格,-,-,-,-,-,-,-
前排座椅功能,-,-,-,-,-,-,-
前悬架类型,,,,,,,
前制动器类型,,,,,,,
前/后驻车雷达,-,-,-,-,-,-,-
前/后电动车窗,-,-,-,-,-,-,-
前/后排头部气囊(气帘),-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-
制动力分配(EBD/CBC等),-,-,-,-,-,-,-
内后视镜功能,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-
主座椅调节方式,-,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-,-
中控彩色屏幕,-,-,-,-,-,-,-
中控屏幕尺寸,-,-,-,-,-,-,-
上市时间,2024.05,2024.05,2024.05,2024.05,2024.05,2024.05,2024.05
上坡辅助,-,-,-,-,-,-,-
USB/Type-C接口数量,-,-,-,-,-,-,-
OTA升级,-,-,-,-,-,-,-
LED日间行车灯,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-,-
ABS防抱死,-,-,-,-,-,-,-
