Feature,67159,69419,69511,70077,70161,70954,71123
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内置行车记录仪,●,●,-,-,●,●,-
内后视镜功能,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●
倒车车侧预警系统,●,●,-,-,●,●,-
供油方式,-,-,-,-,-,-,直喷
低速行车警告,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,
主动刹车/主动安全系统,●,●,●,-,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,
中控屏幕尺寸,,,,,,,
上市时间,2024.09,2024.12,2024.09,2024.09,2024.09,2024.11,-
上坡辅助,●,●,●,●,●,●,●
三电首任车主质保政策,,,,,,,
Wi-Fi热点,●,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,,
OTA升级,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,●,-
DOW开门预警,●,●,-,-,●,●,-
CLTC纯电续航里程(km)_y,555,650,555,555,555,555,235
CLTC纯电续航里程(km)_x,555,650,555,555,555,555,235
ABS防抱死,●,●,●,●,●,●,●
4G/5G网络,,,,,,,
