Feature,58689,58690,58691,61066,61067,61068,61069,61275,62430,63517,63518,63519,63520,66384,66385,66386,66387,66388,66389,66390
语音识别控制系统,,,,,,,,,,,,,,,,,,,,
触摸式阅读灯,●,●,●,●,●,●,●,-,●,-,-,-,-,●,●,●,●,●,●,●
行车电脑显示屏幕,,,,,,,,,,,,,,,,,,,,
行李厢12V电源接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,-,●,●,-,●,●,●,●,●,-,●,●,●,-,●,●,●,●,●,●
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动变道辅助,-,-,●,-,-,-,-,●,-,-,-,-,-,-,-,-,-,-,-,●
膝部气囊,,,,,,,,,,,,,,,,,,,,
能量回收系统,-,-,-,-,-,-,-,●,-,●,●,●,●,●,●,●,●,●,●,●
能源类型_y,汽油,汽油,汽油,汽油,汽油,汽油,汽油,油电混合,汽油,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合
能源类型_x,汽油,汽油,汽油,汽油,汽油,汽油,汽油,油电混合,汽油,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合
胎压监测功能,,,,,,,,,,,,,,,,,,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速,E-CVT无级变速,CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
第二排座椅调节,,,,,,,,,,,,,,,,,,,,
第二排座椅功能,-,-,,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,
空调温度控制方式,,,,,,,,,,,,,,,,,,,,
离去角(°),21,21,22,21,21,21,21,22,21,22,22,22,22,22,22,22,22,22,22,22
疲劳驾驶提示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
电池类型,-,-,-,-,-,-,-,,-,,,,,,,,,,,
电机类型,-,-,-,-,-,-,-,永磁/同步,-,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,-,-,-,-,-,-,-,前置,-,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置
电动机总马力(Ps),-,-,-,-,-,-,-,184,-,184,184,184,184,184,184,184,184,184,184,184
电动机总扭矩(N·m),-,-,-,-,-,-,-,335,-,335,335,335,335,335,335,335,335,335,335,335
电动机总功率(kW),-,-,-,-,-,-,-,135,-,135,135,135,135,135,135,135,135,135,135,135
电动机(Ps),-,-,-,-,-,-,-,184,-,184,184,184,184,184,184,184,184,184,184,184
电动座椅记忆功能,-,,,-,-,-,,,,-,-,-,,-,-,-,,-,-,
电动后备厢位置记忆,-,●,●,-,-,-,●,●,●,-,-,-,●,-,-,-,●,-,-,●
电动后备厢,-,●,●,-,-,-,●,●,●,-,-,-,●,-,-,-,●,-,-,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
温度分区控制,-,●,●,-,●,●,●,●,●,-,●,●,●,-,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,,,,,,,,,,,
油箱容积(L),53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),188,188,188,188,188,188,188,177,188,177,177,177,177,177,177,177,177,177,177,177
最小转弯半径(m),5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
最大马力(Ps),193,193,193,193,193,193,193,150,193,150,150,150,150,150,150,150,150,150,150,150
最大满载质量(kg),2117,2300,2147,2300,2117,2300,2117,2350,2117,2260,2260,2350,2260,2260,2260,2260,2260,2350,2350,2350
最大扭矩转速(rpm),1800-5000,1800-5000,1800-5000,1800-5000,1800-5000,1800-5000,1800-5000,4500,1800-5000,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500
最大扭矩(N·m)_y,243,243,243,243,243,243,243,183,243,183,183,183,183,183,183,183,183,183,183,183
最大扭矩(N·m)_x,243,243,243,243,243,243,243,-,243,-,-,-,-,-,-,-,-,-,-,-
最大功率转速(rpm),6000,6000,6000,6000,6000,6000,6000,6100,6000,6100,6100,6100,6100,6100,6100,6100,6100,6100,6100,6100
最大功率(kW)_y,142,142,142,142,142,142,142,110,142,110,110,110,110,110,110,110,110,110,110,110
最大功率(kW)_x,142,142,142,142,142,142,142,-,142,-,-,-,-,-,-,-,-,-,-,-
最大净功率(kW),142,142,142,142,142,142,142,110,142,110,110,110,110,110,110,110,110,110,110,110
无钥匙进入功能,-,,,-,,,,,,-,,,,-,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,●,-,-,-,-,●,-,-,-,-,-,-,-,-,-,-,-,●
方向盘位置调节,,,,,,,,,,,,,,,,,,,,
整车质保,,,,,,,,,,,,,,,,,,,,
整备质量(kg),1615,1703,1709,1677,1629,1690,1642,1825,1642,1723,1734,1789,1750,1723,1734,1734,1750,1789,1789,1825
接近角(°),16,16,17,16,16,16,16,19,16,19,19,19,19,19,19,19,19,19,19,19
排量(mL),1498,1498,1498,1498,1498,1498,1498,1993,1498,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993
换挡形式,,,,,,,,,,,,,,,,,,,,
挡位个数,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速
扬声器数量,,,,,,,,,,,,,,,,,,,,
扬声器品牌名称,-,,,-,-,-,,,,-,-,-,,-,-,-,,-,-,
手机无线充电功能,-,-,,-,-,-,-,,-,-,-,,,-,-,-,,,,
手机互联/映射,,,,,,,,,,,,,,,,,,,,
手机APP远程功能,,,,,,,,,,,,,,,,,,,,
感应雨刷功能,-,,,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,
感应后备厢,-,●,●,-,-,-,●,●,●,-,-,-,●,-,-,-,●,-,-,●
座椅材质,,,,,,,,,,,,,,,,,,,,
座椅布局,-,,-,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
座位数(个),,,,,,,,,,,,,,,,,,,,
并线辅助,-,●,●,-,-,-,●,●,-,-,-,-,●,-,-,●,●,-,●,●
巡航系统,,,,,,,,,,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
宽度(mm),1866,1866,1866,1866,1866,1866,1866,1866,1866,1866,1866,1866,1866,1866,1866,1866,1866,1866,1866,1866
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,,,,,,,,,
天窗类型,,,,,,,,,,,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,,,,,,,,,
四驱形式,-,-,,-,-,-,-,,-,-,-,,-,-,-,-,-,,,
后雨刷,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1627,1627,1623,1627,1627,1627,1627,1617,1627,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617
后轮胎规格,,,,,,,,,,,,,,,,,,,,
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,,,,,,,,,,,,,
后排侧隐私玻璃,-,●,●,-,-,-,-,●,-,-,-,-,-,-,-,-,-,-,-,●
后悬架类型,,,,,,,,,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),627,-,627,-,627,-,627,-,627,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,,,,,,,,,,,
可变转向比,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
变速箱类型,无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),电子无级变速箱(E-CVT),无级变速箱(CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速,E-CVT无级变速,CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机特有技术,VTEC TURBO,VTEC TURBO,VTEC TURBO,VTEC TURBO,VTEC TURBO,VTEC TURBO,VTEC TURBO,i-VTEC,VTEC TURBO,i-VTEC,i-VTEC,i-VTEC,i-VTEC,i-VTEC,i-VTEC,i-VTEC,i-VTEC,i-VTEC,i-VTEC,i-VTEC
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,L15CK,L15CK,L15CK,L15CK,L15CK,L15CK,L15CK,LFB21,L15CK,LFB21,LFB21,LFB21,LFB21,LFB21,LFB21,LFB21,LFB21,LFB21,LFB21,LFB21
发动机启停技术,●,●,●,●,●,●,●,-,●,-,-,-,-,-,-,-,-,-,-,-
发动机,1.5T 193马力 L4,1.5T 193马力 L4,1.5T 193马力 L4,1.5T 193马力 L4,1.5T 193马力 L4,1.5T 193马力 L4,1.5T 193马力 L4,2.0L 150马力 L4,1.5T 193马力 L4,2.0L 150马力 L4,2.0L 150马力 L4,2.0L 150马力 L4,2.0L 150马力 L4,2.0L 150马力 L4,2.0L 150马力 L4,2.0L 150马力 L4,2.0L 150马力 L4,2.0L 150马力 L4,2.0L 150马力 L4,2.0L 150马力 L4
压缩比,10.3,10.3,10.3,10.3,10.3,10.3,10.3,13.9,10.3,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9
厂商指导价(元),18.59万,22.99万,24.99万,19.59万,19.99万,20.49万,21.39万,26.39万,21.29万,19.99万,22.29万,23.99万,24.69万,19.99万,21.99万,21.99万,23.49万,23.19万,23.29万,26.39万
厂商,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田,广汽本田
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
助力类型,,,,,,,,,,,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,,,,,,,,,
前轮距(mm),1611,1611,1608,1611,1611,1611,1611,1601,1611,1601,1601,1601,1601,1601,1601,1601,1601,1601,1601,1601
前轮胎规格,,,,,,,,,,,,,,,,,,,,
前电动机最大扭矩(N·m),-,-,-,-,-,-,-,335,-,335,335,335,335,335,335,335,335,335,335,335
前电动机最大功率(kW),-,-,-,-,-,-,-,135,-,135,135,135,135,135,135,135,135,135,135,135
前方碰撞预警,-,●,●,-,●,●,●,●,●,-,●,●,●,-,●,●,●,●,●,●
前排座椅功能,-,,,-,-,-,,,,-,-,-,,-,-,-,,-,-,
前悬架类型,,,,,,,,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,,,,,,,,
前/后驻车雷达,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,●,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●
内后视镜功能,,,,,,,,,,,,,,,,,,,,
全液晶仪表盘,-,●,●,-,●,●,●,●,●,-,●,●,●,-,●,●,●,●,●,●
倒车车侧预警系统,-,●,●,-,-,-,●,-,-,-,-,-,-,-,-,●,●,-,●,●
侧窗多层隔音玻璃,-,-,,-,-,-,-,,-,,,,,,,,,,,
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
低速行车警告,-,-,-,-,-,-,-,●,-,●,●,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,,,,,,,,,,,,
主动降噪,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
主动闭合式进气格栅,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
主动刹车/主动安全系统,-,●,●,-,●,●,●,●,●,-,●,●,●,-,●,●,●,●,●,●
主/副驾驶座电动调节,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,,,,,,,,
中央差速器结构,-,-,,-,-,-,-,,-,-,-,,-,-,-,-,-,,,
上市时间,2022.12,2022.12,2022.12,2022.12,2022.12,2022.12,2022.12,2023.06,2023.04,2023.06,2023.06,2023.06,2023.06,2024.01,2024.01,2024.01,2024.01,2024.01,2024.01,2024.01
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
三电系统质保,-,-,-,-,-,-,-,,-,,,,,,,,,,,
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),7.31,7.40,8.12,7.39,7.31,7.39,7.31,6.44,7.31,5.49,5.49,6.14,5.49,5.49,5.49,5.49,5.49,6.14,6.14,6.44
USB/Type-C接口数量,,,,,,,,,,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
