Feature,58503,66475,66476,68250,71692,71693,71694,71695
自动头灯,●,●,●,●,●,●,●,●
能量回收系统,●,●,●,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,,,
级别,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,,,,,,,,
第二排座椅功能,,-,,-,-,-,,
空调温度控制方式,,,,,,,,
空气质量监测,●,●,●,●,●,●,●,●
离去角(°),19,19,19,19,19,19,19,19
百公里耗电量(kWh/100km),16.7,15.0,15.2,15.2,15.0,15.2,15.2,16.7
疲劳驾驶提示,●,●,●,●,●,●,●,●
电芯品牌,,,,,,,,
电能当量燃料消耗量(L/100km),1.89,1.7,1.72,1.72,1.7,1.72,1.72,1.89
电池预加热,●,●,●,●,●,●,●,●
电池能量(kWh),80.64,71.8,80.64,80.64,71.8,80.64,80.64,80.64
电池类型,,,,,,,,
电池特有技术,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池,刀片电池
电池快充电量范围(%)_y,10-80,10-80,10-80,10-80,10-80,10-80,10-80,10-80
电池快充电量范围(%)_x,10-80,10-80,10-80,10-80,10-80,10-80,10-80,10-80
电池快充时间(小时)_y,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42
电池快充时间(小时)_x,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,前交流/异步 后永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,前交流/异步 后永磁/同步
电机布局,前置+后置,后置,后置,后置,后置,后置,后置,前置+后置
电动机总马力(Ps),530,231,313,313,231,313,313,530
电动机总扭矩(N·m),690,380,380,380,380,380,380,690
电动机总功率(kW),390,170,230,230,170,230,230,390
电动机(Ps),530,231,313,313,231,313,313,530
电动座椅记忆功能,,-,,,-,,,
电动后备厢位置记忆,●,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,●,●
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●
热泵空调,●,●,●,●,●,●,●,●
激光雷达数量,-,-,-,-,-,-,,
温度分区控制,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,
毫米波雷达数量,,,,,,,,
最高车速(km/h),225,210,225,225,210,225,225,225
最小转弯半径(m),5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85
最大满载质量(kg),2705,2530,2585,2585,2530,2585,2585,2705
最大扭矩(N·m),690,380,380,380,380,380,380,690
最大功率(kW),390,170,230,230,170,230,230,390
无钥匙进入功能,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●
旋转大屏,●,●,●,●,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-
方向盘离手检测,-,-,-,-,●,●,●,●
方向盘材质,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-
方向盘加热,●,-,●,●,-,●,●,●
方向盘位置调节,,,,,,,,
整车质保,,,,,,,,
整备质量(kg),2330,2155,2210,2210,2155,2210,2210,2330
摄像头数量,,,,,,,,
接近角(°),16,16,16,16,16,16,16,16
换挡形式,,,,,,,,
挡位个数,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,
扬声器品牌名称,,,,,,,,
手机无线充电功能,,,,,,,,
手机无线充电功率,,,,,,,,
手机互联/映射,-,-,-,-,-,-,-,-
手机APP远程功能,,,,,,,,
慢充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
感应雨刷功能,,,,,,,,
感应后备厢,●,-,●,-,-,-,●,●
快充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
快充功能,支持,支持,支持,支持,支持,支持,支持,支持
快充功率(kW),240,180,240,240,180,240,240,240
座椅材质,,,,,,,,
座位数(个),,,,,,,,
应用商店,●,●,●,●,●,●,●,●
并线辅助,●,●,●,●,●,●,●,●
巡航系统,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●
对外放电,●,●,●,●,●,●,●,●
宽度(mm),1925,1925,1925,1925,1925,1925,1925,1925
官方0-100km/h加速(s),4.2,7.3,6.7,6.7,7.3,6.7,6.7,4.2
安全带未系提醒,,,,,,,,
天窗类型,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,
备胎规格,,,,,,,,
地图品牌,,,,,,,,
四驱形式,,-,-,-,-,-,-,
哨兵模式/千里眼,-,-,-,-,●,●,●,●
后雨刷,-,-,-,-,-,-,-,-
后轮距(mm),1660,1660,1660,1660,1660,1660,1660,1660
后轮胎规格,,,,,,,,
后电动机最大扭矩(N·m),380,380,380,380,380,380,380,380
后电动机最大功率(kW),230,170,230,230,170,230,230,230
后电动机型号,TZ200XYT,TZ200XYS,TZ200XYT,TZ200XYT,TZ200XYS,TZ200XYT,TZ200XYT,TZ200XYT
后电动机品牌,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪
后方碰撞预警,●,●,●,●,●,●,●,●
后排独立空调,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,
后排侧隐私玻璃,●,●,●,●,●,●,●,●
后悬架类型,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●
后备厢容积(L),500,500,500,500,500,500,500,500
后制动器类型,,,,,,,,
可见即可说,●,●,●,●,●,●,●,●
可变悬架功能,,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),23.98万,18.98万,21.98万,19.98万,18.98万,19.98万,21.98万,23.98万
厂商,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪
卫星导航系统,●,●,●,●,●,●,●,●
助力类型,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,
前轮距(mm),1660,1660,1660,1660,1660,1660,1660,1660
前轮胎规格,,,,,,,,
前电动机最大扭矩(N·m),310,-,-,-,-,-,-,310
前电动机最大功率(kW),160,-,-,-,-,-,-,160
前电动机型号,YS210XYA,-,-,-,-,-,-,YS210XYA
前电动机品牌,比亚迪,-,-,-,-,-,-,比亚迪
前方碰撞预警,●,●,●,●,●,●,●,●
前方感知摄像头,,,,,,,,
前排座椅功能,,,,,,,,
前排中间气囊,●,●,●,●,●,●,●,●
前悬架类型,,,,,,,,
前备厢容积(L),58,58,58,58,58,58,58,58
前制动器类型,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●
光感天幕,○,-,○,○,-,-,-,-
倒车车侧预警系统,●,●,●,●,●,●,●,●
信号灯识别,-,-,-,-,-,-,●,●
侧窗多层隔音玻璃,,,,,,,,
低速行车警告,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,
主动闭合式进气格栅,●,●,●,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,
中控屏幕尺寸,,,,,,,,
上市时间,2024.05,2024.05,2024.05,2024.05,2025.02,2025.02,2025.02,2025.02
上坡辅助,●,●,●,●,●,●,●,●
三电首任车主质保政策,,,,,,,,
Wi-Fi热点,●,●,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●
HUD抬头尺寸,,-,,-,-,-,,
ETC装置,●,●,●,●,●,●,●,●
DOW开门预警,●,●,●,●,●,●,●,●
CLTC纯电续航里程(km)_y,550,550,610,610,550,610,610,550
CLTC纯电续航里程(km)_x,550,550,610,610,550,610,610,550
AR-HUD增强现实抬头显示,●,-,●,-,-,-,●,●
ABS防抱死,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,
220V/230V电源,●,-,●,-,-,-,●,●
