Feature,68126,68127,68128,69331
天窗类型,-,-,,-
大灯高度可调,●,●,●,●
大灯延时关闭,-,-,-,-
多媒体/充电接口,,,,
多功能方向盘,-,●,●,-
外后视镜功能,,,,
备胎规格,,,,
备胎放置方式,,,,-
后雨刷,-,-,●,-
后轮距(mm),1484,1484,1484,1484
后轮胎规格,,,,
后排独立空调,-,-,-,-
后排杯架,-,-,-,-
后排座椅放倒形式,,,,
后悬架类型,,,,
后座出风口,-,-,-,-
后备厢容积(L),420,420,420,420
后制动器类型,,,,
变速箱类型,手动变速箱(MT),手动变速箱(MT),无级变速箱(CVT),无级变速箱(CVT)
变速箱,5挡手动,5挡手动,CVT无级变速(模拟9挡),CVT无级变速(模拟9挡)
发动机电子防盗,●,●,●,●
发动机布局,横置,横置,横置,横置
发动机型号,SQRE4G15C,SQRE4G15C,SQRE4G15C,SQRE4G15C
发动机,1.5L 116马力 L4,1.5L 116马力 L4,1.5L 116马力 L4,1.5L 116马力 L4
厂商指导价(元),4.99万,5.99万,6.99万,5.79万
厂商,奇瑞汽车,奇瑞汽车,奇瑞汽车,奇瑞汽车
卫星导航系统,-,-,-,-
助力类型,,,,
副驾驶位后排可调节按钮,-,-,-,-
副座椅调节方式,,,,
前轮距(mm),1495,1495,1495,1495
前轮胎规格,,,,
前排座椅功能,-,-,,-
前悬架类型,,,,
前制动器类型,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-
前/后排侧气囊,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),-,-,○,-
制动力分配(EBD/CBC等),●,●,●,●
内后视镜功能,,,,
全液晶仪表盘,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷
主座椅调节方式,,,,
主动刹车/主动安全系统,-,-,-,-
主/副驾驶座电动调节,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,
中控屏幕尺寸,,,,
上市时间,2024.04,2024.04,2024.04,2024.08
上坡辅助,-,-,○,-
Wi-Fi热点,●,●,●,-
WLTC综合油耗(L/100km),7.22,7.22,7.34,7.34
USB/Type-C接口数量,,,,
OTA升级,-,-,-,-
NEDC综合油耗(L/100km),6.7,6.7,6.9,6.9
LED日间行车灯,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●
ABS防抱死,●,●,●,●
