Feature,66734,66738,66739,66740,66741,66742,69283,69284
接近角(°),13,13,13,13,13,13,13,13
排量(mL),1498,1498,1498,1498,1498,1498,1498,1498
换挡形式,,,,,,,,
挡位个数,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速
扬声器数量,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,,,-,-
手机互联/映射,-,-,-,-,-,-,-,-
手机APP远程功能,,,,,,,,
慢充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
感应雨刷功能,-,-,-,-,-,-,-,-
快充接口位置,-,-,车右后侧,车右后侧,车右后侧,车右后侧,-,车右后侧
快充功能,不支持,不支持,支持,支持,支持,支持,不支持,支持
快充功率(kW),-,-,17,17,17,17,-,17
座椅材质,,,,,,,,
座位数(个),,,,,,,,
应用商店,●,●,●,●,●,●,●,●
并线辅助,-,-,-,-,-,●,-,-
巡航系统,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●
对外放电,-,-,●,●,●,●,-,●
宽度(mm),1837,1837,1837,1837,1837,1837,1837,1837
官方0-100km/h加速(s),7.9,7.9,7.3,7.3,7.3,7.3,7.9,7.3
安全带未系提醒,,,,,,,,
天窗类型,-,,-,-,,,-,-
大灯高度可调,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,
备胎规格,,,,,,,,
地图品牌,,,,,,,,
后雨刷,-,-,-,-,-,-,-,-
后轮距(mm),1590,1590,1590,1590,1590,1590,1590,1590
后轮胎规格,,,,,,,,
后方碰撞预警,-,-,-,-,-,●,-,-
后排独立空调,-,-,-,-,-,-,-,-
后排杯架,-,●,-,●,●,●,-,-
后排座椅放倒形式,,,,,,,,
后悬架类型,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,
变速箱类型,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●,●,●,●,●,●,●
发动机特有技术,VVT,VVT,VVT,VVT,VVT,VVT,VVT,VVT
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,BYD472QA,BYD472QA,BYD472QA,BYD472QA,BYD472QA,BYD472QA,BYD472QA,BYD472QA
发动机,1.5L 110马力 L4,1.5L 110马力 L4,1.5L 110马力 L4,1.5L 110马力 L4,1.5L 110马力 L4,1.5L 110马力 L4,1.5L 110马力 L4,1.5L 110马力 L4
压缩比,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5
厂商指导价(元),7.98万,9.38万,9.98万,10.88万,11.78万,12.88万,11.88万,13.68万
厂商,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪
卫星导航系统,●,●,●,●,●,●,●,●
助力类型,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,
前轮距(mm),1580,1580,1580,1580,1580,1580,1580,1580
前轮胎规格,,,,,,,,
前电动机最大扭矩(N·m),316,316,325,325,325,325,316,325
前电动机最大功率(kW),132,132,145,145,145,145,132,145
前电动机型号,TZ220XYF,TZ220XYF,TZ220XYF,TZ220XYF,TZ220XYF,TZ220XYF,TZ220XYF,TZ220XYF
前电动机品牌,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪
前方碰撞预警,-,-,-,-,-,●,-,-
前方感知摄像头,-,-,-,-,-,,-,-
前排座椅功能,-,-,-,-,-,,-,-
前悬架类型,,,,,,,,
前制动器类型,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,●,-,-
内后视镜功能,,,,,,,,
全液晶仪表盘,-,-,-,-,-,●,-,-
倒车车侧预警系统,-,-,-,-,-,●,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
低速行车警告,●,●,●,●,●,●,●,●
仪表盘屏幕材质,,,,,,,,
主座椅调节方式,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,●,-,-
主/副驾驶座电动调节,-,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,
中控屏幕类型,,,,,,,,
中控屏幕尺寸,,,,,,,,
上市时间,2024.02,2024.02,2024.02,2024.02,2024.02,2024.02,2024.07,2024.07
上坡辅助,●,●,●,●,●,●,●,●
三电系统质保,,,,,,,-,-
Wi-Fi热点,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),2.17,2.17,1.58,1.58,1.58,1.58,-,-
WLTC纯电续航里程(km)_y,46,46,101,101,101,101,46,101
WLTC纯电续航里程(km)_x,46,46,101,101,101,101,46,101
USB/Type-C接口数量,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●
NEDC纯电续航里程(km)_y,55,55,120,120,120,120,55,120
NEDC纯电续航里程(km)_x,55,55,120,120,120,120,55,120
LED日间行车灯,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●
ABS防抱死,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,
