Feature,61225,61448,61449,61450,61451,61452,61453,61454,65134
宽度(mm),1815,1815,1815,1815,1815,1815,1815,1815,1815
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,
天窗类型,,-,-,-,-,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,-,-,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●
外后视镜功能,,-,-,,,,,,
备胎规格,,,,,,,,,
后雨刷,-,-,-,-,-,-,-,-,-
后轮距(mm),1530,1530,1530,1530,1530,1530,1530,1530,1530
后轮胎规格,,,,,,,,,
后排车门开启方式,,,,,,,,,
后排独立空调,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,
后悬架类型,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,-,-,-,-,-,-,-,-,-
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,F31A1,F31A1,F31A1,F31A1,F31A1,F31A1,F31A1,F31A1,F31A1
发动机,1.5L 102马力 L4,1.5L 102马力 L4,1.5L 102马力 L4,1.5L 102马力 L4,1.5L 102马力 L4,1.5L 102马力 L4,1.5L 102马力 L4,1.5L 102马力 L4,1.5L 102马力 L4
厂商指导价(元),12.39万,9.99万,10.09万,10.49万,10.59万,11.29万,11.39万,12.29万,13.99万
厂商,SWM斯威汽车,SWM斯威汽车,SWM斯威汽车,SWM斯威汽车,SWM斯威汽车,SWM斯威汽车,SWM斯威汽车,SWM斯威汽车,SWM斯威汽车
卫星导航系统,-,-,-,-,-,-,-,-,-
助力类型,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,
前轮距(mm),1526,1526,1526,1526,1526,1526,1526,1526,1526
前轮胎规格,,,,,,,,,
前电动机最大扭矩(N·m),210,210,210,210,210,210,210,210,210
前电动机最大功率(kW),105,105,105,105,105,105,105,105,105
前排座椅功能,-,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,,
前制动器类型,,,,,,,,,
前/后驻车雷达,-,-,-,-,-,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,-,-,-,-,-,-,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,
全液晶仪表盘,●,-,-,-,-,-,-,●,●
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
低速行车警告,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,
中控屏幕尺寸,,,,,,,,,
上市时间,2023.02,2023.02,2023.02,2023.02,2023.02,2023.02,2023.02,2023.02,2023.10
上坡辅助,●,-,-,-,-,-,-,●,●
三电系统质保,,,,,,,,,
WLTC综合油耗(L/100km),2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06
WLTC纯电续航里程(km)_y,46,46,46,46,46,46,46,46,46
WLTC纯电续航里程(km)_x,46,46,46,46,46,46,46,46,46
USB/Type-C接口数量,,-,-,,,,,,
OTA升级,-,-,-,-,-,-,-,-,-
NEDC纯电续航里程(km)_y,51,51,51,51,51,51,51,51,51
NEDC纯电续航里程(km)_x,51,51,51,51,51,51,51,51,51
LED日间行车灯,●,-,-,-,-,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●
ABS防抱死,●,●,●,●,●,●,●,●,●
