Feature,50225,50226,50227,54374,57832,59674,59675,59679,59680,59681
扬声器数量,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-,-
手机互联/映射,-,,-,-,-,,-,,,
感应雨刷功能,-,-,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,,,
座椅布局,,,,,,,,,,
座位数(个),,,,,,,,,,
并线辅助,-,-,-,-,●,-,-,○,○,○
巡航系统,-,,,,,,,,,
导航路况信息显示,-,○,●,○,●,-,●,○,○,○
宽度(mm),1890,1890,1890,1890,1890,1890,1890,1890,1890,1890
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,
天窗类型,-,-,,,,-,,-,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,
多功能方向盘,-,○,●,○,●,○,●,○,○,●
外后视镜功能,,,,,,,,,,
备胎规格,,,,,,,,,,
地图品牌,-,,,,,-,,,,
后雨刷,-,●,●,●,●,●,●,●,●,●
后轮距(mm),1545,1545,1545,1545,1545,1545,1545,1545,1545,1545
后轮胎规格,,,,,,,,,,
后排独立空调,-,●,●,●,●,●,●,○,●,●
后排杯架,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,,
后悬架类型,,,,,,,,,,
后座出风口,-,●,●,●,●,●,●,○,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),自动变速箱(AT),自动变速箱(AT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,6挡自动,6挡自动,5挡手动,5挡手动,6挡手动,6挡手动,6挡手动
发动机电子防盗,●,●,●,-,-,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,LJ481Q6,LJ481Q6,LJ481Q6,LJ488ZLQ,LJ488ZLQ,LJ481QS6,LJ481QS6,HFC4DB2-2E,HFC4DB2-2E,HFC4DB2-2E
发动机,2.0L 144马力 L4,2.0L 144马力 L4,2.0L 144马力 L4,2.0T 222马力 L4,2.0T 222马力 L4,2.0L 122马力 L4,2.0L 122马力 L4,2.0T 150马力 L4,2.0T 150马力 L4,2.0T 150马力 L4
厂商指导价(元),10.58万,11.88万,12.88万,12.98万,15.98万,13.38万,14.38万,13.88万,14.88万,15.48万
厂商,江汽集团,江汽集团,江汽集团,江汽集团,江汽集团,江汽集团,江汽集团,江汽集团,江汽集团,江汽集团
卫星导航系统,-,○,●,○,●,-,●,○,○,○
助力类型,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,
前轮距(mm),1570,1570,1570,1570,1570,1570,1570,1570,1570,1570
前轮胎规格,,,,,,,,,,
前排座椅功能,-,-,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,,,
前制动器类型,,,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),-,○,○,●,●,○,●,○,○,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●
内置行车记录仪,○,○,○,○,○,○,○,○,○,○
内后视镜功能,,,,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-
侧滑门形式,,,,,,,,,,
供油方式,多点电喷,多点电喷,多点电喷,直喷,直喷,多点电喷,多点电喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,○,○,○
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,-,,,,,,,,,
中控屏幕尺寸,-,-,-,-,-,-,-,-,-,-
上市时间,2021.03,2021.03,2021.03,2021.11,2022.06,2022.09,2022.09,2022.09,2022.09,2022.09
上坡辅助,-,○,○,●,●,○,●,○,○,●
USB/Type-C接口数量,,,,,,,,,,
OTA升级,-,-,-,-,-,-,-,-,-,-
NEDC综合油耗(L/100km),9.3,9.3,9.3,10,10,-,-,7.9,7.9,7.9
LED日间行车灯,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●
ABS防抱死,●,●,●,●,●,●,●,●,●,●
