Feature,56831,61208,61335,61394,61395
挡位个数,9,9,9,9,9
扬声器数量,,,,,
扬声器品牌名称,,,,,
手机无线充电功能,,,,,
手机互联/映射,,,,,
手机APP远程功能,,,,,
手势控制,●,●,●,●,●
感应雨刷功能,,,,,
感应后备厢,●,●,●,●,●
座椅材质,,,,,
座椅布局,,,,,-
座位数(个),5,5,5,5,5
并线辅助,●,●,●,●,●
巡航系统,,,,,
导航路况信息显示,●,●,●,●,●
宽度(mm),2015,2015,2015,2015,2015
官方0-100km/h加速(s),5.5,5.5,5.5,5.2,4.1
安全带未系提醒,,,,,
天窗类型,,,,,
大灯高度可调,●,●,●,●,●
大灯延时关闭,●,●,●,●,●
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外后视镜功能,,,,,
备胎规格,无,无,无,无,无
地图品牌,,,,,
四驱形式,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱
后雨刷,●,●,●,●,●
后轮距(mm),-,-,-,-,-
后轮胎规格,325/35 R22,325/35 R22,315/40 R21,315/40 R21,315/40 R21
后排独立空调,○,○,○,●,○
后排杯架,●,●,●,●,●
后排控制多媒体,●,●,●,●,●
后排座椅电动放倒,●,●,●,●,●
后排座椅放倒形式,,,,,
后排侧隐私玻璃,●,●,-,●,●
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●
后备厢容积(L),-,-,-,-,-
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,●,●,●,●,●
可变悬架功能,,,,,
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体
发动机电子防盗,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置
发动机型号,256 930,256 930,256 930,-,-
发动机启停技术,●,●,●,●,●
发动机,3.0T 435马力 L6,3.0T 435马力 L6,3.0T 435马力 L6,3.0T 435马力 L6,4.0T 612马力 V8
厂商指导价(元),113.28万,114.10万,102.38万,110.28万,162.68万
厂商,梅赛德斯-AMG,梅赛德斯-AMG,梅赛德斯-AMG,梅赛德斯-AMG,梅赛德斯-AMG
卫星导航系统,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,●,●,●,●,●
副座椅调节方式,,,,,
前轮距(mm),-,-,-,-,-
前轮胎规格,285/40 R22,285/40 R22,275/45 R21,275/45 R21,275/45 R21
前方碰撞预警,●,●,●,●,●
前排座椅功能,,,,,
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●
内置行车记录仪,○,○,●,●,●
内后视镜功能,,,,,
全液晶仪表盘,●,●,●,●,●
供油方式,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,
主动刹车/主动安全系统,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,
中控屏幕尺寸,,,,,
中央差速器结构,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器
上市时间,2022.04,2023.01,2023.01,2023.08,2023.08
上坡辅助,●,●,●,●,●
Wi-Fi热点,-,-,-,●,●
WLTC综合油耗(L/100km),10.72,10.72,10.72,10.55,12.41
USB/Type-C接口数量,,,,,
OTA升级,●,●,●,●,●
LED日间行车灯,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●
HUD抬头数字显示,○,○,○,○,○
ETC装置,○,○,○,○,○
AR实景导航,○,○,●,●,●
ABS防抱死,●,●,●,●,●
4G/5G网络,,,,,
