Feature,71021,71038,72401,72402,72403
电动座椅记忆功能,,,-,,
电动后备厢位置记忆,●,●,●,●,●
电动后备厢,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号
温度分区控制,●,●,●,●,●
液晶仪表尺寸,-,-,-,-,-
油箱容积(L),51,51,51,51,51
油电综合燃料消耗量(L/100km),2.7,2.69,2.93,2.69,2.7
气缸数(个),4,4,4,4,4
气缸排列形式,L,L,L,L,L
毫米波雷达数量,,,,,
每缸气门数(个),4,4,4,4,4
最高车速(km/h),180,180,180,180,180
最小转弯半径(m),5.85,5.85,5.85,5.85,5.85
最小离地间隙(mm),185,185,185,185,185
最大马力(Ps),150,98,98,98,150
最大满载质量(kg),2310,2250,2160,2250,2310
最大扭矩转速(rpm),3200-4200,3000,3000,3000,3200-4200
最大扭矩(N·m)_y,220,125,125,125,220
最大扭矩(N·m)_x,550,455,455,455,550
最大功率转速(rpm),5000,5600,5600,5600,5000
最大功率(kW)_y,110,72,72,72,110
最大功率(kW)_x,275,237,237,237,275
最大净功率(kW),105,70,70,70,105
最低荷电状态油耗(L/100km)WLTC,4.99,4.98,4.95,4.98,4.99
最低荷电状态油耗(L/100km)NEDC,3.94,3.93,3.93,3.93,3.94
无钥匙进入功能,,,,,
无钥匙启动系统,●,●,●,●,●
无框设计车门,●,●,●,●,●
方向盘记忆,-,-,-,-,-
方向盘材质,,,,,
方向盘换挡,-,-,-,-,-
方向盘加热,●,●,-,-,●
方向盘位置调节,,,,,
整车质保,,,,,
整备质量(kg),1935,1875,1785,1875,1935
摄像头数量,,,,,
接近角(°),18,18,18,18,18
排量(mL),1497,1497,1497,1497,1497
换挡形式,,,,,
挡位个数,无级变速,无级变速,无级变速,无级变速,无级变速
扬声器数量,,,,,
扬声器品牌名称,-,-,-,-,-
手机无线充电功能,,,-,,
手机无线充电功率,,,-,,
手机互联/映射,-,-,-,-,-
手机APP远程功能,,,,,
慢充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
感应雨刷功能,,,,,
快充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
快充功能,支持,支持,支持,支持,支持
快充功率(kW),97,97,70,97,97
循迹倒车,●,●,●,●,●
座椅材质,,,,,
座位数(个),,,,,
应用商店,●,●,●,●,●
并线辅助,●,●,●,●,●
巡航系统,,,,,
导航路况信息显示,●,●,●,●,●
对外放电,●,●,●,●,●
对外交流放电功率(kW),6,6,6,6,6
宽度(mm),1920,1920,1920,1920,1920
官方0-100km/h加速(s),7.57,7.58,7.36,7.58,7.57
安全带未系提醒,,,,,
天窗类型,,,,,
大灯高度可调,●,●,●,●,●
大灯延时关闭,●,●,●,●,●
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外后视镜功能,,,,,
备胎规格,,,,,
场景灯语,-,-,-,-,●
地图品牌,,,,,
向日葵旋转屏,●,●,-,●,●
后雨刷,●,●,●,●,●
后轮距(mm),1630,1630,1630,1630,1630
后轮胎规格,,,,,
后方碰撞预警,●,●,●,●,●
后排独立空调,-,-,-,-,-
后排杯架,●,●,-,●,●
后排座椅放倒形式,,,,,
后排小桌板,●,●,-,-,●
后排侧隐私玻璃,●,●,-,●,●
后悬架类型,,,,,
后座出风口,●,●,●,●,●
后备厢容积(L),763-1759,763-1759,763-1759,763-1759,763-1759
后制动器类型,,,,,
可见即可说,●,●,●,●,●
可变悬架功能,,,-,,
变速箱类型,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置
发动机型号,JL469ZQ1,JL469Q1,JL469Q1,JL469Q1,JL469ZQ1
发动机,1.5T 150马力 L4,1.5L 98马力 L4,1.5L 98马力 L4,1.5L 98马力 L4,1.5T 150马力 L4
压缩比,16,16,16,16,16
厂商指导价(元),16.58万,15.58万,13.98万,14.98万,17.58万
厂商,长安启源,长安启源,长安启源,长安启源,长安启源
卫星导航系统,●,●,●,●,●
助力类型,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-
副驾屏幕像素密度,-,-,-,-,
副驾娱乐屏尺寸,-,-,-,-,
副座椅调节方式,,,,,
前轮距(mm),1620,1620,1620,1620,1620
前轮胎规格,,,,,
前电动机最大扭矩(N·m),330,330,330,330,330
前电动机最大功率(kW),165,165,165,165,165
前电动机型号,TZ270XY552,TZ270XY552,TZ270XY552,TZ270XY552,TZ270XY552
前电动机品牌,长安启源,长安启源,长安启源,长安启源,长安启源
前方碰撞预警,●,●,●,●,●
前方感知摄像头像素,,,,,
前方感知摄像头,,,,,
前排座椅功能,,,-,,
前悬架类型,,,,,
前制动器类型,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●
内置行车记录仪,●,●,●,●,●
内后视镜功能,,,,,
全液晶仪表盘,-,-,-,-,-
倒车车侧预警系统,●,●,●,●,●
信号灯识别,●,●,●,●,●
侧窗多层隔音玻璃,,,,,
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
低速行车警告,●,●,●,●,●
主座椅调节方式,,,,,
主动闭合式进气格栅,●,●,-,●,●
主动式环境氛围灯,●,●,-,●,●
主动刹车/主动安全系统,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,
中控屏幕类型,,,,,
中控屏幕尺寸,,,,,
中控屏幕分辨率,,,,,
中控屏幕像素密度,,,,,
上市时间,-,-,-,-,-
上坡辅助,●,●,●,●,●
三电首任车主质保政策,,,,,
Wi-Fi热点,●,●,●,●,●
WLTC综合油耗(L/100km),0.75,0.75,1.1,0.75,0.75
WLTC纯电续航里程(km)_y,163,166,111,166,163
WLTC纯电续航里程(km)_x,163,166,111,166,163
USB/Type-C接口数量,,,,,
OTA升级,●,●,●,●,●
LED日间行车灯,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●
HUD抬头尺寸,,,-,,
DeepSeek应用,,,,,
DOW开门预警,●,●,●,●,●
CLTC综合续航(km),1400,1400,1345,1400,1400
CLTC纯电续航里程(km)_y,215,215,145,215,215
CLTC纯电续航里程(km)_x,215,215,145,215,215
AR-HUD增强现实抬头显示,●,●,-,●,●
ABS防抱死,●,●,●,●,●
4G/5G网络,,,,,
220V/230V电源,-,-,-,-,●
