Feature,71057,71072,72236
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,,,
空调温度控制方式,,,
离去角(°),25,25,25
百公里耗电量(kWh/100km),12.7,12.5,12.7
疲劳驾驶提示,-,-,●
电芯品牌,,,
电能当量燃料消耗量(L/100km),1.47,1.45,1.47
电池预加热,●,●,●
电池能量(kWh),60.9,50.05,60.9
电池类型,,,
电池特有技术,刀片电池,刀片电池,刀片电池
电池快充电量范围(%)_y,30-80,30-80,30-80
电池快充电量范围(%)_x,30-80,30-80,30-80
电池快充时间(小时)_y,0.3,0.3,0.3
电池快充时间(小时)_x,0.3,0.3,0.3
电池冷却方式,直冷,直冷,直冷
电机类型,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,后置,后置
电动机总马力(Ps),218,190,218
电动机总扭矩(N·m),330,330,330
电动机总功率(kW),160,140,160
电动机(Ps),218,190,218
电动座椅记忆功能,-,-,-
电动后备厢,-,-,●
牵引力控制(ASR/TCS/TRC等),●,●,●
热泵空调,●,●,●
温度分区控制,-,-,-
液晶仪表尺寸,,,
毫米波雷达数量,,,
最高车速(km/h),180,180,180
最小转弯半径(m),4.65,4.65,4.65
最大满载质量(kg),2235,2125,2235
最大扭矩(N·m),330,330,330
最大功率(kW),160,140,160
无钥匙进入功能,,,
无钥匙启动系统,●,●,●
方向盘记忆,-,-,-
方向盘离手检测,●,●,●
方向盘材质,,,
方向盘换挡,-,-,-
方向盘加热,-,-,-
方向盘位置调节,,,
整车质保,,,
整备质量(kg),1780,1670,1780
摄像头数量,,,
接近角(°),20,20,20
换挡形式,,,
挡位个数,1,1,1
扬声器数量,,,
扬声器品牌名称,-,-,-
手机无线充电功能,,,
手机无线充电功率,,,
手机互联/映射,-,-,-
手机APP远程功能,,,
慢充接口位置,车右后侧,车右后侧,车右后侧
感应雨刷功能,-,-,
快充接口位置,车右后侧,车右后侧,车右后侧
快充功能,支持,支持,支持
快充功率(kW),156,130,156
座椅材质,,,
座位数(个),,,
应用商店,●,●,●
并线辅助,●,●,●
巡航系统,,,
导航路况信息显示,●,●,●
对外放电,●,●,●
对外交流放电功率(kW),3.3,3.3,3.3
宽度(mm),1860,1860,1860
官方0-100km/h加速(s),7.2,7.6,7.2
安全带未系提醒,,,
天窗类型,,-,
大灯高度可调,●,●,●
大灯延时关闭,●,●,●
多媒体/充电接口,,,
多功能方向盘,●,●,●
外后视镜功能,,,
备胎规格,-,-,-
地图品牌,,,
哨兵模式/千里眼,●,●,●
后雨刷,●,●,●
后轮距(mm),1565,1565,1565
后轮胎规格,,,
后电动机最大扭矩(N·m),330,330,330
后电动机最大功率(kW),160,140,160
后电动机型号,TZ200XSBE,TZ200XSAY,TZ200XSBE
后电动机品牌,比亚迪,比亚迪,比亚迪
后方碰撞预警,●,●,●
后排独立空调,-,-,-
后排杯架,●,-,●
后排座椅放倒形式,,,
后排侧隐私玻璃,-,-,●
后悬架类型,,,
后座出风口,●,●,●
后备厢容积(L),600,600,600
后制动器类型,,,
可见即可说,●,●,●
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),12.78万,11.78万,13.78万
厂商,比亚迪,比亚迪,比亚迪
卫星导航系统,●,●,●
助力类型,,,
副驾驶位后排可调节按钮,-,-,-
副座椅调节方式,,,
前轮距(mm),1565,1565,1565
前轮胎规格,,,
前方碰撞预警,●,●,●
前方感知摄像头,,,
前排座椅功能,,-,
前排中间气囊,●,●,●
前悬架类型,,,
前备厢容积(L),110,110,110
前制动器类型,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●
制动力分配(EBD/CBC等),●,●,●
内置行车记录仪,●,●,●
内后视镜功能,,,
全液晶仪表盘,●,●,●
倒车车侧预警系统,●,●,●
低速行车警告,●,●,●
主座椅调节方式,,,
主动闭合式进气格栅,-,-,●
主动刹车/主动安全系统,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,
中控屏幕尺寸,,,
上市时间,2025.03,2025.03,2025.03
上坡辅助,●,●,●
三电首任车主质保政策,,,
Wi-Fi热点,●,●,●
USB/Type-C最大充电功率,,,
USB/Type-C接口数量,,,
OTA升级,●,●,●
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
ETC装置,●,●,●
DOW开门预警,●,●,●
CLTC纯电续航里程(km)_y,520,430,520
CLTC纯电续航里程(km)_x,520,430,520
ABS防抱死,●,●,●
4G/5G网络,,,
