Feature,37363,37381,37382,37383,39951,39952,44504,44505,45580,45581,45714,45715,45716,46057
缸体材料,未知,未知,未知,未知,未知,未知,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV
简称,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,6挡手动
第二排独立座椅,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空气悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电池预加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动扰流板,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动可调踏板,-,-,-,-,-,-,-,-,-,-,-,-,-,-
环保标准_y,国V,国V,国V,国V,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国V,国V,国V,国V,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-,-,-,-,-,-,-,-,-
燃油标号,92号,92号,0号,0号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
燃料形式,汽油,汽油,柴油,柴油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-
涉水感应系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-
油箱容积(L),75,75,75,75,70,70,75,75,75,75,75,75,75,75
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),2,2,2,2,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),115,115,115,115,115,115,-,-,115,115,115,115,115,115
最小离地间隙(mm),215,215,215,215,215,215,215,215,215,215,215,215,215,215
最大马力(Ps),136,136,109,109,136,136,136,136,136,136,136,136,136,211
最大扭矩转速(rpm),2000-4500,2000-4500,2000,2000,2000-4500,2000-4500,2000-4500,2000-4500,2000-4500,2000-4500,2000-4500,2000-4500,2000-4500,2000-4000
最大扭矩(N·m)_y,200,200,225,225,200,200,200,200,200,200,200,200,200,320
最大扭矩(N·m)_x,200,200,225,225,200,200,200,200,200,200,200,200,200,320
最大功率转速(rpm),5500,5500,3600,3600,2000-4400,2000-4400,5500,5500,5500,5500,5500,5500,5500,5200
最大功率(kW)_y,100,100,80,80,100,100,100,100,100,100,100,100,100,155
最大功率(kW)_x,100,100,80,80,100,100,100,100,100,100,100,100,100,155
无钥匙启动系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-
整车质保,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,两年或5万公里,两年或5万公里,-,-,-,-,-,-
整备质量(kg),1580,1580,1550,1550,1600,1600,1600,1600,1620,1600,1600,1560,1560,1680
整体主动转向系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-
排量(mL),1499,1499,2771,2771,1499,1499,1499,1499,1499,1499,1499,1499,1499,2378
挡位个数,5,5,5,5,5,5,5,5,5,5,5,5,5,6
手势控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-
座位数(个),5,5,5,5,5,5,5,5,5,5,5,4,4,5
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-
工信部综合油耗(L/100km),-,-,-,-,-,-,-,-,7.8,7.8,7.5,7.8,7.8,8.4
尾门玻璃独立开启,-,-,-,-,-,-,-,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-,-,-,-,-,-,-,-
宽度(mm),1840,1840,1840,1840,1840,1840,1840,1840,1830,1830,1840,1830,1830,1830
实测油耗(L/100km),-,-,-,-,-,-,-,-,-,-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-,-,-,-,-,-,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-
大灯高度可调,-,-,-,-,-,-,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-
大灯延时关闭,-,-,-,-,-,-,-,-,-,-,-,-,-,-
夜视系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多功能方向盘,-,-,-,-,-,-,-,-,-,-,-,-,-,-
备胎规格,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸
四驱形式,分时四驱,分时四驱,分时四驱,分时四驱,分时四驱,分时四驱,分时四驱,分时四驱,分时四驱,分时四驱,分时四驱,分时四驱,分时四驱,分时四驱
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1500,1500,1500,1500,1500,1500,1500,1500,1530,1530,1530,1530,1530,1530
后轮胎规格,215/80 R16 ,215/80 R16 ,215/80 R16 ,215/80 R16 ,215/80 R16 ,215/80 R16 ,215/80 R16 ,215/80 R16 ,215/80 R16 ,215/80 R16 ,215/80 R16 ,215/80 R16 ,215/80 R16 ,215/80 R16 
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排控制多媒体,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅防下滑气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排小桌板,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排安全带式气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排中央安全气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,纵置钢板弹簧式非独立悬架,纵置钢板弹簧式非独立悬架,纵置钢板弹簧式非独立悬架,纵置钢板弹簧式非独立悬架,纵置钢板弹簧式非独立悬架,纵置钢板弹簧式非独立悬架,纵置钢板弹簧式非独立悬架,纵置钢板弹簧式非独立悬架,四连杆螺旋弹簧非独立悬架,四连杆螺旋弹簧非独立悬架,四连杆螺旋弹簧非独立悬架,四连杆螺旋弹簧非独立悬架,四连杆螺旋弹簧非独立悬架,四连杆螺旋弹簧非独立悬架
后座出风口,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式
可变转向比,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,6挡手动
发动机电子防盗,-,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机特有技术,-,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机型号,4A91T,4A91T,JE493ZLQ5D,JE493ZLQ5D,4A91T,4A91T,4A91T,4A91T,4A91T,4A91T,4A91T,4A91T,4A91T,4K22D4T
发动机启停技术,-,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机,1.5T 136马力 L4,1.5T 136马力 L4,2.8T 109马力 L4,2.8T 109马力 L4,1.5T 136马力 L4,1.5T 136马力 L4,1.5T 136马力 L4,1.5T 136马力 L4,1.5T 136马力 L4,1.5T 136马力 L4,1.5T 136马力 L4,1.5T 136马力 L4,1.5T 136马力 L4,2.4T 211马力 L4
压缩比,-,-,-,-,-,-,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.6
厂商指导价(元),7.96万,7.78万,10.475万,10.335万,8.71万,8.405万,7.77万,7.77万,9.28万,9.18万,8.78万,9.18万,9.12万,10.10万
厂商,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂,北京汽车制造厂
助力类型,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力
副驾驶座垫式气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前轮距(mm),1510,1510,1510,1510,1510,1510,1510,1510,1530,1530,1530,1530,1530,1530
前轮胎规格,215/80 R16 ,215/80 R16 ,215/80 R16 ,215/80 R16 ,215/80 R16 ,215/80 R16 ,215/80 R16 ,215/80 R16 ,215/80 R16 ,215/80 R16 ,215/80 R16 ,215/80 R16 ,215/80 R16 ,215/80 R16 
前悬架类型,纵置钢板弹簧式非独立悬架,纵置钢板弹簧式非独立悬架,纵置钢板弹簧式非独立悬架,纵置钢板弹簧式非独立悬架,纵置钢板弹簧式非独立悬架,纵置钢板弹簧式非独立悬架,纵置钢板弹簧式非独立悬架,纵置钢板弹簧式非独立悬架,双横臂螺旋弹簧独立悬架,双横臂螺旋弹簧独立悬架,双横臂螺旋弹簧独立悬架,双横臂螺旋弹簧独立悬架,双横臂螺旋弹簧独立悬架,双横臂螺旋弹簧独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后电动车窗,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-,-,-,-
倒车车侧预警系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-
供油方式,多点电喷,多点电喷,直喷,直喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主动降噪,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中控液晶屏分屏显示,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中央差速器锁止功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上市时间,2018.12,2018.12,2018.12,2018.12,2019.06,2019.06,2020.03,2020.03,2020.05,2020.05,2020.05,2020.05,2020.05,2020.06
上坡辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OTA升级,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HUD抬头数字显示,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GPS导航系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-,-,-,-,-,-,-
