Feature,61039,61040,61041
电机类型,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,前置+后置,前置+后置
电动机总扭矩(N·m),568,800,800
电动机总功率(kW),265,265,265
电动机总功率(Ps),360,360,360
电动机(Ps),360,360,360
电动座椅记忆功能,,,
电动后备厢位置记忆,●,●,●
电动后备厢,●,●,●
牵引力控制(ASR/TCS/TRC等),●,●,●
灯光特色功能,,,
温度分区控制,●,●,●
液晶仪表尺寸,,,
最高车速(km/h),200,200,200
最大满载质量(kg),3265,3500,3500
最大扭矩(N·m),568,800,800
最大功率(kW),265,265,265
无钥匙进入功能,,,
无钥匙启动系统,●,●,●
方向盘记忆,●,●,●
方向盘材质,,,
方向盘换挡,●,●,●
方向盘加热,○,○,○
方向盘位置调节,,,
整车质保,,,
整备质量(kg),2695,2905,2905
整体主动转向系统,●,●,●
接近角(°),18.8,18.8,18.8
换电,不支持,不支持,不支持
换挡形式,,,
挡位个数,1,1,1
扬声器数量,,,
扬声器品牌名称,,,
手机无线充电功能,,,
手机互联/映射,,,
手机APP远程功能,,,
手势控制,-,-,●
感应雨刷功能,,,
感应后备厢,●,●,●
快充功能,支持,支持,支持
快充功率(kW),145,145,145
座椅材质,,,
座椅布局,-,,
座位数(个),,,
并线辅助,●,●,●
巡航系统,,,
导航路况信息显示,●,●,●
宽度(mm),1965,1965,1965
官方0-100km/h加速(s),6.9,6.2,6.2
安全带未系提醒,,,
天窗类型,,,
大灯高度可调,●,●,●
大灯延时关闭,●,●,●
多媒体/充电接口,,,
多功能方向盘,●,●,●
外后视镜功能,,,
备胎规格,,,
地图品牌,,,
四驱形式,-,,
后雨刷,●,●,●
后轮距(mm),1681,1681,1681
后轮胎规格,,,
后电动机最大功率(kW),265,178,178
后排独立空调,-,-,●
后排液晶屏幕尺寸,-,-,
后排液晶屏幕,-,-,
后排杯架,●,●,●
后排控制多媒体,-,-,●
后排座椅电动放倒,●,●,●
后排座椅放倒形式,,,
后悬架类型,,,
后座出风口,●,●,●
后备厢容积(L),645-2100,645-2100,645-2100
后制动器类型,,,
可变转向比,●,●,●
可变悬架功能,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),91.05万,91.05万,110.05万
厂商,梅赛德斯-EQ,梅赛德斯-EQ,梅赛德斯-EQ
卫星导航系统,●,●,●
助力类型,,,
副驾驶位后排可调节按钮,●,●,●
副驾娱乐屏,,,
副座椅调节方式,,,
前轮距(mm),1668,1668,1668
前轮胎规格,,,
前电动机最大扭矩(N·m),-,-,-
前电动机最大功率(kW),-,88,88
前方碰撞预警,●,●,●
前排座椅功能,,,
前悬架类型,,,
前制动器类型,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●
制动力分配(EBD/CBC等),●,●,●
内置行车记录仪,●,●,●
内后视镜功能,,,
全液晶仪表盘,●,●,●
倒车车侧预警系统,●,●,●
低速行车警告,●,●,●
主座椅调节方式,,,
主动降噪,●,●,●
主动刹车/主动安全系统,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,
中控屏幕尺寸,,,
上市时间,2023.02,2023.02,2023.02
上坡辅助,●,●,●
三电系统质保,,,
USB/Type-C接口数量,,,
OTA升级,●,●,●
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
HUD抬头数字显示,-,-,●
ETC装置,○,○,○
CLTC纯电续航里程(km)_y,742,673,670
CLTC纯电续航里程(km)_x,742,673,670
AR实景导航,●,●,●
AR-HUD增强现实抬头显示,-,○,○
ABS防抱死,●,●,●
4G/5G网络,,,
