Feature,60390,60391,60395,63567,64233
语音识别控制系统,,,,,
行车电脑显示屏幕,,,,,
行李厢12V电源接口,●,-,●,-,-
蓝牙/车载电话,●,●,●,●,●
自适应远近光,●,●,●,●,●
自动驻车,●,●,●,●,●
自动泊车入位,●,●,●,●,●
自动头灯,●,●,●,●,●
自动变道辅助,●,●,●,●,-
膝部气囊,●,●,●,●,-
能源类型,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统
胎压监测功能,,,,,
缺气保用轮胎,●,●,●,●,●
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV
简称,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体
第二排独立座椅,●,●,●,●,●
第二排座椅调节,,,,,
第二排座椅电动调节,●,●,●,●,●
第二排座椅功能,,,,,
第三排座椅调节,-,,-,,
第三排座椅电动调节,-,●,-,●,●
第三排座椅功能,-,,-,-,-
空调温度控制方式,,,,,
离去角(°),15,14,15,14,14
疲劳驾驶提示,-,-,-,-,-
电动座椅记忆功能,,,,,
电动后备厢位置记忆,●,●,●,●,●
电动后备厢,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号
燃料形式,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统,汽油+48V轻混系统
温度分区控制,●,●,●,●,●
液晶仪表尺寸,-,-,-,-,-
油箱容积(L),70,70,70,70,70
气缸数(个),4,4,4,4,4
气缸排列形式,L,L,L,L,L
毫米波雷达数量,,,,,
每缸气门数(个),4,4,4,4,4
最高车速(km/h),195,195,195,195,195
最大马力(Ps),237,237,237,237,237
最大满载质量(kg),2642,2868,-,2868,2868
最大扭矩转速(rpm),1500-4000,1500-4000,1500-4000,1500-4000,1500-4000
最大扭矩(N·m)_y,350,350,350,350,350
最大扭矩(N·m)_x,350,350,350,350,350
最大功率转速(rpm),5000,5000,5000,5000,5000
最大功率(kW)_y,174,174,174,174,174
最大功率(kW)_x,174,174,174,174,174
最大净功率(kW),169,169,169,169,169
无钥匙进入功能,,,,,
无钥匙启动系统,●,●,●,●,●
方向盘记忆,-,-,-,-,-
方向盘离手检测,●,●,●,●,●
方向盘材质,,,,,
方向盘换挡,●,●,●,●,●
方向盘加热,●,●,●,●,-
方向盘位置调节,,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),2245,2300,2220,2300,2300
摄像头数量,,,,,
接近角(°),13,13,13,13,13
排量(mL),1998,1998,1998,1998,1998
换挡形式,,,,,
挡位个数,9,9,9,9,9
扬声器数量,,,,,
扬声器品牌名称,,,,,
手机无线充电功能,,,,,
手机互联/映射,,,,,
手机APP远程功能,,,,,
感应雨刷功能,,,,,
感应后备厢,●,●,●,●,-
座椅材质,,,,,
座椅布局,-,,-,,
座位数(个),4,6,4,7,7
并线辅助,●,●,●,●,●
巡航系统,,,,,
屏幕分辨率,,,,,
屏幕像素密度,,,,,
导航路况信息显示,●,●,●,●,●
宽度(mm),1980,1980,1980,1980,1980
官方0-100km/h加速(s),10.3,10.3,10.3,10.3,10.1
安全带未系提醒,,,,,
天窗类型,,,,,
大灯高度可调,●,●,●,●,●
大灯延时关闭,●,●,●,●,●
多层隔音玻璃,,,,,-
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外后视镜功能,,,,,
备胎规格,无,无,无,无,无
地图品牌,,,,,
四驱形式,-,-,-,-,-
后雨刷,●,●,●,●,●
后轮距(mm),1725,1725,1725,1725,1725
后轮胎规格,225/55 R19,225/55 R19,225/55 R19,225/55 R19,225/60 R18
后排独立空调,●,●,●,●,●
后排液晶屏幕尺寸,,-,-,-,-
后排液晶屏幕,,-,-,-,-
后排杯架,●,●,●,●,●
后排控制多媒体,●,-,-,-,-
后排座椅电动放倒,-,●,-,●,●
后排座椅放倒形式,-,,-,,
后排小桌板,-,●,-,●,●
后排侧隐私玻璃,●,●,●,●,●
后排侧窗遮阳帘,,,,,-
后悬架类型,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架,五连杆独立悬架
后座出风口,●,●,●,●,●
后备厢容积(L),628,612-1850,628,604-1901,604-1901
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可升降前后排车厢隔断,●,-,-,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体
发动机电子防盗,●,●,●,●,●
发动机特有技术,可变缸,可变缸,可变缸,可变缸,可变缸
发动机布局,横置,横置,横置,横置,横置
发动机型号,LXH,LXH,LXH,LXH,LXH
发动机启停技术,●,●,●,●,●
发动机,2.0T 237马力 L4,2.0T 237马力 L4,2.0T 237马力 L4,2.0T 237马力 L4,2.0T 237马力 L4
厂商指导价(元),68.99万,52.99万,60.99万,51.99万,46.99万
厂商,上汽通用别克,上汽通用别克,上汽通用别克,上汽通用别克,上汽通用别克
卫星导航系统,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,●,-,●,●
副座椅调节方式,,,,,
前轮距(mm),1715,1715,1715,1715,1715
前轮胎规格,225/55 R19,225/55 R19,225/55 R19,225/55 R19,225/60 R18
前方碰撞预警,●,●,●,●,●
前排座椅功能,,,,,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●
内置行车记录仪,●,●,●,●,-
内后视镜功能,,,,,
全液晶仪表盘,●,●,●,●,●
倒车车侧预警系统,●,●,●,●,●
侧滑门形式,,,,,
供油方式,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,
主动降噪,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,
中控屏幕尺寸,,,,,
中央差速器结构,-,-,-,-,-
上市时间,2022.11,2022.11,2022.11,2023.06,2023.08
上坡辅助,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●
WLTC综合油耗(L/100km),8.51,8.65,8.46,8.65,8.65
USB/Type-C接口数量,,,,,
OTA升级,●,●,●,●,●
LED日间行车灯,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●
HUD抬头数字显示,●,●,●,●,-
DOW开门预警,●,●,●,●,●
ABS防抱死,●,●,●,●,●
4G/5G网络,,,,,
220V/230V电源,●,-,●,-,-
