Feature,63737,67931,67988,67989,67990
中控屏幕分辨率,,,,,
上市时间,2024.04,2024.04,2024.04,2024.04,2024.04
上坡辅助,●,●,●,●,●
三电首任车主质保政策,,,,,
Wi-Fi热点,●,●,●,●,●
WLTC综合油耗(L/100km),0.56,1.49,0.56,0.56,0.56
WLTC纯电续航里程(km)_y,158,86,158,158,158
WLTC纯电续航里程(km)_x,158,86,158,158,158
USB/Type-C接口数量,,,,,
OTA升级,●,●,●,●,●
LED日间行车灯,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●
DOW开门预警,●,-,-,-,●
CLTC综合续航(km),1500,1400,1500,1500,1500
CLTC纯电续航里程(km)_y,205,110,205,205,205
CLTC纯电续航里程(km)_x,205,110,205,205,205
AR-HUD增强现实抬头显示,-,-,-,-,●
ABS防抱死,●,●,●,●,●
4G/5G网络,,,,,
