Feature,68460,70082,70083
环保标准_x,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●
燃油标号,92号,92号,92号
满载最小离地间隙(mm),151,151,151
温度分区控制,-,-,-
液晶仪表尺寸,,,
油箱容积(L),51,51,51
气缸数(个),4,4,4
气缸排列形式,L,L,L
毫米波雷达数量,,-,-
每缸气门数(个),4,4,4
最高车速(km/h),195,195,195
最小转弯半径(m),5.5,5.5,5.5
最大马力(Ps),181,181,181
最大满载质量(kg),1880,1880,1880
最大扭矩转速(rpm),2000-3500,2000-3500,2000-3500
最大扭矩(N·m)_y,290,290,290
最大扭矩(N·m)_x,290,290,290
最大功率转速(rpm),5500,5500,5500
最大功率(kW)_y,133,133,133
最大功率(kW)_x,133,133,133
最大净功率(kW),128,128,128
无钥匙进入功能,,,-
无钥匙启动系统,●,●,●
方向盘记忆,-,-,-
方向盘材质,,,
方向盘换挡,-,-,-
方向盘加热,-,-,-
方向盘位置调节,,,
整车质保,,,
整备质量(kg),1420,1420,1420
摄像头数量,,,
接近角(°),18,18,18
排量(mL),1499,1499,1499
换挡形式,,,
挡位个数,7,7,7
扬声器数量,,,
扬声器品牌名称,-,-,-
手机无线充电功能,,-,-
手机无线充电功率,,-,-
手机互联/映射,,,
手机APP远程功能,,,-
感应雨刷功能,,,-
感应后备厢,●,●,-
循迹倒车,●,-,-
座椅材质,,,
座位数(个),,,
应用商店,●,●,●
并线辅助,●,-,-
巡航系统,,,
导航路况信息显示,●,●,●
宽度(mm),1820,1820,1820
官方0-100km/h加速(s),-,-,-
安全带未系提醒,,,
天窗类型,,,-
大灯高度可调,●,●,●
大灯延时关闭,●,●,●
多指飞屏操控,●,●,●
多媒体/充电接口,,,
多功能方向盘,●,●,●
外后视镜功能,,,
备胎规格,,,
备胎放置方式,,,
地图品牌,,,
后雨刷,●,●,●
后轮距(mm),1568,1568,1568
后轮胎规格,,,
后方碰撞预警,●,-,-
后排独立空调,-,-,-
后排杯架,●,-,-
后排座椅放倒形式,,,
后悬架类型,,,
后座出风口,●,●,●
后备厢容积(L),284-1029,284-1029,284-1029
后制动器类型,,,
变速箱类型,湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT)
变速箱,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
发动机电子防盗,●,●,●
发动机布局,横置,横置,横置
发动机型号,BHE15-EFZ,BHE15-EFZ,BHE15-EFZ
发动机启停技术,●,●,●
发动机,1.5T 181马力 L4,1.5T 181马力 L4,1.5T 181马力 L4
厂商指导价(元),12.86万,11.86万,10.86万
厂商,领克,领克,领克
卫星导航系统,●,●,●
助力类型,,,
副驾驶位后排可调节按钮,-,-,-
副座椅调节方式,,,
前轮距(mm),1553,1553,1553
前轮胎规格,,,
前方碰撞预警,●,●,-
前方感知摄像头,,,-
前排座椅功能,,-,-
前悬架类型,,,
前制动器类型,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●
制动力分配(EBD/CBC等),●,●,●
内后视镜功能,,,
全液晶仪表盘,●,●,●
倒车车侧预警系统,●,-,-
供油方式,直喷,直喷,直喷
主座椅调节方式,,,
主动刹车/主动安全系统,●,●,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,
中控屏幕尺寸,,,
上市时间,2024.09,2024.09,2024.09
上坡辅助,●,●,●
Wi-Fi热点,●,●,●
WLTC综合油耗(L/100km),6.55,6.55,6.55
USB/Type-C接口数量,,,
OTA升级,●,●,●
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
DOW开门预警,●,-,-
ABS防抱死,●,●,●
4G/5G网络,,,
