Feature,1000370,1000371,1000372,1000373,1000374
每缸气门数(个),未知,未知,未知,未知,未知
最高车速(km/h),120,130,130,120,130
最小离地间隙(mm),180,180,180,200,200
最大马力(Ps),88,103,88,103,88
最大载重质量(kg),-,-,-,-,-
最大扭矩转速(rpm),-,-,-,-,-
最大扭矩(N·m)_y,225,193,225,193,225
最大扭矩(N·m)_x,225,193,225,193,225
最大功率转速(rpm),-,-,-,-,-
最大功率(kW)_y,65,76,65,76,65
最大功率(kW)_x,65,76,65,76,65
无钥匙启动系统,-,-,-,-,-
方向盘记忆,-,-,-,-,-
方向盘换挡,-,-,-,-,-
方向盘加热,-,-,-,-,-
整车质保,两年或5万公里,两年或5万公里,两年或5万公里,两年或5万公里,两年或5万公里
整备质量(kg),1600,1480,1600,1580,1740
排量(mL),2433,2237,2433,2237,2433
挡位个数,5,5,5,5,5
感应后备厢,-,-,-,-,-
座位数(个),5,5,5,5,5
并线辅助,-,-,-,-,-
工信部综合油耗(L/100km),-,-,-,-,-
宽度(mm),1725,1725,1725,1725,1725
大灯高度可调,-,-,-,-,-
大灯清洗装置,-,-,-,-,-
多功能方向盘,-,-,-,-,-
后风挡遮阳帘,-,-,-,-,-
后雨刷,-,-,-,-,-
后轮距(mm),-,-,-,-,-
后轮胎规格,215/75 R15,215/75 R15,215/75 R15,215/75 R15,215/75 R15
后排车门开启方式,平开门,平开门,平开门,平开门,平开门
后排独立空调,-,-,-,-,-
后排杯架,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-
后悬架类型,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧
后座出风口,-,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式
可变转向比,-,-,-,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
发动机电子防盗,-,-,-,-,-
发动机型号,-,-,-,-,-
发动机启停技术,-,-,-,-,-
发动机,2.4T 88马力 L4,2.2L 103马力 L4,2.4T 88马力 L4,2.2L 103马力 L4,2.4T 88马力 L4
压缩比,-,-,-,-,-
厂商指导价(元),5.78万,5.48万,5.98万,5.78万,6.28万
厂商,曙光汽车,曙光汽车,曙光汽车,曙光汽车,曙光汽车
助力类型,液压助力,液压助力,液压助力,液压助力,液压助力
前轮距(mm),-,-,-,-,-
前轮胎规格,215/75 R15,215/75 R15,215/75 R15,215/75 R15,215/75 R15
前悬架类型,双横臂独立悬挂,双横臂独立悬挂,双横臂独立悬挂,双横臂独立悬挂,双横臂独立悬挂
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-
前/后排侧气囊,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-
制动力分配(EBD/CBC等),-,-,-,-,-
供油方式,直喷,多点电喷,直喷,多点电喷,直喷
主/副驾驶座电动调节,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-
中央差速器锁止功能,-,-,-,-,-
上市时间,2011.11,2011.11,2011.11,2011.11,2011.11
上坡辅助,-,-,-,-,-
LED日间行车灯,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-
GPS导航系统,-,-,-,-,-
ABS防抱死,●,●,●,●,●
220V/230V电源,-,-,-,-,-
