Feature,70591,70875,70876,70877,70878,70879
天窗类型,,,,,,
大灯高度可调,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●
多媒体/充电接口,,,,,,
多功能方向盘,●,●,●,●,●,●
外后视镜功能,,,,,,
备胎规格,,,,,,
备胎放置方式,,,,,,
地图品牌,,,,,,
后雨刷,-,-,-,-,-,-
后轮距(mm),1594,1600,1600,1594,1594,1594
后轮胎规格,,,,,,
后方碰撞预警,-,-,-,-,-,●
后排独立空调,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●
后排座椅放倒形式,,,,,,
后悬架类型,,,,,,
后座出风口,●,●,●,●,●,●
后备厢容积(L),375,375,375,375,375,375
后制动器类型,,,,,,
可变转向比,●,●,●,●,●,●
可变悬架功能,,-,-,-,-,
变速箱类型,手自一体变速箱(AT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,9挡手自一体,7挡湿式双离合,7挡湿式双离合,9挡手自一体,9挡手自一体,9挡手自一体
发动机电子防盗,●,●,●,●,●,●
发动机特有技术,VGT可变截面涡轮,VGT可变截面涡轮,VGT可变截面涡轮,VGT可变截面涡轮,VGT可变截面涡轮,VGT可变截面涡轮
发动机布局,横置,横置,横置,横置,横置,横置
发动机型号,20A4E,15FDE,15FDE,20A4E,20A4E,20A4E
发动机,2.0T 261马力 L4,1.5T 188马力 L4,1.5T 188马力 L4,2.0T 261马力 L4,2.0T 261马力 L4,2.0T 261马力 L4
厂商指导价(元),16.99万,12.59万,13.79万,14.59万,15.59万,17.89万
厂商,上汽集团,上汽集团,上汽集团,上汽集团,上汽集团,上汽集团
卫星导航系统,●,●,●,●,●,●
助力类型,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-
副座椅调节方式,,,,,,
前轮距(mm),1597,1601,1601,1597,1597,1597
前轮胎规格,,,,,,
前方碰撞预警,●,-,●,-,●,●
前方感知摄像头,,-,,-,,
前排座椅功能,,-,,,,
前悬架类型,,,,,,
前制动器类型,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,-,-,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●
内后视镜功能,,,,,,
全液晶仪表盘,●,●,●,●,●,●
倒车车侧预警系统,-,-,-,-,-,●
侧窗多层隔音玻璃,,,,,,
供油方式,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,
主动刹车/主动安全系统,●,-,●,-,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,
中控屏幕尺寸,,,,,,
上市时间,2024.11,2024.11,2024.11,2024.11,2024.11,2024.11
Wi-Fi热点,●,●,●,●,●,●
WLTC综合油耗(L/100km),6.94,6.25,6.25,6.94,6.94,6.94
USB/Type-C接口数量,,,,,,
OTA升级,-,-,-,-,-,-
NEDC综合油耗(L/100km),6.2,5.6,5.6,6.2,6.2,6.2
LED日间行车灯,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●
HUD抬头尺寸,-,-,-,-,,
DOW开门预警,-,-,-,-,-,●
AR-HUD增强现实抬头显示,-,-,-,-,○,●
ABS防抱死,●,●,●,●,●,●
4G/5G网络,,,,,,
