Feature,61885,63126,63491,63601,63602,67665
车内中控锁,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,
语音连续识别,●,●,●,●,●,●
语音识别控制系统,,,,,,
语音助手唤醒词,,,,,,
语音分区域唤醒识别,,,,,,
语音免唤醒词,●,●,●,●,●,●
记忆泊车,●,●,●,●,●,●
触摸式阅读灯,●,●,●,●,●,●
行车电脑显示屏幕,,,,,,
行李厢12V电源接口,●,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●
芯片总算力,,,,,,
自适应远近光,●,●,●,●,●,●
自动驾驶辅助路段,,,,,,
自动驻车,●,●,●,●,●,●
自动泊车入位,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●
自动变道辅助,●,●,●,●,●,●
能量回收系统,●,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,
级别,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,,,,,,
空调温度控制方式,,,,,,
空气质量监测,●,●,●,●,●,●
离去角(°),20,20,20,20,20,20
百公里耗电量(kWh/100km),14.1,13.2,13.2,13.2,13.2,13.2
疲劳驾驶提示,●,●,●,●,●,●
电芯品牌,,,,,,
电池预加热,●,●,●,●,●,●
电池能量(kWh),87.5,66,87.5,87.5,66,66
电池类型,,,,,,
电池快充电量范围(%)_y,10-80,10-80,10-80,10-80,10-80,10-80
电池快充电量范围(%)_x,10-80,10-80,10-80,10-80,10-80,10-80
电池快充时间(小时)_y,0.33,0.33,0.33,0.33,0.33,0.33
电池快充时间(小时)_x,0.33,0.33,0.33,0.33,0.33,0.33
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,前感应/异步 后永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置+后置,后置,后置,后置,后置,后置
电动机总马力(Ps),487,296,296,296,296,296
电动机总扭矩(N·m),660,440,440,440,440,440
电动机总功率(kW),358,218,218,218,218,218
电动机(Ps),487,296,296,296,296,296
电动扰流板,○,○,○,○,○,-
电动座椅记忆功能,,,,,,
电动后备厢位置记忆,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●
环视摄像头像素,,,,,,
环境感知摄像头像素,,,,,,
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●
热泵空调,●,●,●,●,●,●
激光雷达线数,,,,-,-,-
激光雷达点云数量,,,,-,-,-
激光雷达数量,,,,-,-,-
激光雷达型号,,,,-,-,-
激光雷达品牌,,,,-,-,-
激光雷达10%反射率探测距离,,,,-,-,-
温度分区控制,●,●,●,●,●,●
液晶仪表尺寸,,,,,,
毫米波雷达数量,,,,,,
最高车速(km/h),202,202,202,202,202,202
最大满载质量(kg),2490,2390,2390,2390,2390,2390
最大扭矩(N·m),660,440,440,440,440,440
最大功率(kW),358,218,218,218,218,218
无钥匙进入功能,,,,,,
无钥匙启动系统,●,●,●,●,●,●
无框设计车门,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-
方向盘材质,,,,,,
方向盘换挡,-,-,-,-,-,-
方向盘加热,●,●,●,●,●,-
方向盘位置调节,,,,,,
整车质保,,,,,,
整备质量(kg),2095,1995,1995,1995,1995,1995
摄像头数量,,,,,,
接近角(°),16,16,16,16,16,16
换挡形式,,,,,,
挡位个数,1,1,1,1,1,1
扬声器数量,,,,,,
扬声器品牌名称,-,-,-,-,-,-
手机无线充电功能,,,,,,
手机无线充电功率,,,,,,
手机互联/映射,,,,,,
手机APP远程功能,,,,,,
慢充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
感应雨刷功能,,,,,,
快充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
快充功能,支持,支持,支持,支持,支持,支持
快充功率(kW),280,280,280,280,280,280
座椅材质,,,,,,
座位数(个),,,,,,
应用商店,●,●,●,●,●,●
并线辅助,●,●,●,●,●,●
巡航系统,,,,,,
导航路况信息显示,●,●,●,●,●,●
对外放电,●,●,●,●,●,●
宽度(mm),1920,1920,1920,1920,1920,1920
官方0-100km/h加速(s),3.9,6.6,5.9,5.9,6.6,6.6
安全带未系提醒,,,,,,
天窗类型,,,,,,
大灯高度可调,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●
多层隔音玻璃,,,,,,
多媒体/充电接口,,,,,,
多功能方向盘,●,●,●,●,●,●
外后视镜功能,,,,,,
备胎规格,,,,,,
地图品牌,,,,,,
四驱形式,,-,-,-,-,-
哨兵模式/千里眼,●,●,●,●,●,●
后雨刷,●,●,●,●,●,●
后轮距(mm),1650,1650,1650,1650,1650,1650
后轮胎规格,,,,,,
后电动机最大扭矩(N·m),440,440,440,440,440,440
后电动机最大功率(kW),218,218,218,218,218,218
后电动机型号,TZ230XY01F30X,TZ230XY01F30X,TZ230XY01F30X,TZ230XY01F30X,TZ230XY01F30X,TZ230XY01F30X
后电动机品牌,武汉小鹏,武汉小鹏,武汉小鹏,武汉小鹏,武汉小鹏,武汉小鹏
后方碰撞预警,●,●,●,●,●,●
后排车门开启方式,,,,,,
后排独立空调,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●
后排座椅放倒形式,,,,,,
后悬架类型,,,,,,
后座出风口,●,●,●,●,●,●
后备厢容积(L),571-1374,571-1374,571-1374,571-1374,571-1374,571-1374
后制动器类型,,,,,,
可见即可说,●,●,●,●,●,●
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),27.69万,22.99万,25.49万,23.49万,20.99万,19.99万
厂商,小鹏汽车,小鹏汽车,小鹏汽车,小鹏汽车,小鹏汽车,小鹏汽车
卫星导航系统,●,●,●,●,●,●
单踏板模式,●,●,●,●,●,●
匝道自动驶出(入),●,●,●,●,●,●
助力类型,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-
副座椅调节方式,,,,,,
前轮距(mm),1635,1635,1635,1635,1635,1635
前轮胎规格,,,,,,
前电动机最大扭矩(N·m),220,-,-,-,-,-
前电动机最大功率(kW),140,-,-,-,-,-
前电动机型号,YS230XY01F30X,-,-,-,-,-
前电动机品牌,武汉小鹏,-,-,-,-,-
前方碰撞预警,●,●,●,●,●,●
前方感知摄像头像素,,,,,,
前方感知摄像头,,,,,,
前排座椅功能,,,,,,
前悬架类型,,,,,,
前制动器类型,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●
内后视镜功能,,,,,,
全液晶仪表盘,●,●,●,●,●,●
充电站（座）,1000+,1000+,1000+,1000+,1000+,1000+
倒车车侧预警系统,●,●,●,●,●,●
低速行车警告,●,●,●,●,●,●
主座椅调节方式,,,,,,
主动刹车/主动安全系统,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,
中控屏幕类型,,,,,,
中控屏幕尺寸,,,,,,
上市时间,2023.06,2023.06,2023.06,2023.06,2023.06,2024.04
上坡辅助,●,●,●,●,●,●
三电系统质保,,,,,,
Wi-Fi热点,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,
OTA升级,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●
DOW开门预警,●,●,●,●,●,●
CLTC纯电续航里程(km)_y,700,580,755,755,580,580
CLTC纯电续航里程(km)_x,700,580,755,755,580,580
ABS防抱死,●,●,●,●,●,●
4G/5G网络,,,,,,
