Feature,69418,69422,70138,70139,70375,70376,70377,70378,70379
扬声器数量,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-
手机无线充电功能,,,-,-,-,-,-,,
手机无线充电功率,,,-,-,-,-,-,,
手机互联/映射,,,,,,,,,
手机APP远程功能,,,,,,,,,
慢充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
感应雨刷功能,,,,,-,,,,
快充接口位置,车右后侧,车右后侧,-,-,-,车右后侧,车右后侧,车右后侧,车右后侧
快充功能,支持,支持,-,-,-,支持,支持,支持,支持
座椅材质,,,,,,,,,
座椅布局,-,,-,,-,-,,-,
座位数(个),,,,,,,,,
并线辅助,○,○,-,-,-,-,-,●,●
巡航系统,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●
对外放电,●,●,●,●,-,●,●,●,●
对外交流放电功率(kW),3.3,3.3,3.3,3.3,-,3.3,3.3,3.3,3.3
宽度(mm),1865,1865,1865,1865,1865,1865,1865,1865,1865
官方0-50km/h加速(s),3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2
官方0-100km/h加速(s),7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8
安全带未系提醒,,,,,,,,,
天窗类型,,,,,-,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,
备胎规格,,,,,,,,,
地图品牌,,,,,,,,,
后雨刷,●,●,●,●,●,●,●,●,●
后轮距(mm),1580,1580,1580,1580,1580,1580,1580,1580,1580
后轮胎规格,,,,,,,,,
后方碰撞预警,○,○,-,-,-,-,-,●,●
后排独立空调,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,,
后悬架类型,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●
后备厢容积(L),465-1701,187-1694,465-1701,187-1694,465-1701,465-1701,187-1694,465-1701,187-1694
后制动器类型,,,,,,,,,
可见即可说,●,●,●,●,-,●,●,●,●
可变悬架功能,,,-,-,-,,,,
变速箱类型,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●,●,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,H15R,H15R,H15R,H15R,H15R,H15R,H15R,H15R,H15R
发动机,1.5L 95马力 L4,1.5L 95马力 L4,1.5L 95马力 L4,1.5L 95马力 L4,1.5L 95马力 L4,1.5L 95马力 L4,1.5L 95马力 L4,1.5L 95马力 L4,1.5L 95马力 L4
厂商指导价(元),11.98万,12.28万,10.98万,11.28万,9.98万,12.98万,13.28万,13.58万,13.88万
厂商,赛力斯蓝电,赛力斯蓝电,赛力斯蓝电,赛力斯蓝电,赛力斯蓝电,赛力斯蓝电,赛力斯蓝电,赛力斯蓝电,赛力斯蓝电
卫星导航系统,●,●,●,●,●,●,●,●,●
助力类型,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,
前轮距(mm),1585,1585,1585,1585,1585,1585,1585,1585,1585
前轮胎规格,,,,,,,,,
前电动机最大扭矩(N·m),330,330,330,330,300,330,330,330,330
前电动机最大功率(kW),160,160,160,160,130,160,160,160,160
前电动机型号,CTZ230XY005,CTZ230XY005,CTZ230XY005,CTZ230XY005,CTZ230XY005,CTZ230XY005,CTZ230XY005,CTZ230XY005,CTZ230XY005
前排座椅功能,,,-,-,-,,,,
前悬架类型,,,,,,,,,
前制动器类型,,,,,,,,,
前/后驻车雷达,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前○&nbsp;/&nbsp;后○,前○&nbsp;/&nbsp;后○,-,-,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●
内置行车记录仪,○,○,-,-,-,-,-,●,●
内后视镜功能,,,,,,,,,
全液晶仪表盘,●,●,●,●,-,●,●,●,●
倒车车侧预警系统,○,○,-,-,-,-,-,●,●
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
低速行车警告,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,
中控屏幕尺寸,,,,,,,,,
中控屏幕分辨率,,,,,,,,,
上市时间,2024.10,2024.10,2024.10,2024.10,2024.10,2024.10,2024.10,2024.10,2024.10
上坡辅助,●,●,●,●,●,●,●,●,●
三电首任车主质保政策,,,,,,,,,
Wi-Fi热点,●,●,●,●,●,●,●,●,●
USB/Type-C最大充电功率,,,,,,,,,
USB/Type-C接口数量,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,-,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●
DOW开门预警,○,○,-,-,-,-,-,●,●
CLTC综合续航(km),1300,1300,1250,1250,1200,1300,1300,1300,1300
CLTC纯电续航里程(km)_y,165,165,120,120,100,165,165,165,165
CLTC纯电续航里程(km)_x,165,165,120,120,100,165,165,165,165
ABS防抱死,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,
