Feature,65534,65535,65536,65537,65538,65539
导航路况信息显示,●,●,●,●,●,●
宽度(mm),2005,2005,2005,2005,2005,2005
官方0-100km/h加速(s),-,-,-,-,-,-
安全带未系提醒,,,,,,
天窗类型,,,,,,
大灯高度可调,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●
多媒体/充电接口,,,,,,
多功能方向盘,●,●,●,●,●,●
外后视镜功能,,,,,,
备胎规格,,,,,,
地图品牌,,,,,,
四驱形式,-,-,,,,
后雨刷,●,●,●,●,●,●
后轮距(mm),1699,1699,1699,1699,1699,1699
后轮胎规格,,,,,,
后排独立空调,●,●,●,●,●,●
后排杯架,●,●,●,●,●,●
后排座椅电动放倒,-,-,-,-,-,●
后排座椅放倒形式,,,,,,
后排侧隐私玻璃,-,●,●,●,●,●
后排侧窗遮阳帘,-,-,-,,,
后悬架类型,,,,,,
后座出风口,●,●,●,●,●,●
后备厢容积(L),326-2352,326-2352,326-2352,326-2352,326-2352,326-2352
后制动器类型,,,,,,
可加热喷水嘴,-,-,-,-,-,●
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体
发动机电子防盗,●,●,●,●,●,●
发动机特有技术,可变压缩比,可变压缩比,可变压缩比,可变压缩比,可变压缩比,可变压缩比
发动机布局,横置,横置,横置,横置,横置,横置
发动机型号,KR20,KR20,KR20,KR20,KR20,KR20
发动机启停技术,●,●,●,●,●,●
发动机,2.0T 252马力 L4,2.0T 252马力 L4,2.0T 252马力 L4,2.0T 252马力 L4,2.0T 252马力 L4,2.0T 252马力 L4
厂商指导价(元),37.88万,38.88万,42.88万,44.88万,47.88万,51.88万
厂商,东风英菲尼迪,东风英菲尼迪,东风英菲尼迪,东风英菲尼迪,东风英菲尼迪,东风英菲尼迪
卫星导航系统,●,●,●,●,●,●
助力类型,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-
副座椅调节方式,,,,,,
前轮距(mm),1698,1698,1698,1698,1698,1698
前轮胎规格,,,,,,
前方碰撞预警,-,-,-,-,●,●
前排座椅功能,-,-,,,,
前悬架类型,,,,,,
前制动器类型,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●
内后视镜功能,,,,,,
全液晶仪表盘,●,●,●,●,●,●
倒车车侧预警系统,-,-,●,●,●,●
侧窗多层隔音玻璃,,,,,,
供油方式,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射
主座椅调节方式,,,,,,
主动降噪,●,●,●,●,●,●
主动刹车/主动安全系统,-,-,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,
中控屏幕尺寸,,,,,,
中央差速器结构,-,-,,,,
上市时间,2023.11,2023.11,2023.11,2023.11,2023.11,2023.11
上坡辅助,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●
WLTC综合油耗(L/100km),9.1,9.1,9.8,9.8,9.8,9.8
USB/Type-C接口数量,,,,,,
OTA升级,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,●
AR实景导航,●,●,●,●,●,●
ABS防抱死,●,●,●,●,●,●
4G/5G网络,,,,,,
