Feature,57275,60073,60074,60075,60076,60077,61940,61941,61942,66147,66315,66322
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车
简称,CVT无级变速,CVT无级变速,CVT无级变速,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,CVT无级变速,电动车单速变速箱,电动车单速变速箱,CVT无级变速,CVT无级变速,CVT无级变速
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-
空载最小离地间隙(mm),-,125,125,132,131,131,128,132,131,-,-,-
空调温度控制方式,,,,,,,,,,,,
移动物体预警系统,-,-,-,-,-,●,-,-,-,-,-,-
离去角(°),13,16,16,15,15,15,16,15,15,13,13,13
疲劳驾驶提示,-,-,●,-,●,●,-,-,-,-,-,-
电芯品牌,-,-,-,,,,-,,,-,-,-
电池类型,-,-,-,,,,-,,,-,-,-
电池冷却方式,-,-,-,风冷,风冷,风冷,-,风冷,风冷,-,-,-
电机类型,-,-,-,永磁/同步,永磁/同步,永磁/同步,-,永磁/同步,永磁/同步,-,-,-
电机布局,-,-,-,前置,前置,前置,-,前置,前置,-,-,-
电动机总马力(Ps),-,-,-,136,136,136,-,136,136,-,-,-
电动机总扭矩(N·m),-,-,-,300,300,300,-,300,300,-,-,-
电动机总功率(kW),-,-,-,100,100,100,-,100,100,-,-,-
电动机(Ps),-,-,-,136,136,136,-,136,136,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
满载最小离地间隙(mm),165,-,-,-,-,-,-,-,-,165,165,165
温度分区控制,-,●,●,●,●,●,-,●,●,-,-,-
液晶仪表尺寸,-,,,,,,,,,-,-,-
油箱容积(L),50,47,47,41,41,41,47,41,41,50,50,50
气缸数(个),4,4,4,3,3,3,4,3,3,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),182,186,186,165,165,165,186,165,165,180,180,180
最小转弯半径(m),5.2,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.2,5.2,5.2
最大马力(Ps),122,135,135,72,72,72,135,72,72,122,122,122
最大满载质量(kg),1650,1720,1720,1900,1900,1900,1720,1900,1900,1650,1650,1650
最大扭矩转速(rpm),4000,4000,4000,-,-,-,4000,-,-,4000,4000,4000
最大扭矩(N·m)_y,155,159,159,-,-,-,159,-,-,155,155,155
最大扭矩(N·m)_x,155,159,159,300,300,300,159,300,300,155,155,155
最大功率转速(rpm),6000,6300,6300,-,-,-,6300,-,-,6000,6000,6000
最大功率(kW)_y,90,99,99,53,53,53,99,53,53,90,90,90
最大功率(kW)_x,90,99,99,100,100,100,99,100,100,90,90,90
最大净功率(kW),82,88,88,53,53,53,88,53,53,82,82,82
无钥匙进入功能,-,,,-,,,-,-,,-,,-
无钥匙启动系统,-,●,●,●,●,●,●,●,●,-,●,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,
整车质保,,-,-,-,-,-,-,-,-,,,
整备质量(kg),1230,1258,1287,1429,1457,1473,1258,1429,1457,1210,1230,1230
接近角(°),11,15,15,14,14,14,15,14,14,11,11,11
排量(mL),1598,1598,1598,1198,1198,1198,1598,1198,1198,1598,1598,1598
换挡形式,,,,,,,,,,,,
挡位个数,无级变速,无级变速,无级变速,1,1,1,无级变速,1,1,无级变速,无级变速,无级变速
扬声器数量,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,,,-,-,,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-,-,-,-,-
手机APP远程功能,-,,,-,,,-,,,-,,
感应雨刷功能,,,,,,,,,,,,
座椅材质,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,
并线辅助,-,-,●,-,●,●,-,-,-,-,-,-
巡航系统,-,-,,-,,,-,-,-,-,-,-
导航路况信息显示,-,●,●,-,●,●,-,●,●,-,●,●
宽度(mm),1760,1815,1815,1815,1815,1815,1815,1815,1815,1760,1760,1760
官方0-100km/h加速(s),12.1,-,-,-,-,-,-,-,-,12.1,12.1,12.1
安全带未系提醒,,,,,,,,,,,,
天窗类型,-,,,-,,,-,-,,-,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,-,●,●,-,●,●,-,-,●,-,-,-
多媒体/充电接口,,,,,,,,,,,,
多功能方向盘,-,●,●,-,●,●,●,●,●,-,●,●
外后视镜功能,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,
声纹识别,-,-,-,-,●,●,-,●,●,-,-,-
地图品牌,-,,,-,,,-,,,-,,
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1540,1594,1594,1593,1577,1577,1594,1593,1577,1540,1540,1540
后轮胎规格,,,,,,,,,,,,
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,●,●,-,●,●,-,-,●,-,●,●
后排座椅放倒形式,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,,,,,,,,,,,,
后座出风口,●,●,●,-,●,●,-,-,●,●,●,●
后备厢容积(L),510,560,560,546,546,546,560,546,546,510,510,510
后制动器类型,,,,,,,,,,,,
变速箱类型,无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,无级变速箱(CVT),固定齿比变速箱,固定齿比变速箱,无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT)
变速箱,CVT无级变速,CVT无级变速,CVT无级变速,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,CVT无级变速,电动车单速变速箱,电动车单速变速箱,CVT无级变速,CVT无级变速,CVT无级变速
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●
发动机特有技术,双C-VTC连续可变气门正时,e-VTC,e-VTC,-,-,-,e-VTC,-,-,双C-VTC连续可变气门正时,双C-VTC连续可变气门正时,双C-VTC连续可变气门正时
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,HR16,HR16,HR16,HR12,HR12,HR12,HR16,HR12,HR12,HR16,HR16,HR16
发动机启停技术,●,●,●,●,●,●,-,●,●,●,●,●
发动机,1.6L 122马力 L4,1.6L 135马力 L4,1.6L 135马力 L4,1.2L 72马力 L3,1.2L 72马力 L3,1.2L 72马力 L3,1.6L 135马力 L4,1.2L 72马力 L3,1.2L 72马力 L3,1.6L 122马力 L4,1.6L 122马力 L4,1.6L 122马力 L4
压缩比,9.8,9.8,-,-,-,-,9.8,-,-,9.8,9.8,9.8
厂商指导价(元),14.08万,12.99万,13.39万,13.89万,15.59万,17.49万,11.90万,14.29万,14.99万,10.86万,12.26万,11.86万
厂商,东风日产,东风日产,东风日产,东风日产,东风日产,东风日产,东风日产,东风日产,东风日产,东风日产,东风日产,东风日产
卫星导航系统,-,●,●,-,●,●,-,●,●,-,●,●
单踏板模式,-,-,-,●,●,●,-,●,●,-,-,-
助力类型,,,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,
前轮距(mm),1540,1588,1588,1587,1571,1571,1588,1587,1571,1540,1540,1540
前轮胎规格,,,,,,,,,,,,
前电动机最大扭矩(N·m),-,-,-,300,300,300,-,300,300,-,-,-
前电动机最大功率(kW),-,-,-,100,100,100,-,100,100,-,-,-
前方碰撞预警,-,-,●,-,●,●,-,-,-,-,-,-
前排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,
前/后驻车雷达,-,-,-,-,-,前●&nbsp;/&nbsp;后●,-,-,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,●,●,-,●,●,-,-,●,-,●,●
内后视镜功能,,,,,,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-,-
倒车车侧预警系统,-,-,●,-,●,●,-,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
低速行车警告,-,-,-,●,●,●,-,●,●,-,-,-
主座椅调节方式,,,,,,,,,,,,
主动闭合式进气格栅,-,●,●,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,●,-,●,●,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,-,-,主●&nbsp;/&nbsp;副-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,-,,,-,,,-,,,-,,
中控屏幕尺寸,-,,,-,,,-,,,-,,
上市时间,2022.05,2023.03,2023.03,2023.03,2023.03,2023.03,2023.03,2023.03,2023.03,2023.12,2024.01,2024.01
上坡辅助,-,●,●,●,●,●,●,●,●,-,-,-
三电系统质保,-,-,-,,,,-,,,-,-,-
Wi-Fi热点,-,●,●,-,●,●,-,●,●,-,●,●
WLTC综合油耗(L/100km),-,5.57,5.57,3.73,4.13,4.13,5.94,3.73,4.13,5.94,5.94,5.94
USB/Type-C接口数量,,,,,,,,,,,,
OTA升级,-,●,●,-,●,●,-,●,●,-,●,●
NEDC综合油耗(L/100km),5.2,-,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,-,●,●,-,●,●,-,-,●,-,●,-
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,-,,,-,,,-,,,-,,
