Feature,1020906,1020907,1020908
前/后排侧气囊,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●
制动力分配(EBD/CBC等),●,●,●
准拖挂车总质量(kg),3200,3200,3200
内后视镜功能,,,
全液晶仪表盘,-,-,-
倒车车侧预警系统,-,-,●
侧窗多层隔音玻璃,,,
供油方式,直喷,直喷,直喷
低速行车警告,●,●,●
主座椅调节方式,,,
主动刹车/主动安全系统,-,-,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,
中控屏幕尺寸,,,
中央差速器锁止功能,-,●,●
上市时间,-,-,-
上坡辅助,●,●,●
USB/Type-C接口数量,,,
OTA升级,●,●,●
NEDC综合续航(km),1050,1050,1050
NEDC综合油耗(L/100km),1.3,1.3,1.3
NEDC纯电续航里程(km)_y,135,135,135
NEDC纯电续航里程(km)_x,135,135,135
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
DOW开门预警,-,-,●
ABS防抱死,●,●,●
4G/5G网络,,,
220V/230V电源,●,●,●
