Feature,63050,67887,67888,67889
方向盘记忆,-,-,-,-
方向盘材质,,,,
方向盘换挡,-,-,-,-
方向盘加热,○,○,○,○
方向盘位置调节,,,,
整车质保,,,,
整备质量(kg),1757,1885,1770,1770
摄像头数量,,,,
接近角(°),17,17,17,17
换挡形式,,,,
挡位个数,1,1,1,1
扬声器数量,,,,
扬声器品牌名称,-,,,
手机无线充电功能,-,,,
手机互联/映射,,,,
手机APP远程功能,,,,
慢充接口位置,车左后侧,车左后侧,车左后侧,车左后侧
感应雨刷功能,,,,
快充接口位置,车左后侧,车左后侧,车左后侧,车左后侧
快充功能,支持,支持,支持,支持
座椅材质,,,,
座位数(个),,,,
应用商店,●,●,●,●
并线辅助,●,●,●,●
巡航系统,,,,
导航路况信息显示,●,●,●,●
对外放电,●,●,●,●
宽度(mm),1838,1838,1838,1838
官方0-100km/h加速(s),5.7,3.6,5.3,5.3
安全带未系提醒,,,,
天窗类型,-,,,
大灯高度可调,●,●,●,●
大灯延时关闭,●,●,●,●
多媒体/充电接口,,,,
多功能方向盘,●,●,●,●
外后视镜功能,,,,
备胎规格,-,-,-,-
地图品牌,,,,
四驱形式,-,,-,-
后雨刷,●,●,●,●
后轮距(mm),1595,1595,1595,1595
后轮胎规格,,,,
后电动机最大扭矩(N·m),343,343,343,343
后电动机最大功率(kW),200,200,200,200
后电动机型号,TZ220XSA01,TZ220XSA02,TZ220XSA01,TZ220XSA01
后电动机品牌,威睿,威睿,威睿,威睿
后方碰撞预警,●,●,●,●
后排独立空调,-,-,-,-
后排杯架,-,-,-,-
后排座椅放倒形式,,,,
后悬架类型,,,,
后座出风口,●,●,●,●
后备厢容积(L),318-904,318-904,318-904,318-904
后制动器类型,,,,
可见即可说,●,●,●,●
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),20.08万,25.58万,21.98万,23.28万
厂商,沃尔沃亚太,沃尔沃亚太,沃尔沃亚太,沃尔沃亚太
卫星导航系统,●,●,●,●
单踏板模式,●,●,●,●
助力类型,,,,
副驾驶位后排可调节按钮,-,-,-,-
副座椅调节方式,,,,
前轮距(mm),1590,1590,1590,1590
前轮胎规格,,,,
前电动机最大扭矩(N·m),-,200,-,-
前电动机最大功率(kW),-,115,-,-
前电动机型号,-,TZ180XSB01,-,-
前电动机品牌,-,威睿,-,-
前方碰撞预警,●,●,●,●
前方感知摄像头,,,,
前排座椅功能,,,,
前排中间气囊,●,●,●,●
前悬架类型,,,,
前制动器类型,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
内后视镜功能,,,,
全液晶仪表盘,-,-,-,-
倒车车侧预警系统,●,●,●,●
低速行车警告,●,●,●,●
主座椅调节方式,,,,
主动刹车/主动安全系统,●,●,●,●
主/副驾驶座电动调节,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,
中控屏幕尺寸,,,,
上市时间,2024.05,2024.05,2024.05,2024.05
上坡辅助,●,●,●,●
三电系统质保,,,,
USB/Type-C接口数量,,,,
OTA升级,●,●,●,●
LED日间行车灯,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●
DOW开门预警,●,●,●,●
CLTC纯电续航里程(km)_y,410,540,590,590
CLTC纯电续航里程(km)_x,410,540,590,590
ABS防抱死,●,●,●,●
4G/5G网络,,,,
