Feature,35396,35397,43279,43280
电动机总扭矩(N·m),150,150,150,150
电动机总功率(kW),30,30,30,30
电动机(Ps),41,41,41,41
电动扰流板,-,-,-,-
电动后备厢位置记忆,-,-,-,-
电动后备厢,-,-,-,-
电动可调踏板,-,-,-,-
牵引力控制(ASR/TCS/TRC等),-,-,-,-
温度分区控制,-,-,-,-
涉水感应系统,-,-,-,-
油箱容积(L),-,-,-,-
最高车速(km/h),100,100,100,100
最小离地间隙(mm),102,102,102,102
最大扭矩(N·m),150,150,150,150
最大功率(kW),30,30,30,30
无钥匙启动系统,-,-,-,-
方向盘记忆,-,-,-,-
方向盘换挡,-,-,-,-
方向盘加热,-,-,-,-
整车质保,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里
整备质量(kg),975,975,975,975
挡位个数,1,1,1,1
手势控制,-,-,-,-
慢充时间(小时)_y,8,8,8,8
慢充时间(小时)_x,8,8,8,8
感应后备厢,-,-,-,-
快充电量百分比,-,-,-,-
快充电量(%),-,-,-,-
快充时间(小时)_y,-,-,-,-
快充时间(小时)_x,-,-,-,-
座位数(个),4,4,4,4
并线辅助,-,-,-,-
工信部纯电续航里程(km)_y,250,250,302,302
工信部纯电续航里程(km)_x,250,250,302,302
尾门玻璃独立开启,-,-,-,-
导航路况信息显示,-,-,-,-
宽度(mm),1570,1570,1570,1570
实测续航里程(km),-,-,-,-
实测慢充时间(小时),-,-,-,-
实测快充时间(小时),-,-,-,-
实测100-0km/h制动(m),-,-,-,-
实测0-100km/h加速(s),-,-,-,-
官方0-100km/h加速(s),-,-,-,-
大灯高度可调,●,●,●,●
大灯清洗装置,-,-,-,-
大灯延时关闭,-,-,-,-
夜视系统,-,-,-,-
多功能方向盘,-,-,-,-
备胎规格,无,无,无,无
后风挡遮阳帘,-,-,-,-
后雨刷,-,-,-,-
后轮距(mm),1310,1310,1310,1310
后轮胎规格,175/60 R13,175/60 R13,175/60 R13,175/60 R13
后电动机最大扭矩(N·m),-,-,-,-
后电动机最大功率(kW),-,-,-,-
后排独立空调,-,-,-,-
后排杯架,●,●,●,●
后排控制多媒体,-,-,-,-
后排座椅防下滑气囊,-,-,-,-
后排座椅电动调节,-,-,-,-
后排座椅电动放倒,-,-,-,-
后排小桌板,-,-,-,-
后排安全带式气囊,-,-,-,-
后排侧隐私玻璃,-,-,-,-
后排中央安全气囊,-,-,-,-
后悬架类型,拖曳臂式非独立悬架,拖曳臂式非独立悬架,拖曳臂式非独立悬架,拖曳臂式非独立悬架
后座出风口,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,鼓式
可变转向比,-,-,-,-
可加热喷水嘴,-,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),5.38万,5.68万,6.08万,6.38万
厂商,江铃集团新能源,江铃集团新能源,江铃集团新能源,江铃集团新能源
助力类型,电动助力,电动助力,电动助力,电动助力
副驾驶座垫式气囊,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-
前轮距(mm),1330,1330,1330,1330
前轮胎规格,175/60 R13,175/60 R13,175/60 R13,175/60 R13
前电动机最大扭矩(N·m),150,150,150,150
前电动机最大功率(kW),30,30,30,30
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-
前制动器类型,盘式,盘式,盘式,盘式
前/后驻车雷达,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-
前/后排侧气囊,-,-,-,-
前/后中央扶手,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●
内置行车记录仪,-,-,-,-
全液晶仪表盘,●,●,●,●
倒车车侧预警系统,-,-,-,-
主动降噪,-,-,-,-
主动闭合式进气格栅,-,-,-,-
主动刹车/主动安全系统,-,-,-,-
主/副驾驶座电动调节,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-
中控液晶屏分屏显示,-,-,-,-
上市时间,2018.08,2018.08,2019.12,2019.12
上坡辅助,●,●,●,●
OTA升级,-,-,-,-
LED日间行车灯,-,-,-,-
ISOFIX儿童座椅接口,●,●,●,●
HUD抬头数字显示,-,-,-,-
GPS导航系统,-,●,-,●
ABS防抱死,●,●,●,●
220V/230V电源,-,-,-,-
