Feature,61180,61181,61182,65504,65505
最大扭矩转速(rpm),1750-3000,1750-3000,1750-3000,1750-3000,1750-3000
最大扭矩(N·m)_y,250,250,250,250,250
最大扭矩(N·m)_x,250,250,250,250,250
最大功率转速(rpm),5000,5000,5000,5000-5500,5000-5500
最大功率(kW)_y,110,110,110,110,110
最大功率(kW)_x,110,110,110,110,110
最大净功率(kW),110,110,110,110,110
无钥匙进入功能,,,,,
无钥匙启动系统,●,●,●,●,●
方向盘记忆,-,-,-,-,-
方向盘材质,,,,,
方向盘换挡,-,-,-,-,-
方向盘加热,-,-,-,-,-
方向盘位置调节,,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1365,1365,1365,1365,1365
接近角(°),18,18,18,18,18
排量(mL),1395,1395,1395,1395,1395
换挡形式,,,,,
挡位个数,7,7,7,7,7
扬声器数量,,,,,
扬声器品牌名称,-,-,-,-,-
手机无线充电功能,-,,,-,
手机互联/映射,,,,,
感应雨刷功能,,,,,
座椅材质,,,,,
座位数(个),5,5,5,5,5
并线辅助,-,○,●,-,●
巡航系统,,,,,
导航路况信息显示,●,●,●,●,●
宽度(mm),1841,1841,1841,1841,1841
官方0-100km/h加速(s),9.3,9.3,9.3,9.3,9.3
安全带未系提醒,,,,,
天窗类型,,,,,
大灯高度可调,●,●,●,●,●
大灯延时关闭,●,●,●,●,●
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外后视镜功能,,,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
地图品牌,,,,,
四驱形式,-,-,-,-,-
后雨刷,●,●,●,●,●
后轮距(mm),1537,1537,1537,1537,1537
后轮胎规格,215/55 R17,215/50 R18,215/50 R18,215/55 R17,215/50 R18
后排独立空调,-,-,-,-,-
后排杯架,-,-,-,-,-
后排座椅放倒形式,,,,,
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,●,●,●,●,●
后备厢容积(L),455-1543,455-1543,455-1543,455-1543,455-1543
后制动器类型,盘式,盘式,盘式,盘式,盘式
变速箱类型,干式双离合变速箱(DCT),干式双离合变速箱(DCT),干式双离合变速箱(DCT),干式双离合变速箱(DCT),干式双离合变速箱(DCT)
变速箱,7挡干式双离合,7挡干式双离合,7挡干式双离合,7挡干式双离合,7挡干式双离合
发动机电子防盗,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置
发动机型号,EA211-DUT,EA211-DUT,EA211-DUT,EA211-DUT,EA211-DUT
发动机启停技术,●,●,●,●,●
发动机,1.4T 150马力 L4,1.4T 150马力 L4,1.4T 150马力 L4,1.4T 150马力 L4,1.4T 150马力 L4
厂商指导价(元),14.99万,15.49万,15.89万,14.99万,15.49万
厂商,上汽大众斯柯达,上汽大众斯柯达,上汽大众斯柯达,上汽大众斯柯达,上汽大众斯柯达
卫星导航系统,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-
副座椅调节方式,,,,,
前轮距(mm),1572,1572,1572,1572,1572
前轮胎规格,215/55 R17,215/50 R18,215/50 R18,215/55 R17,215/50 R18
前方碰撞预警,-,●,●,-,●
前排座椅功能,,,,,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●
内后视镜功能,,,,,
全液晶仪表盘,●,●,●,●,●
供油方式,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,
主动刹车/主动安全系统,-,●,●,-,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,
中控屏幕尺寸,,,,,
中央差速器结构,-,-,-,-,-
上市时间,2023.01,2023.01,2023.01,2023.10,2023.10
上坡辅助,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●
WLTC综合油耗(L/100km),6.49,6.49,6.49,6.49,6.49
USB/Type-C接口数量,,,,,
OTA升级,-,-,-,-,-
LED日间行车灯,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●
ABS防抱死,●,●,●,●,●
4G/5G网络,,,,,
