Feature,63811,63812,65008,65009,66706
电池慢充时间(小时)_x,3.5,3.5,3.5,3.5,3.5
电池快充电量范围(%)_y,30-80,30-80,30-80,30-80,30-80
电池快充电量范围(%)_x,30-80,30-80,30-80,30-80,30-80
电池快充时间(小时)_y,0.36,0.36,0.36,0.36,0.36
电池快充时间(小时)_x,0.36,0.36,0.36,0.36,0.36
电池冷却方式,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置
电动机总扭矩(N·m),300,300,300,300,300
电动机总功率(kW),134,134,134,134,134
电动机总功率(Ps),182,182,182,182,182
电动机(Ps),182,182,182,182,182
电动座椅记忆功能,,,-,,
电动后备厢位置记忆,●,●,●,●,●
电动后备厢,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号
灯光特色功能,,,,,
温度分区控制,●,●,●,●,●
液晶仪表尺寸,,,,,
油箱容积(L),56,56,56,56,56
气缸数(个),4,4,4,4,4
气缸排列形式,L,L,L,L,L
毫米波雷达数量,,,,,
每缸气门数(个),4,4,4,4,4
最高车速(km/h),180,180,180,180,180
最小转弯半径(m),5.85,5.85,5.85,5.85,5.85
最大马力(Ps),190,190,190,190,190
最大满载质量(kg),2805,2805,2805,2805,2805
最大扭矩转速(rpm),1500-4000,1500-4000,1500-4000,1500-4000,1500-4000
最大扭矩(N·m)_y,330,330,330,330,330
最大扭矩(N·m)_x,630,630,630,630,630
最大功率转速(rpm),4500-5000,4500-5000,4500-5000,4500-5000,4500-5000
最大功率(kW)_y,140,140,140,140,140
最大功率(kW)_x,274,274,274,274,274
最大净功率(kW),140,140,140,140,140
最低荷电状态油耗(L/100km),6.18,6.18,6.18,6.18,6.18
无钥匙进入功能,,,,,
无钥匙启动系统,●,●,●,●,●
方向盘记忆,-,-,-,-,-
方向盘材质,,,,,
方向盘换挡,-,-,-,-,-
方向盘加热,●,●,-,-,●
方向盘位置调节,,,,,
整车质保,,,,,
整备质量(kg),2220,2220,2220,2220,2220
摄像头数量,,,,,
接近角(°),18,18,18,18,18
排量(mL),1991,1991,1991,1991,1991
换挡形式,,,,,
挡位个数,2,2,2,2,2
扬声器数量,,,,,
扬声器品牌名称,,,,,
手机无线充电功能,,,-,-,
手机互联/映射,-,-,-,-,-
手机APP远程功能,,,,,
手势控制,-,-,-,-,●
慢充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
感应雨刷功能,,,,,
感应后备厢,●,●,●,●,●
快充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
快充功能,支持,支持,支持,支持,支持
快充功率(kW),40,40,40,40,40
座椅材质,,,,,
座椅布局,,,,,
座位数(个),,,,,
应用商店,●,●,●,●,●
并线辅助,●,●,●,●,●
巡航系统,,,,,
导航路况信息显示,●,●,●,●,●
对外放电最低允许值(%),20,20,20,20,20
对外放电,●,●,●,●,●
对外交流放电功率(kW),3.3,3.3,3.3,3.3,3.3
宽度(mm),1950,1976,1950,1976,1950
官方0-100km/h加速(s),8,8,8,8,8
安全带未系提醒,,,,,
天窗类型,,,-,,
大灯高度可调,●,●,●,●,●
大灯延时关闭,●,●,●,●,●
多层隔音玻璃,,,-,-,
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外后视镜功能,,,,,
备胎规格,,,,,
地图品牌,,,,,
后雨刷,●,●,●,●,●
后轮距(mm),1676,1684,1676,1684,1676
后轮胎规格,,,,,
后方碰撞预警,●,●,●,●,●
后排独立空调,●,●,●,●,●
后排杯架,●,●,●,●,●
后排座椅电动放倒,●,●,-,●,●
后排座椅放倒形式,,,,,
后排侧隐私玻璃,●,●,●,●,●
后悬架类型,,,,,
后座出风口,●,●,●,●,●
后备厢容积(L),1751,1751,1751,1751,1751
后制动器类型,,,,,
可见即可说,●,●,●,●,●
变速箱类型,混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),混合动力专用变速箱(DHT)
变速箱,2挡DHT,2挡DHT,2挡DHT,2挡DHT,2挡DHT
发动机电子防盗,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置
发动机型号,4B20J2,4B20J2,4B20J2,4B20J2,4B20J2
发动机,2.0T 190马力 L4,2.0T 190马力 L4,2.0T 190马力 L4,2.0T 190马力 L4,2.0T 190马力 L4
压缩比,11.3,11.3,11.3,11.3,11.3
厂商指导价(元),24.98万,26.98万,22.98万,25.98万,25.98万
厂商,广汽乘用车,广汽乘用车,广汽乘用车,广汽乘用车,广汽乘用车
卫星导航系统,●,●,●,●,●
助力类型,,,,,
副驾驶位后排可调节按钮,●,●,-,●,●
副座椅调节方式,,,,,
前轮距(mm),1664,1672,1664,1672,1664
前轮胎规格,,,,,
前电动机最大扭矩(N·m),300,300,300,300,300
前电动机最大功率(kW),134,134,134,134,134
前电动机型号,TZ240XY104,TZ240XY104,TZ240XY104,TZ240XY104,TZ240XY104
前方碰撞预警,●,●,●,●,●
前方感知摄像头,,,,,
前排座椅功能,,,,,
前悬架类型,,,,,
前制动器类型,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●
内置行车记录仪,●,●,●,●,●
内后视镜功能,,,,,
全液晶仪表盘,●,●,●,●,●
倒车车侧预警系统,●,●,●,●,●
供油方式,直喷,直喷,直喷,直喷,直喷
低速行车警告,●,●,●,●,●
仪表盘屏幕材质,,,,,
主座椅调节方式,,,,,
主动刹车/主动安全系统,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,
中控屏幕材质,,,,,
中控屏幕尺寸,,,,,
中控屏幕分辨率,,,,,
上市时间,2023.10,2023.10,2023.10,2023.10,2024.02
上坡辅助,●,●,●,●,●
三电系统质保,,,,,
Wi-Fi热点,●,●,●,●,●
WLTC综合续航(km),1016,1016,1016,1016,1016
WLTC综合油耗(L/100km),1.2,1.2,1.2,1.2,1.2
WLTC纯电续航里程(km)_y,110,110,110,110,110
WLTC纯电续航里程(km)_x,110,110,110,110,110
USB/Type-C接口数量,,,,,
OTA升级,●,●,●,●,●
LED日间行车灯,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●
DOW开门预警,●,●,●,●,●
CLTC综合续航(km),1215,1215,1215,1215,1215
CLTC纯电续航里程(km)_y,143,143,143,143,143
CLTC纯电续航里程(km)_x,143,143,143,143,143
AR-HUD增强现实抬头显示,●,●,-,-,●
ABS防抱死,●,●,●,●,●
4G/5G网络,,,,,
220V/230V电源,-,●,-,●,-
