Feature,68269,68295,68296,68297
简称,电动车单速变速箱,电动车单速变速箱,E-CVT无级变速,E-CVT无级变速
第二排座椅调节,-,-,-,-
空调温度控制方式,,,,
离去角(°),25,25,25,25
百公里耗电量(kWh/100km),13.5,13.3,12.6,15.7
疲劳驾驶提示,-,-,-,-
电芯品牌,,,,
电能当量燃料消耗量(L/100km),1.57,1.54,3.85,3.62
电池预加热,●,●,●,●
电池能量(kWh),69.2,56.7,9.5,20.5
电池类型,,,,
电池慢充电量范围(%)_y,20-100,20-100,20-100,20-100
电池慢充电量范围(%)_x,20-100,20-100,20-100,20-100
电池慢充时间(小时)_y,10.5,9,3.5,6.5
电池慢充时间(小时)_x,10.5,9,3.5,6.5
电池快充电量范围(%)_y,30-80,30-80,-,30-80
电池快充电量范围(%)_x,30-80,30-80,-,30-80
电池快充时间(小时)_y,0.33,0.33,-,0.5
电池快充时间(小时)_x,0.33,0.33,-,0.5
电池冷却方式,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置
电动机总马力(Ps),204,204,204,204
电动机总扭矩(N·m),310,310,310,310
电动机总功率(kW),150,150,150,150
电动机(Ps),204,204,204,204
电动座椅记忆功能,-,-,-,-
电动后备厢,-,-,-,-
环保标准_y,-,-,国VI,国VI
环保标准_x,-,-,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●
燃油标号,-,-,92号,92号
温度分区控制,-,-,-,-
液晶仪表尺寸,,,,
油箱容积(L),-,-,53,53
气缸数(个),-,-,4,4
气缸排列形式,-,-,L,L
每缸气门数(个),-,-,4,4
最高车速(km/h),170,170,170,170
最大马力(Ps),204,204,106,106
最大满载质量(kg),2195,2110,2080,2140
最大扭矩转速(rpm),-,-,-,-
最大扭矩(N·m)_y,-,-,130,130
最大扭矩(N·m)_x,310,310,-,-
最大功率转速(rpm),-,-,-,-
最大功率(kW)_y,150,150,78,78
最大功率(kW)_x,150,150,-,-
最大净功率(kW),-,-,75,75
最低荷电状态油耗(L/100km)WLTC,-,-,4.86,4.96
无钥匙进入功能,,,,
无钥匙启动系统,●,●,●,●
方向盘记忆,-,-,-,-
方向盘离手检测,●,●,●,●
方向盘材质,,,,
方向盘换挡,-,-,-,-
方向盘加热,-,-,-,-
方向盘位置调节,,,,
整车质保,,,,
整备质量(kg),1760,1675,1645,1700
摄像头数量,,,,
接近角(°),18,18,16,16
排量(mL),-,-,1498,1498
换挡形式,,,,
挡位个数,1,1,无级变速,无级变速
扬声器数量,,,,
扬声器品牌名称,-,-,-,-
手机无线充电功能,-,-,-,-
手机互联/映射,-,-,-,-
手机APP远程功能,,,,
慢充接口位置,车左后侧,车左后侧,车左后侧,车左后侧
感应雨刷功能,,,,
快充接口位置,车左后侧,车左后侧,-,车左后侧
快充功能,支持,支持,不支持,支持
循迹倒车,●,●,●,●
座椅材质,,,,
座位数(个),,,,
并线辅助,●,●,●,●
巡航系统,,,,
导航路况信息显示,●,●,●,●
对外放电,●,●,-,-
对外交流放电功率(kW),3.3,3.3,-,-
宽度(mm),1880,1880,1880,1880
官方0-100km/h加速(s),-,-,-,-
安全带未系提醒,,,,
天窗类型,-,-,-,-
大灯高度可调,●,●,●,●
大灯延时关闭,●,●,●,●
多媒体/充电接口,,,,
多功能方向盘,●,●,●,●
外后视镜功能,,,,
备胎规格,,,,
地图品牌,,,,
后雨刷,●,●,●,●
后轮距(mm),1615,1615,1615,1615
后轮胎规格,,,,
后方碰撞预警,●,●,●,●
后排独立空调,-,-,-,-
后排杯架,●,●,●,●
后排座椅放倒形式,,,,
后悬架类型,,,,
后座出风口,●,●,●,●
后备厢容积(L),567-1570,567-1570,469-1452,469-1452
后制动器类型,,,,
可见即可说,●,●,●,●
变速箱类型,固定齿比变速箱,固定齿比变速箱,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,电动车单速变速箱,电动车单速变速箱,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,-,-,●,●
发动机布局,-,-,横置,横置
发动机型号,-,-,LBG,LBG
发动机,-,-,1.5L 106马力 L4,1.5L 106马力 L4
厂商指导价(元),13.38万,12.38万,10.98万,12.38万
厂商,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱
卫星导航系统,●,●,●,●
匝道自动驶出(入),●,●,●,●
助力类型,,,,
副驾驶位后排可调节按钮,-,-,-,-
副座椅调节方式,,,,
前轮距(mm),1615,1615,1615,1615
前轮胎规格,,,,
前电动机最大扭矩(N·m),310,310,310,310
前电动机最大功率(kW),150,150,150,150
前电动机型号,TZ210XS2F0,TZ210XS2F0,TZ210XY5F0,TZ210XY5F0
前电动机品牌,柳州赛克,柳州赛克,-,-
前方碰撞预警,●,●,●,●
前方感知摄像头,,,,
前排座椅功能,,,-,
前悬架类型,,,,
前制动器类型,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
内置行车记录仪,●,●,●,●
内后视镜功能,,,,
全液晶仪表盘,●,●,●,●
倒车车侧预警系统,●,●,●,●
信号灯识别,●,●,●,●
侧窗多层隔音玻璃,,,,
供油方式,-,-,多点电喷,多点电喷
低速行车警告,●,●,●,●
主座椅调节方式,,,,
主动刹车/主动安全系统,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副○
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,
中控屏幕尺寸,,,,
上市时间,2024.09,2024.09,2024.09,2024.09
上坡辅助,●,●,●,●
三电首任车主质保政策,,,,
Wi-Fi热点,●,●,●,●
WLTC综合油耗(L/100km),-,-,2.39,1.80
USB/Type-C接口数量,,,,
OTA升级,●,●,●,●
LED日间行车灯,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●
DOW开门预警,●,●,●,●
CLTC纯电续航里程(km)_y,600,500,60,140
CLTC纯电续航里程(km)_x,600,500,60,140
ABS防抱死,●,●,●,●
4G/5G网络,,,,
