Feature,56066,59379,62354,62355,62356,62357,66456,67129,67130,67131,67132,67133,67134
车型名称,格瑞维亚 2023款 2.5L混动 舒适版,格瑞维亚 2023款 2.5L混动 豪华版,格瑞维亚 2023款 2.5L混动 尊贵PLUS版,格瑞维亚 2023款 2.5L混动 尊贵福祉PLUS版,格瑞维亚 2023款 2.5L混动 尊爵VIP版,格瑞维亚 2023款 2.5L混动 旗舰VIP版,格瑞维亚 2024款 2.5L混动 尊贵PLUS四驱版,格瑞维亚 2024款 2.5L混动 舒适版,格瑞维亚 2024款 2.5L混动 豪华版,格瑞维亚 2024款 2.5L混动 尊贵PLUS版,格瑞维亚 2024款 2.5L混动 尊爵ULTRA版,格瑞维亚 2024款 2.5L混动 旗舰ULTRA版,格瑞维亚 2024款 2.5L混动 尊贵福祉PLUS版
车前雾灯,,,,,,,,,,,,,
车内香氛装置,-,-,-,-,-,-,-,-,-,-,-,●,-
车内环境氛围灯,-,-,-,,,,-,-,-,-,-,,-
车内摄像头数量,-,-,-,-,-,-,-,-,-,-,-,,-
车内化妆镜,,,,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,-,-,-,-,-,-,,,,,,,
负离子发生器,-,-,-,-,●,●,-,-,-,-,-,●,-
语音连续识别,-,-,-,-,-,-,●,-,-,●,●,●,●
语音识别控制系统,-,-,,,,,,-,-,,,,
语音助手唤醒词,-,-,-,-,-,-,,-,-,,,,
语音分区域唤醒识别,-,-,-,-,-,-,,-,-,,,,
语音免唤醒词,-,-,-,-,-,-,●,-,-,●,●,●,●
行车电脑显示屏幕,,,,,,,,,,,,,
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,●,●,●,●,●,●,●,●,●,●,●,●,●
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●,●
膝部气囊,,,,,,,,,,,,,
能量回收系统,●,●,●,●,●,●,●,●,●,●,●,●,●
能源类型_y,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合
能源类型_x,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合,油电混合
胎压监测功能,,,,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV,中大型MPV
系统综合功率(kW),181,181,181,181,181,181,181,181,181,181,181,181,181
系统综合功率(Ps),246,246,246,246,246,246,246,246,246,246,246,246,246
简称,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
第二排独立座椅,●,●,●,●,●,●,●,●,●,●,●,●,●
第二排座椅调节,,,,,,,,,,,,,
第二排座椅电动调节,-,-,-,●,●,●,-,-,-,-,●,●,●
第二排座椅功能,-,-,-,-,,,-,-,-,-,,,-
空调温度控制方式,,,,,,,,,,,,,
离去角(°),17,17,17,17,17,17,17,17,17,17,17,17,17
福祉座椅,-,-,-,●,-,-,-,-,-,-,-,-,●
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-,-
电芯品牌,,,,,,,,,,,,,
电池类型,,,,,,,,,,,,,
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置,前置+后置,前置,前置,前置,前置,前置,前置
电动机总马力(Ps),182,182,182,182,182,182,237,182,182,182,182,182,182
电动机总扭矩(N·m),270,270,270,270,270,270,391,270,270,270,270,270,270
电动机总功率(kW),134,134,134,134,134,134,174,134,134,134,134,134,134
电动机(Ps),182,182,182,182,182,182,237,182,182,182,182,182,182
电动座椅记忆功能,-,-,,,,,,-,-,,,,
电动后备厢位置记忆,-,-,●,●,●,●,●,-,-,●,●,●,●
电动后备厢,-,-,●,●,●,●,●,-,-,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
温度分区控制,●,●,●,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,,,,
油箱容积(L),68,68,68,68,68,68,68,68,68,68,68,68,68
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L
毫米波雷达数量,-,-,-,-,-,-,,,,,,,
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),180,180,180,180,180,180,180,180,180,180,180,180,180
最小转弯半径(m),5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7
最大马力(Ps),189,189,189,189,189,189,189,189,189,189,189,189,189
最大满载质量(kg),2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800
最大扭矩转速(rpm),4200-4700,4200-4700,4200-4700,4200-4700,4200-4700,4200-4700,4200-4700,4200-4700,4200-4700,4200-4700,4200-4700,4200-4700,4200-4700
最大扭矩(N·m)_y,236,236,236,236,236,236,236,236,236,236,236,236,236
最大扭矩(N·m)_x,-,-,-,-,-,-,-,-,-,-,-,-,-
最大功率转速(rpm),6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000
最大功率(kW)_y,139,139,139,139,139,139,139,139,139,139,139,139,139
最大功率(kW)_x,181,181,181,181,181,181,181,181,181,181,181,181,181
最大净功率(kW),139,139,139,139,139,139,139,139,139,139,139,139,139
无钥匙进入功能,,,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,●,-,-,-,-,-,●,-
方向盘材质,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,●,-,-,-,-,-,●,-
方向盘位置调节,,,,,,,,,,,,,
整车质保,,,,,,,,,,,,,
整备质量(kg),2090,2090,2165,2165,2165,2165,2165,2090,2090,2165,2165,2165,2165
摄像头数量,-,-,-,-,-,-,,,,,,,
接近角(°),14,14,14,14,14,14,14,14,14,14,14,14,14
排量(mL),2487,2487,2487,2487,2487,2487,2487,2487,2487,2487,2487,2487,2487
换挡形式,,,,,,,,,,,,,
挡位个数,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速
扬声器数量,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,,-,-,-,-,-,,-
手机无线充电功能,-,-,-,-,-,,,-,-,,,,
手机互联/映射,,,-,-,-,-,,,,,,,
手机APP远程功能,,,,,,,,,,,,,
感应雨刷功能,-,-,-,-,,,-,-,-,-,-,,-
感应后备厢,-,-,●,●,●,●,●,-,-,●,●,●,●
座椅材质,,,,,,,,,,,,,
座椅布局,,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,,
应用商店,-,-,-,-,-,-,●,-,-,●,●,●,●
并线辅助,-,-,-,-,●,●,-,-,-,-,-,●,-
巡航系统,,,,,,,,,,,,,
导航路况信息显示,-,-,●,●,●,●,●,-,-,●,●,●,●
对外放电,-,-,-,-,-,-,-,-,-,-,-,●,-
宽度(mm),1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,,
天窗类型,,,,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,●,●,-,-,-,-,●,●,-
多层隔音玻璃,-,-,-,-,,,,-,-,,,,
多媒体/充电接口,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,,
备胎放置方式,,,,,,,,,,,,,
四驱形式,-,-,-,-,-,-,,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1726,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726,1726
后轮胎规格,,,,,,,,,,,,,
后电动机最大扭矩(N·m),-,-,-,-,-,-,121,-,-,-,-,-,-
后电动机最大功率(kW),-,-,-,-,-,-,40,-,-,-,-,-,-
后排独立空调,●,●,●,●,●,●,●,●,●,●,●,●,●
后排液晶屏幕材质,-,-,-,-,-,-,-,-,-,-,-,,-
后排液晶屏幕尺寸,-,-,-,-,-,,-,-,-,-,-,,-
后排液晶屏幕,-,-,-,-,-,,-,-,-,-,-,,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●
后排控制多媒体,-,-,-,-,-,-,-,-,-,-,-,●,-
后排座椅放倒形式,,,,,,,,,,,,,
后排小桌板,●,●,●,●,●,●,●,●,●,●,●,●,●
后排多媒体屏幕数量,-,-,-,-,-,-,-,-,-,-,-,,-
后排侧隐私玻璃,●,●,●,●,●,●,●,●,●,●,●,●,●
后排侧窗遮阳帘,,,,,,,,,,,,,
后悬架类型,,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),525-2112,525-2112,525-2112,525-1545,525-2112,525-2112,525-2112,525-2112,525-2112,525-2112,525-2112,525-2112,525-1545
后制动器类型,,,,,,,,,,,,,
可见即可说,-,-,-,-,-,-,●,-,-,●,●,●,●
变速箱类型,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机特有技术,VVT-iE,VVT-iE,VVT-iE,VVT-iE,VVT-iE,VVT-iE,VVT-iE,VVT-iE,VVT-iE,VVT-iE,VVT-iE,VVT-iE,VVT-iE
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,A25H,A25H,A25H,A25H,A25H,A25H,A25H,A25H,A25H,A25H,A25H,A25H,A25H
发动机,2.5L 189马力 L4,2.5L 189马力 L4,2.5L 189马力 L4,2.5L 189马力 L4,2.5L 189马力 L4,2.5L 189马力 L4,2.5L 189马力 L4,2.5L 189马力 L4,2.5L 189马力 L4,2.5L 189马力 L4,2.5L 189马力 L4,2.5L 189马力 L4,2.5L 189马力 L4
压缩比,14,14,14,14,14,14,14,14,14,14,14,14,14
厂商指导价(元),31.58万,32.98万,35.68万,39.28万,39.08万,41.58万,36.38万,29.98万,31.98万,35.38万,36.98万,41.68万,38.98万
厂商,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田
卫星导航系统,-,-,●,●,●,●,●,-,-,●,●,●,●
助力类型,,,,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,,
前轮距(mm),1725,1725,1725,1725,1725,1725,1725,1725,1725,1725,1725,1725,1725
前轮胎规格,,,,,,,,,,,,,
前电动机最大扭矩(N·m),270,270,270,270,270,270,270,270,270,270,270,270,270
前电动机最大功率(kW),134,134,134,134,134,134,134,134,134,134,134,134,134
前方碰撞预警,●,●,●,●,●,●,●,●,●,●,●,●,●
前方感知摄像头,-,-,-,-,-,-,,,,,,,
前排座椅功能,-,-,,,,,,-,-,,,,
前悬架类型,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,,
全液晶仪表盘,-,-,-,-,-,●,●,-,-,●,●,●,●
倒车车侧预警系统,-,-,-,-,●,●,-,-,-,-,-,●,-
侧滑门形式,,,,,,,,,,,,,
供油方式,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射
低速行车警告,●,●,●,●,●,●,●,●,●,●,●,●,●
仪表盘屏幕材质,-,-,-,-,-,-,,,,,,,
主座椅调节方式,,,,,,,,,,,,,
主动降噪,-,-,-,-,-,●,-,-,-,-,-,●,-
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,-,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,
中控屏幕分辨率,-,-,-,-,-,-,,,,,,,
上市时间,2023.04,2023.04,2023.04,2023.04,2023.04,2023.04,2024.04,2024.04,2024.04,2024.04,2024.04,2024.04,2024.04
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●
三电系统质保,,,,,,,,,,,,,
WLTC综合油耗(L/100km),5.71,5.77,5.65,5.65,5.65,5.65,6.13,5.71,5.77,5.66,5.66,5.66,5.77
USB/Type-C接口数量,,,,,,,,,,,,,
OTA升级,-,-,●,●,●,●,●,-,-,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,●,●,-,-,●,●,●,●
HUD抬头尺寸,-,-,-,-,-,-,,-,-,,,,
ETC装置,-,-,-,-,-,●,-,-,-,-,-,●,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,-,-,,,,,,-,-,,,,
220V/230V电源,-,-,-,-,●,●,-,-,-,-,-,●,-
