Feature,61128,63373,63725,63726,66360,68701
电池能量(kWh),18.4,10.3,10.3,18.4,10.3,18.4
电池类型,,,,,,
电池慢充电量范围(%)_y,20-100,20-100,20-100,20-100,20-100,20-100
电池慢充电量范围(%)_x,20-100,20-100,20-100,20-100,20-100,20-100
电池慢充时间(小时)_y,5.5,3.5,3.5,5.5,3.5,5.5
电池慢充时间(小时)_x,5.5,3.5,3.5,5.5,3.5,5.5
电池快充电量范围(%)_y,30-80,-,-,30-80,-,30-80
电池快充电量范围(%)_x,30-80,-,-,30-80,-,30-80
电池快充时间(小时)_y,0.5,-,-,0.5,-,0.5
电池快充时间(小时)_x,0.5,-,-,0.5,-,0.5
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置
电动机总马力(Ps),204,204,204,204,204,204
电动机总扭矩(N·m),320,320,320,320,320,320
电动机总功率(kW),150,150,150,150,150,150
电动机(Ps),204,204,204,204,204,204
电动座椅记忆功能,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,●,○,●
电动后备厢,-,-,-,●,○,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号
温度分区控制,-,-,-,-,-,-
液晶仪表尺寸,,,,,,
油箱容积(L),45,45,45,45,45,45
气缸数(个),4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L
毫米波雷达数量,-,-,-,,-,-
每缸气门数(个),4,4,4,4,4,4
最高车速(km/h),170,170,170,170,170,170
最小转弯半径(m),5.7,5.7,5.7,5.7,5.7,5.7
最大马力(Ps),163,163,163,163,163,163
最大满载质量(kg),2120,2065,2065,2120,2065,2120
最大扭矩转速(rpm),1500-4500,1500-4500,1500-4500,1500-4500,1500-4500,1500-4500
最大扭矩(N·m)_y,230,230,230,230,230,230
最大扭矩(N·m)_x,-,-,-,-,-,-
最大功率转速(rpm),5200,5200,5200,5200,5200,5200
最大功率(kW)_y,120,120,120,120,120,120
最大功率(kW)_x,-,-,-,-,-,-
最大净功率(kW),120,120,120,120,120,120
无钥匙进入功能,,,,,,
无钥匙启动系统,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-
方向盘材质,,,,,,
方向盘换挡,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-
方向盘位置调节,,,,,,
整车质保,,,,,-,
整备质量(kg),1700,1644,1644,1700,1644,1700
摄像头数量,,,-,,,
接近角(°),17,17,17,17,17,17
排量(mL),1476,1476,1476,1476,1476,1476
换挡形式,,,,,,
挡位个数,无级变速,无级变速,无级变速,无级变速,无级变速,无级变速
扬声器数量,,,,,,
扬声器品牌名称,-,-,-,-,-,-
手机无线充电功能,,,-,,,
手机互联/映射,-,-,,-,-,-
手机APP远程功能,,,,,,
感应雨刷功能,,-,-,,-,
感应后备厢,-,-,-,●,○,-
快充功能,支持,-,-,支持,-,支持
快充功率(kW),20,-,-,20,-,20
座椅材质,,,,,,
座位数(个),,,,,,
并线辅助,-,-,-,●,-,-
巡航系统,,,-,,,
导航路况信息显示,●,●,-,●,●,●
宽度(mm),1917,1917,1917,1917,1917,1917
官方0-100km/h加速(s),7.9,7.8,7.8,7.9,7.8,7.9
安全带未系提醒,,,,,,
天窗类型,,,-,,,
大灯高度可调,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●
多媒体/充电接口,,,,,,
多功能方向盘,●,●,●,●,●,●
外后视镜功能,,,,,,
备胎规格,,,,,,
地图品牌,,,-,,,
后雨刷,-,-,-,-,-,-
后轮距(mm),1640,1640,1640,1640,1640,1640
后轮胎规格,,,,,,
后方碰撞预警,-,-,-,●,-,-
后排独立空调,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-
后排座椅放倒形式,,,,,,
后排侧隐私玻璃,-,-,-,-,○,-
后悬架类型,,,,,,
后座出风口,●,●,-,●,●,●
后备厢容积(L),605-1520,605-1520,605-1520,605-1520,605-1520,605-1520
后制动器类型,,,,,,
变速箱类型,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置
发动机型号,DFMC15TE1,DFMC15TE1,DFMC15TE1,DFMC15TE1,DFMC15TE1,DFMC15TE1
发动机,1.5T 163马力 L4,1.5T 163马力 L4,1.5T 163马力 L4,1.5T 163马力 L4,1.5T 163马力 L4,1.5T 163马力 L4
压缩比,12,12,12,12,12,12
厂商指导价(元),13.79万,12.59万,11.89万,14.99万,15.99万,16.99万
厂商,东风日产,东风日产,东风日产,东风日产,东风日产,东风日产
卫星导航系统,●,●,-,●,●,●
单踏板模式,●,●,●,●,●,●
助力类型,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-
副座椅调节方式,,,,,,
前轮距(mm),1640,1640,1640,1640,1640,1640
前轮胎规格,,,,,,
前电动机最大扭矩(N·m),320,320,320,320,320,320
前电动机最大功率(kW),150,150,150,150,150,150
前方碰撞预警,-,-,-,●,-,-
前方感知摄像头,-,-,-,,-,-
前排座椅功能,-,-,-,,-,
前悬架类型,,,,,,
前制动器类型,,,,,,
前/后驻车雷达,-,-,-,前●&nbsp;/&nbsp;后●,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,前●&nbsp;/&nbsp;后●,-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●
内后视镜功能,,,,,,
全液晶仪表盘,●,●,●,●,●,●
倒车车侧预警系统,-,-,-,●,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷
低速行车警告,●,●,●,●,●,●
主座椅调节方式,,,,,,
主动闭合式进气格栅,●,●,●,●,●,●
主动刹车/主动安全系统,-,-,-,●,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,
中控屏幕尺寸,,,,,,
上市时间,2023.07,2023.07,2023.07,2023.07,2024.01,2024.06
上坡辅助,●,●,●,●,●,●
三电系统质保,,,,,,
Wi-Fi热点,●,●,-,●,●,●
WLTC综合油耗(L/100km),1.3,2.3,2.3,1.3,2.3,1.3
WLTC纯电续航里程(km)_y,87,48,48,87,48,87
WLTC纯电续航里程(km)_x,87,48,48,87,48,87
V2X通讯,●,●,-,●,●,●
USB/Type-C接口数量,,,,,,
OTA升级,●,●,-,●,●,●
NEDC综合油耗(L/100km),0.85,1.3,1.3,0.85,1.3,0.85
NEDC纯电续航里程(km)_y,110,60,60,110,60,110
NEDC纯电续航里程(km)_x,110,60,60,110,60,110
LED日间行车灯,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●
DOW开门预警,-,-,-,●,-,-
ABS防抱死,●,●,●,●,●,●
4G/5G网络,,,-,,,
