Feature,68108,68109,68110,69330,69985,70539,70540,70541
厂商,一汽奔腾,一汽奔腾,一汽奔腾,一汽奔腾,一汽奔腾,一汽奔腾,一汽奔腾,一汽奔腾
卫星导航系统,-,-,-,-,-,-,-,-
助力类型,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,
前轮距(mm),1290,1290,1290,1290,1290,1290,1290,1290
前轮胎规格,,,,,,,,
前排座椅功能,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,
前制动器类型,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
内后视镜功能,-,-,-,-,-,,,-
全液晶仪表盘,-,-,●,-,●,●,●,●
低速行车警告,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
中控彩色屏幕,-,-,-,-,-,,,-
中控屏幕尺寸,-,-,-,-,-,,,-
上市时间,2024.05,2024.05,2024.05,2024.08,2024.10,2025.02,2025.02,2024.10
上坡辅助,●,●,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,,,
OTA升级,-,-,-,-,-,-,-,-
LED日间行车灯,-,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●
CLTC纯电续航里程(km)_y,122,170,170,122,222,222,222,222
CLTC纯电续航里程(km)_x,122,170,170,122,222,222,222,222
ABS防抱死,●,●,●,●,●,●,●,●
