Feature,58575,58576,58577
液晶仪表尺寸,,,
油箱容积(L),60,60,60
气缸数(个),4,4,4
气缸排列形式,L,L,L
每缸气门数(个),4,4,4
最高车速(km/h),190,190,190
最大马力(Ps),181,181,181
最大满载质量(kg),2226,2226,2226
最大扭矩转速(rpm),2000-3500,2000-3500,2000-3500
最大扭矩(N·m)_y,290,290,290
最大扭矩(N·m)_x,290,290,290
最大功率转速(rpm),5500,5500,5500
最大功率(kW)_y,133,133,133
最大功率(kW)_x,133,133,133
最大净功率(kW),128,128,128
无钥匙进入功能,,,
无钥匙启动系统,●,●,●
方向盘记忆,-,-,-
方向盘材质,,,
方向盘换挡,-,-,-
方向盘加热,-,-,-
方向盘位置调节,,,
整车质保,四年或10万公里,四年或10万公里,四年或10万公里
整备质量(kg),1600,1630,1630
接近角(°),15,15,15
排量(mL),1499,1499,1499
换挡形式,,,
挡位个数,7,7,7
扬声器数量,,,
扬声器品牌名称,-,-,-
手机无线充电功能,-,-,
手机互联/映射,,,
手机APP远程功能,,,
感应雨刷功能,,,
感应后备厢,-,-,●
座椅材质,,,
座椅布局,,,
座位数(个),6,6,6
并线辅助,-,-,-
巡航系统,,,
导航路况信息显示,●,●,●
宽度(mm),1909,1909,1909
官方0-100km/h加速(s),-,-,-
安全带未系提醒,,,
天窗类型,,,
大灯高度可调,●,●,●
大灯延时关闭,●,●,●
多媒体/充电接口,,,
多功能方向盘,●,●,●
外后视镜功能,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸
地图品牌,,,
后雨刷,●,●,●
后轮距(mm),1614,1614,1614
后轮胎规格,215/60 R17,235/50 R18,235/50 R18
后排独立空调,-,-,-
后排杯架,●,●,●
后排座椅放倒形式,,,
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,●,●,●
后备厢容积(L),513,513,513
后制动器类型,盘式,盘式,盘式
变速箱类型,湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT)
变速箱,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
发动机电子防盗,●,●,●
发动机特有技术,DVVT,DVVT,DVVT
发动机布局,横置,横置,横置
发动机型号,BHE15-EFZ,BHE15-EFZ,BHE15-EFZ
发动机启停技术,●,●,●
发动机,1.5T 181马力 L4,1.5T 181马力 L4,1.5T 181马力 L4
厂商指导价(元),11.98万,12.98万,14.28万
厂商,吉利汽车,吉利汽车,吉利汽车
卫星导航系统,●,●,●
助力类型,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-
副座椅调节方式,,,
前轮距(mm),1596,1596,1596
前轮胎规格,215/60 R17,235/50 R18,235/50 R18
前方碰撞预警,-,-,●
前排座椅功能,-,-,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●
制动力分配(EBD/CBC等),●,●,●
内后视镜功能,,,
全液晶仪表盘,○,○,○
供油方式,直喷,直喷,直喷
主座椅调节方式,,,
主动刹车/主动安全系统,-,-,●
主/副驾驶座电动调节,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,
中控屏幕尺寸,,,
上市时间,2022.09,2022.09,2022.09
上坡辅助,●,●,●
Wi-Fi热点,●,●,●
WLTC综合油耗(L/100km),6.9,6.9,6.9
USB/Type-C接口数量,,,
OTA升级,○,●,●
LED日间行车灯,○,●,●
ISOFIX儿童座椅接口,●,●,●
ABS防抱死,●,●,●
4G/5G网络,,,
