Feature,63892,63893,63894,63895
最大扭矩(N·m)_y,408,408,408,408
最大扭矩(N·m)_x,408,408,408,408
最大功率转速(rpm),5500,5500,5500,5500
最大功率(kW)_y,212,212,212,212
最大功率(kW)_x,212,212,212,212
最大净功率(kW),210,210,210,210
无钥匙进入功能,,,,
无钥匙启动系统,●,●,●,●
方向盘记忆,-,-,-,-
方向盘材质,,,,
方向盘换挡,-,-,-,-
方向盘加热,-,-,-,-
方向盘位置调节,,,,
整车质保,-,-,-,-
整备质量(kg),2546,2580,2580,2580
摄像头数量,,,,
推荐燃油标号,92号,92号,92号,92号
接近角(°),32,32,32,32
排量(mL),4598,4598,4598,4598
换挡形式,,,,
挡位个数,6,6,6,6
拖挂钩,,,,
扬声器数量,,,,
扬声器品牌名称,-,-,-,-
手机无线充电功能,-,-,-,-
手机互联/映射,-,-,-,-
感应雨刷功能,,,,
座椅材质,,,,
座位数(个),,,,
并线辅助,-,-,-,-
巡航系统,,,,
导航路况信息显示,-,-,-,-
宽度(mm),2026,2026,2026,2026
官方0-100km/h加速(s),-,-,-,-
安全带未系提醒,,,,
天窗类型,-,,,
大灯高度可调,●,●,●,●
大灯延时关闭,-,-,-,-
多媒体/充电接口,,,,
多功能方向盘,●,●,●,●
外后视镜功能,,,,
备胎规格,,,,
四驱形式,,,,
后雨刷,●,●,●,●
后轮距(mm),1696,1696,1696,1696
后轮胎规格,,,,
后排独立空调,●,●,●,●
后排杯架,●,●,●,●
后排座椅放倒形式,,,,
后悬架类型,,,,
后座出风口,●,●,●,●
后备厢容积(L),-,-,-,-
后制动器类型,,,,
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体
发动机电子防盗,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置
发动机型号,FT8VG46KH,FT8VG46KH,FT8VG46KH,FT8VG46KH
发动机,4.6L 288马力 V8,4.6L 288马力 V8,4.6L 288马力 V8,4.6L 288马力 V8
压缩比,10.2,10.2,10.2,10.2
厂商指导价(元),25.80万,32.88万,36.88万,49.88万
厂商,恒天汽车,恒天汽车,恒天汽车,恒天汽车
卫星导航系统,●,●,●,●
助力类型,,,,
副驾驶位后排可调节按钮,-,-,-,-
副座椅调节方式,,,,
前轮距(mm),1710,1710,1710,1710
前轮胎规格,,,,
前排座椅功能,,,,
前悬架类型,,,,
前制动器类型,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-
前/后排侧气囊,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
准拖挂车总质量(kg),2500,2500,2500,2500
内后视镜功能,-,-,-,-
全液晶仪表盘,-,-,-,-
供油方式,-,-,-,-
主座椅调节方式,,,,
主动刹车/主动安全系统,-,-,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,
中控屏幕尺寸,-,-,-,-
上市时间,2023.08,2023.08,2023.08,2023.08
上坡辅助,●,●,●,●
USB/Type-C接口数量,-,-,-,-
OTA升级,-,-,-,-
NEDC综合油耗(L/100km),12.9,12.9,12.9,12.9
LED日间行车灯,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●
ABS防抱死,●,●,●,●
