Feature,66105,66106,66107,66108
后雨刷,-,-,-,-
后轮距(mm),-,-,-,-
后轮胎规格,,,,
后电动机最大扭矩(N·m),350,350,350,350
后电动机最大功率(kW),168,160,160,180
后电动机型号,EM17,EM18,EM18,EM18
后方碰撞预警,●,●,●,●
后排独立空调,-,-,-,-
后排杯架,●,●,●,●
后排座椅放倒形式,,,,
后排侧隐私玻璃,●,●,●,●
后排侧窗遮阳帘,-,-,,
后悬架类型,,,,
后座出风口,●,●,●,●
后备厢容积(L),432,432,432,432
后制动器类型,,,,
可变悬架功能,-,-,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),28.68万,30.38万,35.28万,37.33万
厂商,捷尼赛思,捷尼赛思,捷尼赛思,捷尼赛思
卫星导航系统,●,●,●,●
单踏板模式,●,●,●,●
助力类型,,,,
副驾驶位后排可调节按钮,-,-,●,●
副座椅调节方式,,,,
前轮距(mm),-,-,-,-
前轮胎规格,,,,
前电动机最大扭矩(N·m),-,255,255,350
前电动机最大功率(kW),-,74,74,180
前电动机型号,-,EM07,EM07,EM07
前方碰撞预警,●,●,●,●
前方感知摄像头,,,,
前排座椅功能,,,,
前排中间气囊,●,●,●,●
前悬架类型,,,,
前制动器类型,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
内后视镜功能,,,,
全液晶仪表盘,●,●,●,●
倒车车侧预警系统,●,●,●,●
低速行车警告,●,●,●,●
主座椅调节方式,,,,
主动降噪,○,○,●,●
主动刹车/主动安全系统,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,
中控屏幕尺寸,,,,
上市时间,2023.12,2023.12,2023.12,2023.12
上坡辅助,-,-,-,-
USB/Type-C接口数量,,,,
OTA升级,●,●,●,●
LED日间行车灯,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●
HUD抬头数字显示,●,●,●,●
ETC装置,●,●,●,●
DOW开门预警,●,●,●,●
CLTC纯电续航里程(km)_y,645,618,618,551
CLTC纯电续航里程(km)_x,645,618,618,551
AR实景导航,●,●,●,●
ABS防抱死,●,●,●,●
4G/5G网络,,,,
