Feature,54932,54933
电动后备厢位置记忆,●,●
电动后备厢,●,●
牵引力控制(ASR/TCS/TRC等),●,●
灯光特色功能,,
满载最小离地间隙(mm),139,139
温度分区控制,●,●
液晶仪表尺寸,,
最高车速(km/h),200,200
最小转弯半径(m),6.1,6.1
最大满载质量(kg),3100,3100
最大扭矩(N·m),664,664
最大功率(kW),300,300
无钥匙进入功能,,
无钥匙启动系统,●,●
方向盘记忆,-,-
方向盘材质,,
方向盘换挡,●,●
方向盘加热,○,○
方向盘位置调节,,
整车质保,,
整备质量(kg),2610,2610
换挡形式,,
挡位个数,2,2
扬声器数量,,
扬声器品牌名称,,
手机无线充电功能,,
手机互联/映射,,
感应雨刷功能,,
感应后备厢,●,●
快充功能,支持,支持
座椅材质,,
座位数(个),,
并线辅助,●,●
巡航系统,,
导航路况信息显示,●,●
宽度(mm),1935,1935
官方0-100km/h加速(s),5.7,5.7
安全带未系提醒,,
天窗类型,,
大灯高度可调,●,●
大灯清洗装置,●,●
大灯延时关闭,●,●
夜视系统,○,○
多层隔音玻璃,,
多媒体/充电接口,,
多功能方向盘,●,●
外后视镜功能,,
备胎规格,,
四驱形式,,
后雨刷,-,-
后轮距(mm),-,-
后轮胎规格,,
后电动机最大扭矩(N·m),355,355
后电动机最大功率(kW),165,165
后方碰撞预警,●,●
后排独立空调,-,●
后排杯架,●,●
后排座椅放倒形式,,
后排侧隐私玻璃,○,○
后排侧窗遮阳帘,,
后悬架类型,,
后座出风口,●,●
后备厢容积(L),555-1680,555-1680
后制动器类型,,
可变转向比,●,●
可变悬架功能,,
变速箱类型,自动变速箱(AT),自动变速箱(AT)
厂商指导价(元),66.98万,72.98万
厂商,奥迪(进口),奥迪(进口)
卫星导航系统,●,●
助力类型,,
副驾驶位后排可调节按钮,-,-
副座椅调节方式,,
前轮距(mm),-,-
前轮胎规格,,
前电动机最大扭矩(N·m),309,309
前电动机最大功率(kW),135,135
前方碰撞预警,●,●
前排座椅功能,,
前悬架类型,,
前大灯雨雾模式,●,●
前备厢容积(L),60,60
前制动器类型,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●
制动力分配(EBD/CBC等),●,●
内后视镜功能,,
全液晶仪表盘,●,●
倒车车侧预警系统,●,●
低速行车警告,●,●
主座椅调节方式,,
主动闭合式进气格栅,●,●
主动刹车/主动安全系统,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,
中控屏幕尺寸,,
中控下屏幕尺寸,,
上市时间,2021.12,2021.12
上坡辅助,●,●
三电系统质保,,
USB/Type-C接口数量,,
OTA升级,-,-
NEDC纯电续航里程(km)_y,500,500
NEDC纯电续航里程(km)_x,500,500
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
HUD抬头数字显示,○,○
DOW开门预警,●,●
ABS防抱死,●,●
4G/5G网络,,
