Feature,57490,57494,60201,60202,61022,61466,61467,61468,61469,61470,61471,61472,61473,61474,63492,63493,63494,63495,63496,64276,64626
车道偏离预警系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车道保持辅助系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车载空气净化器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车身结构_y,两厢车,两厢车,软顶敞篷车,软顶敞篷车,软顶敞篷车,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车,两厢车,软顶敞篷车,两厢车,两厢车
车身结构_x,3门4座两厢车,5门5座两厢车,2门4座软顶敞篷车,2门4座软顶敞篷车,2门4座软顶敞篷车,3门4座两厢车,5门5座两厢车,3门4座两厢车,5门5座两厢车,3门4座两厢车,3门4座两厢车,5门5座两厢车,3门4座两厢车,5门5座两厢车,3门4座两厢车,5门5座两厢车,3门4座两厢车,5门5座两厢车,2门4座软顶敞篷车,3门4座两厢车,3门4座两厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车联网,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,,,,,,,,,,,,,
车型名称,MINI 2023款 1.5T ONE,MINI 2023款 1.5T ONE 五门版,MINI 2023款 改款 2.0T COOPER S CABRIO 艺术家,MINI 2023款 2.0T COOPER S CABRIO 执迷特别版,MINI 2023款 2.0T COOPER S CABRIO 海岸线纪念版,MINI 2023款 改款 1.5T COOPER 艺术家,MINI 2023款 改款 1.5T COOPER 艺术家 五门版,MINI 2023款 改款 2.0T COOPER S 艺术家,MINI 2023款 改款 2.0T COOPER S 艺术家 五门版,MINI 2023款 改款 2.0T COOPER S 赛车手,MINI 2023款 1.5T COOPER 执迷版,MINI 2023款 1.5T COOPER 执迷版 五门版,MINI 2023款 2.0T COOPER S 执迷版,MINI 2023款 2.0T COOPER S 执迷版 五门版,MINI 2023款 1.5T COOPER 国王十字特别版,MINI 2023款 1.5T COOPER 国王十字特别版 五门版,MINI 2023款 2.0T COOPER S 国王十字特别版,MINI 2023款 2.0T COOPER S 国王十字特别版 五门版,MINI 2023款 2.0T COOPER S CABRIO 国王十字特别版,MINI 2023款 1.5T COOPER 紫夜出逃 特别版,MINI 2023款 2.0T COOPER S 紫夜出逃 特别版
车前雾灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内环境氛围灯,-,-,,,,,,,,,,,,,,,,,,,
车内化妆镜,,,,,,,,,,,,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
语音识别控制系统,,,,,,,,,,,,,,,,,,,,,
行车电脑显示屏幕,,,,,,,,,,,,,,,,,,,,,
行程(mm),94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6,94.6
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动泊车入位,-,-,●,●,●,○,○,○,○,○,●,●,●,●,○,○,○,○,●,○,○
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,,,,,,,,,,,,,,,
缺气保用轮胎,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,小型车,小型车,小型车,小型车,小型车,小型车,小型车,小型车,小型车,小型车,小型车,小型车,小型车,小型车,小型车,小型车,小型车,小型车,小型车,小型车,小型车
简称,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,,,,,,,,,,,,
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
温度分区控制,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
油箱容积(L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
气缸数(个),3,3,4,4,4,3,3,4,4,4,3,3,4,4,3,3,4,4,4,3,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),193,192,230,230,230,210,207,230,230,230,210,207,230,230,210,207,230,230,230,210,230
最大马力(Ps),102,102,192,192,192,136,136,178,178,178,136,136,178,178,136,136,178,178,192,136,178
最大满载质量(kg),1600,1735,1745,1745,1745,1610,1740,1645,1775,1645,1610,1740,1645,1775,1610,1740,1645,1775,1745,1610,1645
最大扭矩转速(rpm),1380-3600,1380-3600,1350-4600,1350-4600,1350-4600,1480-4100,1480-4100,1350-4600,1350-4600,1350-4600,1480-4100,1480-4100,1350-4600,1350-4600,1480-4100,1480-4100,1350-4600,1350-4600,1350-4600,1480-4100,1350-4600
最大扭矩(N·m)_y,190,190,280,280,280,220,220,280,280,280,220,220,280,280,220,220,280,280,280,220,280
最大扭矩(N·m)_x,190,190,280,280,280,220,220,280,280,280,220,220,280,280,220,220,280,280,280,220,280
最大功率转速(rpm),3900-6500,3900-6500,5000-6000,5000-6000,5000-6000,4500-6500,4500-6500,5000-6000,5000-6000,5000-6000,4500-6500,4500-6500,5000-6000,5000-6000,4500-6500,4500-6500,5000-6000,5000-6000,5000-6000,4500-6500,5000-6000
最大功率(kW)_y,75,75,141,141,141,100,100,131,131,131,100,100,131,131,100,100,131,131,141,100,131
最大功率(kW)_x,75,75,141,141,141,100,100,131,131,131,100,100,131,131,100,100,131,131,141,100,131
最大净功率(kW),75,75,141,141,141,100,100,131,131,131,100,100,131,131,100,100,131,131,141,100,131
无钥匙进入功能,-,-,,,,,,,,,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
无框设计车门,●,-,●,●,●,●,-,●,-,●,●,-,●,-,●,-,●,-,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,,,,,,,,
方向盘换挡,-,-,●,●,●,-,-,●,●,●,-,-,●,●,-,-,●,●,●,-,●
方向盘加热,-,-,-,-,-,○,○,○,○,○,○,○,○,○,○,○,○,○,-,○,○
方向盘位置调节,,,,,,,,,,,,,,,,,,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1232,1291,1375,1375,1375,1235,1290,1254,1336,1254,1235,1290,1254,1336,1235,1290,1254,1309,1375,1235,1254
排量(mL),1499,1499,1998,1998,1998,1499,1499,1998,1998,1998,1499,1499,1998,1998,1499,1499,1998,1998,1998,1499,1998
换挡形式,,,,,,,,,,,,,,,,,,,,,
挡位个数,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
扬声器数量,,,,,,,,,,,,,,,,,,,,,
扬声器品牌名称,-,-,,,,,,,,,,,,,,,,,,,
手机无线充电功能,-,-,,,,,,,,-,,,,,,,,,,,
手机互联/映射,-,-,,,,,,,,,,,,,,,,,,,
手机APP远程功能,-,-,,,,,,,,,,,,,,,,,,,
感应雨刷功能,,,,,,,,,,,,,,,,,,,,,
座椅材质,,,,,,,,,,,,,,,,,,,,,
座位数(个),4,5,4,4,4,4,5,4,5,4,4,5,4,5,4,5,4,5,4,4,4
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
巡航系统,,,,,,,,,,,,,,,,,,,,,
导航路况信息显示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
宽度(mm),1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727
官方0-100km/h加速(s),10.3,10.6,7.1,7.1,7.1,8.1,8.3,6.7,6.8,6.7,8.1,8.3,6.7,6.8,8.1,8.3,6.7,6.8,7.1,8.1,6.7
安全带未系提醒,,,,,,,,,,,,,,,,,,,,,
天窗类型,,,-,-,-,,,,,,,,,,,,,,-,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,,,,,,,,,,
备胎规格,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
四驱形式,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,●,●,-,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●
后轮距(mm),1501,1501,1501,1501,1501,1501,1501,1485,1485,1485,1501,1501,1485,1485,1501,1501,1485,1485,1501,1501,1485
后轮胎规格,195/55 R16,195/55 R16,205/40 R18,205/40 R18,205/40 R18,205/45 R17,205/45 R17,205/40 R18,205/40 R18,205/40 R18,205/40 R18,205/40 R18,205/40 R18,205/40 R18,205/40 R18,205/40 R18,205/40 R18,205/40 R18,205/40 R18,205/45 R17,205/40 R18
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,,,,,,,,,,,,,,
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后备厢容积(L),211-731,278-941,160-215,160-215,160-215,211-731,278-941,211-731,278-941,211-731,211-731,278-941,211-731,278-941,211-731,278-941,211-731,278-941,160-215,211-731,211-731
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变悬架功能,-,-,,,,,,,,,,,,,,,,,,,
可加热喷水嘴,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
变速箱类型,湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT)
变速箱,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,B38A15A,B38A15A,B48A20A,B48A20A,B48A20A,B38A15A,B38A15A,B48A20A,B48A20A,B48A20A,B38A15A,B38A15A,B48A20A,B48A20A,B38A15A,B38A15A,B48A20A,B48A20A,B48A20A,B38A15A,B48A20A
发动机启停技术,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机,1.5T 102马力 L3,1.5T 102马力 L3,2.0T 192马力 L4,2.0T 192马力 L4,2.0T 192马力 L4,1.5T 136马力 L3,1.5T 136马力 L3,2.0T 178马力 L4,2.0T 178马力 L4,2.0T 178马力 L4,1.5T 136马力 L3,1.5T 136马力 L3,2.0T 178马力 L4,2.0T 178马力 L4,1.5T 136马力 L3,1.5T 136马力 L3,2.0T 178马力 L4,2.0T 178马力 L4,2.0T 192马力 L4,1.5T 136马力 L3,2.0T 178马力 L4
压缩比,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
厂商指导价(元),19.98万,20.98万,36.83万,37.83万,37.88万,24.03万,25.03万,29.38万,30.38万,30.26万,25.83万,26.83万,31.06万,32.06万,26.08万,26.33万,30.58万,31.58万,37.68万,24.03万,29.38万
厂商,MINI,MINI,MINI,MINI,MINI,MINI,MINI,MINI,MINI,MINI,MINI,MINI,MINI,MINI,MINI,MINI,MINI,MINI,MINI,MINI,MINI
卫星导航系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,,,,,,,,,,
前轮距(mm),1501,1501,1501,1501,1501,1501,1501,1485,1485,1485,1501,1501,1485,1485,1501,1501,1485,1485,1501,1501,1485
前轮胎规格,195/55 R16,195/55 R16,205/40 R18,205/40 R18,205/40 R18,205/45 R17,205/45 R17,205/40 R18,205/40 R18,205/40 R18,205/40 R18,205/40 R18,205/40 R18,205/40 R18,205/40 R18,205/40 R18,205/40 R18,205/40 R18,205/40 R18,205/45 R17,205/40 R18
前排座椅功能,-,-,,,,,,,,,,,,,,,,,,,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后○,前○&nbsp;/&nbsp;后○,前○&nbsp;/&nbsp;后○,前○&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,,,,,,,,,,
全液晶仪表盘,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,,,,,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,,,,,,,,,
中央差速器结构,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上市时间,2022.06,2022.06,2022.10,2022.10,2023.04,2022.12,2022.12,2022.12,2022.12,2022.12,2022.12,2022.12,2022.12,2022.12,2023.06,2023.06,2023.06,2023.06,2023.06,2023.09,2023.09
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),5.9,5.9,6.3,6.3,6.3,6.1,6.2,6.2,6.4,6.2,6.1,6.2,6.2,6.4,6.1,6.2,6.2,6.4,6.3,6.1,6.2
USB/Type-C接口数量,,,,,,,,,,,,,,,,,,,,,
OTA升级,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
