Feature,66755,66790,66886,66887,66889,66890,66891
能源类型_x,汽油+48V轻混系统,汽油+48V轻混系统,汽油,汽油,汽油,汽油,汽油+48V轻混系统
胎压监测功能,,,,,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铸铁,铸铁,铸铁,铸铁,铝合金
级别,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车
简称,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
第二排座椅调节,-,-,-,-,-,,
第二排座椅电动调节,-,-,-,-,-,○,○
第二排座椅功能,,,,,-,,
空调温度控制方式,,,,,,,
空气质量监测,●,●,●,●,●,●,●
空气悬架,●,●,-,-,-,-,●
离去角(°),17,17,15,15,15,15,17
疲劳驾驶提示,-,-,-,-,-,-,-
电动座椅记忆功能,,,,,-,,
电动吸合车门,,,-,-,-,,
电动后备厢,●,●,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号
灯光特色功能,,,,,,,
激光雷达数量,,,-,-,-,-,-
温度分区控制,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,
油箱容积(L),73,73,73,73,73,73,73
气缸数(个),6,6,4,4,4,4,6
气缸排列形式,V,V,L,L,L,L,V
每缸气门数(个),4,4,4,4,4,4,4
最高车速(km/h),208,208,208,208,208,208,208
最小转弯半径(m),5.9,5.9,6.3,6.3,6.3,6.3,5.9
最大马力(Ps),340,340,245,245,245,245,340
最大满载质量(kg),2480,2480,2400,2400,2335,2400,2480
最大扭矩转速(rpm),1370-4500,1370-4500,1600-4300,1600-4300,1600-4300,1600-4300,1370-4500
最大扭矩(N·m)_y,500,500,370,370,370,370,500
最大扭矩(N·m)_x,500,500,370,370,370,370,500
最大功率转速(rpm),5000-6400,5000-6400,5000-6500,5000-6500,5000-6500,5000-6500,5000-6400
最大功率(kW)_y,250,250,180,180,180,180,250
最大功率(kW)_x,250,250,180,180,180,180,250
最大净功率(kW),250,250,180,180,180,180,250
无钥匙进入功能,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●
无框设计车门,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-
方向盘材质,,,,,,,
方向盘换挡,●,●,●,●,●,●,●
方向盘加热,●,●,○,○,-,○,○
方向盘位置调节,,,,,,,
整车质保,,,,,,,
整备质量(kg),2040,2040,1920,1920,1855,1920,2040
整体主动转向系统,●,●,-,-,-,-,●
摄像头数量,,,,,,,
接近角(°),13,13,13,13,13,13,13
排量(mL),2995,2995,1984,1984,1984,1984,2995
换挡形式,,,,,,,
挡位个数,7,7,7,7,7,7,7
扬声器数量,,,,,,,
扬声器品牌名称,,,,,,,
手机无线充电功能,-,-,-,-,,,
手机互联/映射,,,,,,,
手机APP远程功能,,,,,,,
感应雨刷功能,,,,,,,
感应后备厢,●,●,●,●,●,●,●
座椅材质,,,,,,,
座位数(个),,,,,,,
并线辅助,●,●,○,○,-,○,○
巡航系统,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●
宽度(mm),1908,1908,1908,1908,1908,1908,1908
官方0-100km/h加速(s),5.6,5.6,7.5,7.5,7.9,7.5,5.6
安全带未系提醒,,,,,,,
天窗类型,,,,,,,
大灯高度可调,●,●,●,●,●,●,●
大灯清洗装置,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●
夜视系统,-,-,-,-,-,○,○
多媒体/充电接口,,,,,,,
多功能方向盘,●,●,●,●,●,●,●
外观套件,,,,,,,
外后视镜功能,,,,,,,
备胎规格,,,,,,,
备胎放置方式,,,,,,,
四驱形式,,,,,-,,
后雨刷,-,-,-,-,-,-,-
后轮距(mm),1629,1629,1629,1629,1629,1629,1629
后轮胎规格,,,,,,,
后方碰撞预警,●,●,○,○,-,○,○
后排独立空调,●,●,●,●,●,●,●
后排杯架,●,●,●,●,●,●,●
后排控制多媒体,-,-,-,-,-,○,○
后排座椅放倒形式,-,-,-,-,-,-,-
后排侧隐私玻璃,●,●,○,-,-,○,○
后悬架类型,,,,,,,
后座出风口,●,●,●,●,●,●,●
后备厢容积(L),384,384,384,384,384,384,384
后制动器类型,,,,,,,
可变转向比,●,●,●,●,●,●,●
可变悬架功能,,,-,-,-,-,
可加热喷水嘴,-,-,-,-,-,○,○
变速箱类型,湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT)
变速箱,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
发动机电子防盗,●,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,DLZ,DLZ,DTK,DTK,DTK,DTK,DLZ
发动机启停技术,●,●,●,●,●,●,●
发动机,3.0T 340马力 V6,3.0T 340马力 V6,2.0T 245马力 L4,2.0T 245马力 L4,2.0T 245马力 L4,2.0T 245马力 L4,3.0T 340马力 V6
厂商指导价(元),66.62万,65.62万,47.97万,49.77万,41.87万,45.97万,60.47万
厂商,上汽奥迪,上汽奥迪,上汽奥迪,上汽奥迪,上汽奥迪,上汽奥迪,上汽奥迪
卫星导航系统,●,●,●,●,●,●,●
助力类型,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,○,○
副座椅调节方式,,,,,,,
前轮距(mm),1644,1644,1644,1644,1644,1644,1644
前轮胎规格,,,,,,,
前方碰撞预警,●,●,●,●,●,●,●
前方感知摄像头,,,,,,,
前排座椅功能,,,,,-,,
前悬架类型,,,,,,,
前大灯雨雾模式,●,●,●,●,●,●,●
前制动器类型,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内后视镜功能,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●
倒车车侧预警系统,●,●,○,○,-,○,○
侧窗多层隔音玻璃,,,,-,-,,
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,
主动刹车/主动安全系统,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,
中控屏幕尺寸,,,,,,,
中控下屏幕尺寸,,,,,,,
中央差速器结构,,,,,-,,
上市时间,2024.03,2024.03,2024.03,2024.03,2024.03,2024.03,2024.03
上坡辅助,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),8.6,8.6,7.6,7.6,7.4,7.6,8.6
V2X通讯,●,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,,
OTA升级,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,○,○
DOW开门预警,●,●,○,○,-,○,○
ABS防抱死,●,●,●,●,●,●,●
4G/5G网络,,,,,,,
