Feature,62440,62441,64724,64725,64726,66151,66152
整备质量(kg),1755,1810,1755,1810,1810,1755,1755
摄像头数量,,,,,,,
接近角(°),15,15,15,15,15,15,15
排量(mL),-,1480,-,1480,1480,-,-
换挡形式,,,,,,,
挡位个数,1,1,1,1,1,1,1
扬声器数量,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-
手机无线充电功能,,,,,,,
手机互联/映射,,,,,,,
手机APP远程功能,,,,,,,
慢充时间(小时)_y,-,-,-,-,-,-,-
慢充时间(小时)_x,-,-,-,-,-,-,-
感应雨刷功能,,,,,,,
快充电量百分比,30-80,30-80,30-80,30-80,30-80,30-80,30-80
快充电量(%),30-80,30-80,30-80,30-80,30-80,30-80,30-80
快充时间(小时)_y,0.42,0.5,0.42,0.5,0.5,0.42,0.42
快充时间(小时)_x,0.42,0.5,0.42,0.5,0.5,0.42,0.42
快充功能,支持,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,,
座位数(个),5,5,5,5,5,5,5
并线辅助,●,●,-,-,-,●,●
巡航系统,,,,,,,
屏幕分辨率,,,,,,,
屏幕像素密度,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●
对外放电,●,●,●,●,●,●,●
宽度(mm),1910,1910,1910,1910,1910,1910,1910
官方0-100km/h加速(s),6,7.8,6,7.8,7.8,6,6
安全带未系提醒,,,,,,,
天窗类型,,,,,,,
大灯高度可调,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,
多功能方向盘,●,●,●,●,●,●,●
外后视镜功能,,,,,,,
备胎规格,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具
地图品牌,,,,,,,
四驱形式,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-
后轮距(mm),1650,1650,1650,1650,1650,1650,1650
后轮胎规格,225/55 R18,225/55 R18,225/55 R18,225/55 R18,225/55 R18,225/55 R18,225/55 R18
后电动机最大扭矩(N·m),320,320,320,320,320,320,320
后电动机最大功率(kW),190,160,190,160,160,190,190
后方碰撞预警,●,●,-,-,-,●,●
后排独立空调,-,-,-,-,-,-,-
后排杯架,●,●,-,-,●,-,●
后排座椅放倒形式,,,,,,,
后悬架类型,H型多连杆独立悬架,H型多连杆独立悬架,H型多连杆独立悬架,H型多连杆独立悬架,H型多连杆独立悬架,H型多连杆独立悬架,H型多连杆独立悬架
后座出风口,●,●,●,●,●,●,●
后备厢容积(L),450-1100,450-1100,450-1100,450-1100,450-1100,450-1100,450-1100
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可见即可说,●,●,●,●,●,●,●
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,-,●,-,●,●,-,-
发动机特有技术,-,阿特金森循环,-,阿特金森循环,阿特金森循环,-,-
发动机布局,-,横置,-,横置,横置,-,-
发动机型号,-,JL473QJ,-,JL473QJ,JL473QJ,-,-
发动机,-,1.5L 95马力 L4,-,1.5L 95马力 L4,1.5L 95马力 L4,-,-
厂商指导价(元),17.69万,17.59万,16.69万,15.59万,16.49万,16.79万,17.99万
厂商,长安启源,长安启源,长安启源,长安启源,长安启源,长安启源,长安启源
卫星导航系统,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,
前轮距(mm),1640,1640,1640,1640,1640,1640,1640
前轮胎规格,225/55 R18,225/55 R18,225/55 R18,225/55 R18,225/55 R18,225/55 R18,225/55 R18
前方碰撞预警,●,●,●,●,●,●,●
前排座椅功能,,,-,-,,,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●,●
内后视镜功能,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-
倒车车侧预警系统,●,●,-,-,-,●,●
供油方式,-,多点电喷,-,多点电喷,多点电喷,-,-
低速行车警告,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,
主动闭合式进气格栅,●,-,●,-,-,●,●
主动刹车/主动安全系统,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,
中控屏幕尺寸,,,,,,,
中央差速器结构,-,-,-,-,-,-,-
上市时间,2023.09,2023.09,2023.09,2023.09,2023.09,2023.12,2023.12
上坡辅助,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),-,0.75,-,0.75,0.75,-,-
WLTC纯电续航里程(km)_y,-,170,-,170,170,-,-
WLTC纯电续航里程(km)_x,-,170,-,170,170,-,-
USB/Type-C接口数量,,,,,,,
OTA升级,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●
DOW开门预警,●,●,-,-,-,●,●
CLTC纯电续航里程(km)_y,515,200,515,200,200,515,515
CLTC纯电续航里程(km)_x,515,200,515,200,200,515,515
AR实景导航,●,●,-,●,●,-,●
AR-HUD增强现实抬头显示,●,●,-,●,●,-,●
ABS防抱死,●,●,●,●,●,●,●
4G/5G网络,,,,,,,
