Feature,64089,64113,64114,65340,67032,67033
电动后备厢位置记忆,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号
温度分区控制,●,●,●,●,●,●
液晶仪表尺寸,,,,,,
油箱容积(L),66,66,66,66,66,66
气缸数(个),4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4
最高车速(km/h),210,210,210,210,210,210
最小转弯半径(m),6.25,6.25,6.25,6.25,6.25,6.25
最大马力(Ps),220,220,186,186,220,220
最大满载质量(kg),2130,2120,2110,2130,2120,2130
最大扭矩转速(rpm),1600-4300,1600-4300,1600-4050,1600-4050,1600-4300,1600-4300
最大扭矩(N·m)_y,350,350,320,320,350,350
最大扭矩(N·m)_x,350,350,320,320,350,350
最大功率转速(rpm),4900-6700,4900-6700,4150-6000,4150-6000,4900-6700,4900-6700
最大功率(kW)_y,162,162,137,137,162,162
最大功率(kW)_x,162,162,137,137,162,162
最大净功率(kW),162,162,137,137,162,162
无钥匙进入功能,,,,,,
无钥匙启动系统,●,●,●,●,●,●
无框设计车门,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-
方向盘材质,,,,,,
方向盘换挡,●,●,●,●,●,●
方向盘加热,●,●,-,●,●,●
方向盘位置调节,,,,,,
整车质保,,,,,,
整备质量(kg),1660,1650,1640,1654,1650,1660
接近角(°),16,15,15,16,15,16
排量(mL),1984,1984,1984,1984,1984,1984
换挡形式,,,,,,
挡位个数,7,7,7,7,7,7
扬声器数量,,,,,,
扬声器品牌名称,,,,,,
手机无线充电功能,,,-,-,,
手机互联/映射,,,,,,
手机APP远程功能,,,,,,
感应雨刷功能,,,,,,
感应后备厢,●,●,-,-,●,●
座椅材质,,,,,,
座位数(个),,,,,,
并线辅助,○,○,-,-,●,●
巡航系统,,,,,,
导航路况信息显示,●,●,●,●,●,●
宽度(mm),1870,1870,1870,1870,1870,1870
官方0-100km/h加速(s),7.9,7.9,8.8,8.9,7.9,7.9
安全带未系提醒,,,,,,
天窗类型,,,,,,
大灯高度可调,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●
多媒体/充电接口,,,,,,
多功能方向盘,●,●,●,●,●,●
外观套件,-,,,-,,-
外后视镜功能,,,,,,
备胎规格,,,,,,
后雨刷,●,-,-,●,-,●
后轮距(mm),1572,1572,1572,1572,1572,1572
后轮胎规格,,,,,,
后方碰撞预警,-,-,-,-,●,●
后排独立空调,●,●,●,●,●,●
后排杯架,●,●,●,●,●,●
后排座椅放倒形式,,,,,,
后排侧隐私玻璃,-,-,-,-,●,●
后悬架类型,,,,,,
后座出风口,●,●,●,●,●,●
后备厢容积(L),514,501,501,514,501,514
后制动器类型,,,,,,
可变悬架功能,,,-,-,,
可加热喷水嘴,○,○,-,-,○,○
变速箱类型,湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT)
变速箱,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
发动机电子防盗,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置
发动机型号,EA888-DTJ,EA888-DTJ,EA888-DTH,EA888-DTH,EA888-DTJ,EA888-DTJ
发动机启停技术,●,●,●,●,●,●
发动机,2.0T 220马力 L4,2.0T 220马力 L4,2.0T 186马力 L4,2.0T 186马力 L4,2.0T 220马力 L4,2.0T 220马力 L4
厂商指导价(元),27.49万,26.79万,24.99万,25.69万,29.29万,29.99万
厂商,一汽-大众,一汽-大众,一汽-大众,一汽-大众,一汽-大众,一汽-大众
卫星导航系统,●,●,●,●,●,●
助力类型,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-
副座椅调节方式,,,,,,
前轮距(mm),1586,1586,1586,1586,1586,1586
前轮胎规格,,,,,,
前方碰撞预警,●,●,○,○,●,●
前排座椅功能,,,,,,
前悬架类型,,,,,,
前大灯雨雾模式,●,●,○,○,●,●
前制动器类型,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●
内后视镜功能,,,,,,
全液晶仪表盘,●,●,●,●,●,●
倒车车侧预警系统,-,-,-,-,●,●
供油方式,直喷,直喷,混合喷射,混合喷射,直喷,直喷
主座椅调节方式,,,,,,
主动刹车/主动安全系统,●,●,○,○,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,
中控屏幕尺寸,,,,,,
上市时间,2024.03,2024.03,2024.03,2024.03,2024.03,2024.03
上坡辅助,●,●,●,●,●,●
WLTC综合油耗(L/100km),7.28,7.15,6.76,6.84,7.15,7.28
USB/Type-C接口数量,,,,,,
OTA升级,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●
HUD抬头数字显示,○,○,-,-,○,○
ETC装置,○,○,○,○,○,○
ABS防抱死,●,●,●,●,●,●
4G/5G网络,,,,,,
