Feature,48258,49149,49150,49250,61551,61555,63425,63426,64457,64458
车内PM2.5过滤装置,●,●,●,●,●,●,-,-,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
语音识别控制系统,,,,-,,,-,,,
语音分区域唤醒识别,,,,-,,,-,,,
行车电脑显示屏幕,,,,,,,,,,
行李厢12V电源接口,●,●,●,●,●,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●
自适应远近光,●,○,○,-,●,●,-,●,●,●
自动驻车,●,●,●,●,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●,●,●
能源类型_y,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
能源类型_x,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,7挡干式双离合,7挡干式双离合,6挡自动,6挡自动,6挡自动,6挡自动,6挡自动,6挡自动,6挡自动,6挡自动
第二排座椅调节,-,-,-,-,,,,,,
空调温度控制方式,,,,,,,,,,
离去角(°),-,-,-,-,26,26,26,26,26,26
疲劳驾驶提示,●,○,○,-,●,●,-,●,●,●
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,○,●,-,-,○,●
电动后备厢,-,-,-,-,○,●,-,-,○,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
满载最小离地间隙(mm),163,163,163,163,-,147,-,-,147,147
温度分区控制,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,,,
油箱容积(L),58,58,58,58,54,54,54,54,54,54
气缸数(个),4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4
最高车速(km/h),188,188,186,186,187,187,187,187,187,187
最小离地间隙(mm),-,-,-,-,147,-,147,147,-,-
最大马力(Ps),140,140,160,160,160,160,160,160,160,160
最大满载质量(kg),1900,1900,1900,1900,1910,1910,1910,1910,1910,1910
最大扭矩转速(rpm),1500-3200,1500-3200,4500,4500,4500,4500,4500,4500,4500,4500
最大扭矩(N·m)_y,242,242,193,193,193,193,193,193,193,193
最大扭矩(N·m)_x,242,242,193,193,193,193,193,193,193,193
最大功率转速(rpm),6000,6000,6500,6500,6500,6500,6500,6500,6500,6500
最大功率(kW)_y,103,103,118,118,118,118,118,118,118,118
最大功率(kW)_x,103,103,118,118,118,118,118,118,118,118
最大净功率(kW),103,103,118,118,118,118,118,118,118,118
无钥匙进入功能,,,,-,,,-,,,
无钥匙启动系统,●,●,●,-,●,●,-,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,
方向盘换挡,●,●,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,
整车质保,,,,,,,,,,
整备质量(kg),1430,1430,1430,1407,1464,1464,1440,1464,1464,1464
接近角(°),-,-,-,-,16,16,16,16,16,16
排量(mL),1353,1353,1999,1999,1999,1999,1999,1999,1999,1999
换挡形式,,,,,,,,,,
挡位个数,7,7,6,6,6,6,6,6,6,6
扬声器数量,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,,,,-,-,,-,-,-,
手机互联/映射,,,,,,,,,,
手机APP远程功能,,,,-,,,-,,,
感应雨刷功能,-,-,-,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,○,●,-,-,○,●
座椅材质,,,,,,,,,,
座位数(个),,,,,,,,,,
并线辅助,-,-,-,-,-,●,-,-,-,●
巡航系统,,,,,,,,,,
导航路况信息显示,●,○,○,-,●,●,-,○,●,●
宽度(mm),1850,1850,1850,1850,1850,1850,1850,1850,1850,1850
实测油耗(L/100km),7.7,-,-,-,-,-,-,-,-,-
实测100-0km/h制动(m),39.6,-,-,-,-,-,-,-,-,-
实测0-100km/h加速(s),9.13,-,-,-,-,-,-,-,-,-
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,
天窗类型,,,,-,,,-,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,
备胎规格,,,,,,,,,,
地图品牌,,,,-,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1612,1612,1612,1612,1624,1624,1624,1624,1624,1624
后轮胎规格,,,,,,,,,,
后排独立空调,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,-,-,●,-,-,-,●
后排座椅放倒形式,,,,,,,,,,
后悬架类型,,,,,,,,,,
后座出风口,●,●,●,-,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,
变速箱类型,干式双离合变速箱(DCT),干式双离合变速箱(DCT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT)
变速箱,7挡干式双离合,7挡干式双离合,6挡自动,6挡自动,6挡自动,6挡自动,6挡自动,6挡自动,6挡自动,6挡自动
发动机电子防盗,●,●,●,●,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,G4LD,G4LD,G4NJ,G4NJ,G4NJ,G4NJ,G4NJ,G4NJ,G4NJ,G4NJ
发动机启停技术,●,●,●,●,●,●,●,●,●,●
发动机,1.4T 140马力 L4,1.4T 140马力 L4,2.0L 160马力 L4,2.0L 160马力 L4,2.0L 160马力 L4,2.0L 160马力 L4,2.0L 160马力 L4,2.0L 160马力 L4,2.0L 160马力 L4,2.0L 160马力 L4
厂商指导价(元),15.58万,13.98万,13.98万,12.98万,13.98万,15.98万,12.18万,12.98万,14.78万,16.78万
厂商,北京现代,北京现代,北京现代,北京现代,北京现代,北京现代,北京现代,北京现代,北京现代,北京现代
卫星导航系统,●,○,○,-,●,●,-,○,●,●
助力类型,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,
前轮距(mm),1602,1602,1602,1602,1617,1617,1617,1617,1617,1617
前轮胎规格,,,,,,,,,,
前方碰撞预警,●,○,○,-,●,●,-,●,●,●
前排座椅功能,,,,-,,,-,,,
前悬架类型,,,,,,,,,,
前制动器类型,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,-,-,-,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后○,前○&nbsp;/&nbsp;后○,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,
全液晶仪表盘,-,-,-,-,○,●,-,-,○,●
倒车车侧预警系统,-,-,-,-,-,●,-,-,-,●
供油方式,直喷,直喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主座椅调节方式,,,,,,,,,,
主动刹车/主动安全系统,●,○,○,-,●,●,-,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,主○&nbsp;/&nbsp;副-,主○&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,
上市时间,2020.12,2020.12,2020.12,2020.12,2023.06,2023.08,2023.06,2023.06,2023.08,2023.08
上坡辅助,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),7,7,7.3,7.3,6.94,6.94,6.86,6.94,6.94,6.94
USB/Type-C接口数量,,,,,,,,,,
OTA升级,-,-,-,-,●,●,-,○,●,●
NEDC综合油耗(L/100km),6.1,6.1,6.3,6.3,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●
ETC装置,○,○,○,○,○,○,○,○,○,○
DOW开门预警,-,-,-,-,-,●,-,-,-,●
ABS防抱死,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,-,,,-,,,
220V/230V电源,-,-,-,-,-,●,-,-,-,●
