Feature,1011383,1011385,1011387,1011389,1011391,1011393,1011395,1011397
车型名称,黄海·野牛 2021款 2.5T N2S经典版手动柴油四驱奋进版平底货箱JE4D25Q6A,黄海·野牛 2021款 2.5T N2S经典版手动柴油两驱奋进版平底货箱JE4D25Q6A,黄海·野牛 2021款 2.5T N2S经典版手动柴油四驱奔腾版平底货箱JE4D25Q6A,黄海·野牛 2021款 2.5T N2S经典版手动柴油两驱奔腾版平底货箱JE4D25Q6A,黄海·野牛 2021款 2.4T N2S经典版手动汽油四驱奋进版平底货箱4K22D4T,黄海·野牛 2021款 2.4T N2S经典版手动汽油两驱奋进版平底货箱4K22D4T,黄海·野牛 2021款 2.4T N2S经典版手动汽油四驱奔腾版平底货箱4K22D4T,黄海·野牛 2021款 2.4T N2S经典版手动汽油两驱奔腾版平底货箱4K22D4T
车前雾灯,,,,,,,,
车内环境氛围灯,-,-,-,-,-,-,-,-
车内化妆镜,-,-,-,-,-,-,-,-
车内中控锁,●,●,●,●,●,●,●,●
车体结构,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式
货箱尺寸(mm),1815x1520x480,1815x1520x480,1815x1520x480,1815x1520x480,1815x1520x480,1815x1520x480,1815x1520x480,1815x1520x480
行车电脑显示屏幕,,,,,,,,
行程(mm),-,-,-,-,-,-,-,-
蓝牙/车载电话,-,-,-,-,-,-,-,-
自适应远近光,-,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-,-,-
能源类型,柴油,柴油,柴油,柴油,汽油,汽油,汽油,汽油
胎压监测功能,,,-,-,,,-,-
缺气保用轮胎,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-,-,-,-,-
缸体材料,未知,未知,未知,未知,未知,未知,未知,未知
级别,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡
简称,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动
第二排座椅调节,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,
电动座椅记忆功能,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-,-,-
燃油标号,0号,0号,0号,0号,92号,92号,92号,92号
燃料形式,柴油,柴油,柴油,柴油,汽油,汽油,汽油,汽油
温度分区控制,-,-,-,-,-,-,-,-
油箱容积(L),70,70,70,70,70,70,70,70
气缸数(个),4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4
最高车速(km/h),-,-,-,-,-,-,-,-
最小离地间隙(mm),215,215,215,215,215,215,215,215
最大马力(Ps),150,150,150,150,218,218,218,218
最大载重质量(kg),650,650,650,650,650,650,650,650
最大满载质量(kg),-,-,-,-,-,-,-,-
最大扭矩转速(rpm),1400-2800,1400-2800,1400-2800,1400-2800,2000-4000,2000-4000,2000-4000,2000-4000
最大扭矩(N·m)_y,360,360,360,360,320,320,320,320
最大扭矩(N·m)_x,360,360,360,360,320,320,320,320
最大功率转速(rpm),3600,3600,3600,3600,5600,5600,5600,5600
最大功率(kW)_y,110,110,110,110,160,160,160,160
最大功率(kW)_x,110,110,110,110,160,160,160,160
无钥匙进入功能,-,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,
整车质保,-,-,-,-,-,-,-,-
整备质量(kg),-,-,-,-,-,-,-,-
排量(mL),2499,2499,2499,2499,2378,2378,2378,2378
挡位个数,6,6,6,6,6,6,6,6
扬声器数量,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,
座位数(个),5,5,5,5,5,5,5,5
并线辅助,-,-,-,-,-,-,-,-
工信部综合油耗(L/100km),-,-,-,-,-,-,-,-
巡航系统,,,,,,,,
宽度(mm),1840,1840,1840,1840,1840,1840,1840,1840
安全带未系提醒,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,
后雨刷,-,-,-,-,-,-,-,-
后轮距(mm),1548,1548,1548,1548,1548,1548,1548,1548
后轮胎规格,265/65 R17,265/65 R17,265/65 R17,265/65 R17,265/65 R17,265/65 R17,265/65 R17,265/65 R17
后排车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
后排独立空调,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-,-
后排侧隐私玻璃,●,●,-,-,●,●,-,-
后悬架类型,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架
后座出风口,-,-,-,-,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动
发动机电子防盗,-,-,-,-,-,-,-,-
发动机型号,JE4D25Q6A,JE4D25Q6A,JE4D25Q6A,JE4D25Q6A,4K22D4T,4K22D4T,4K22D4T,4K22D4T
发动机启停技术,-,-,-,-,-,-,-,-
发动机,2.5T 150马力 L4,2.5T 150马力 L4,2.5T 150马力 L4,2.5T 150马力 L4,2.4T 218马力 L4,2.4T 218马力 L4,2.4T 218马力 L4,2.4T 218马力 L4
压缩比,-,-,-,-,-,-,-,-
厂商指导价(元),11.9999万,10.6999万,11.6999万,10.3999万,10.9999万,9.6999万,10.6999万,9.3999万
厂商,曙光汽车,曙光汽车,曙光汽车,曙光汽车,曙光汽车,曙光汽车,曙光汽车,曙光汽车
卫星导航系统,●,●,●,●,●,●,●,●
助力类型,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力
副座椅调节方式,,,,,,,,
前轮距(mm),1548,1548,1548,1548,1548,1548,1548,1548
前轮胎规格,265/65 R17,265/65 R17,265/65 R17,265/65 R17,265/65 R17,265/65 R17,265/65 R17,265/65 R17
前排座椅功能,-,-,-,-,-,-,-,-
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
准拖挂车总质量(kg),-,-,-,-,-,-,-,-
内后视镜功能,,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,多点电喷,多点电喷,多点电喷,多点电喷
主座椅调节方式,,,,,,,,
主/副驾驶座电动调节,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,
上市时间,2021.04,2021.04,2021.04,2021.04,2021.04,2021.04,2021.04,2021.04
上坡辅助,-,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●
