Feature,66425,66426,66427,66633,67260,67261,67262,67263
扬声器数量,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,,-,-,-,-,
手机互联/映射,-,-,-,-,-,-,-,-
手机APP远程功能,,,,,,,,
慢充接口位置,车正前,车左后侧,车左后侧,车正前,车正前,车左后侧,车正前,车左后侧
感应雨刷功能,-,-,,-,-,-,-,
快充接口位置,车正前,车左后侧,车左后侧,车正前,车正前,车左后侧,车正前,车左后侧
快充功能,支持,支持,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,,,
座位数(个),,,,,,,,
并线辅助,-,-,●,-,-,-,-,●
巡航系统,,,,,,,,
导航路况信息显示,-,●,●,-,-,●,-,●
对外放电,-,-,●,-,-,-,-,●
宽度(mm),1820,1820,1820,1820,1820,1820,1820,1820
官方0-100km/h加速(s),9,9,9,9,9,9,9,9
安全带未系提醒,,,,,,,,
天窗类型,-,-,,-,-,-,-,
大灯高度可调,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,
多功能方向盘,-,-,-,-,-,-,-,-
外后视镜功能,,,,,,,,
备胎规格,,,,,,,,
地图品牌,-,,,-,-,,-,
后雨刷,-,-,-,-,-,-,-,-
后轮距(mm),1550,1550,1550,1550,1550,1550,1550,1550
后轮胎规格,,,,,,,,
后方碰撞预警,-,-,●,-,-,-,-,●
后排独立空调,-,-,-,-,-,-,-,-
后排杯架,-,-,●,-,-,-,-,●
后排座椅放倒形式,,,,,,,,
后悬架类型,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●
后备厢容积(L),540-1650,540-1650,540-1650,540-1650,540-1650,540-1650,540-1650,540-1650
后制动器类型,,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),15.29万,17.69万,18.99万,18.09万,15.29万,17.69万,18.09万,18.99万
厂商,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车,江淮汽车
卫星导航系统,-,●,●,-,-,●,-,●
助力类型,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,
前轮距(mm),1555,1555,1555,1555,1555,1555,1555,1555
前轮胎规格,,,,,,,,
前电动机最大扭矩(N·m),230,230,230,230,230,230,230,230
前电动机最大功率(kW),130,130,130,130,130,130,130,130
前电动机型号,TZ180XSIEM3H,TZ180XSIEM3H,TZ180XSIEM3H,TZ180XSIEM3H,TZ180XSIEM3H,TZ180XSIEM3H,TZ180XSIEM3H,TZ180XSIEM3H
前方碰撞预警,-,-,●,-,-,-,-,●
前排座椅功能,-,-,,-,-,-,-,
前悬架类型,,,,,,,,
前制动器类型,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●
前/后排侧气囊,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,
全液晶仪表盘,-,-,●,-,-,-,-,●
倒车车侧预警系统,-,-,●,-,-,-,-,●
主座椅调节方式,,,,,,,,
主动刹车/主动安全系统,-,-,●,-,-,-,-,●
主/副驾驶座电动调节,-,-,主●&nbsp;/&nbsp;副-,-,-,-,-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,
中控屏幕尺寸,,,,,,,,
上市时间,2024.01,2024.01,2024.01,2024.02,2024.03,2024.03,2024.03,2024.03
上坡辅助,●,●,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●
LED日间行车灯,-,-,●,-,-,-,-,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●
DOW开门预警,-,-,●,-,-,-,-,●
CLTC纯电续航里程(km)_y,460,502,502,460,460,502,460,502
CLTC纯电续航里程(km)_x,460,502,502,460,460,502,460,502
ABS防抱死,●,●,●,●,●,●,●,●
