Feature,55960,62222,62223,62421,62422,67664,68427,68428,68429,68430,68499,68502
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,,,,,,,-
语音识别控制系统,,,,,,,,,,,,
行车电脑显示屏幕,,,,,,,,,,,,
蓝牙/车载电话,○,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,-,-,-,-,-,-,-,-,-,-,-,-
自动驻车,●,●,●,-,●,●,-,●,●,●,●,-
自动头灯,-,●,●,●,●,-,●,●,●,●,●,●
能源类型_y,甲醇混动,汽油,汽油,汽油,汽油,甲醇混动,汽油,汽油,汽油,汽油,汽油,汽油
能源类型_x,甲醇混动,汽油,汽油,汽油,汽油,甲醇混动,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,,,,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车
简称,3挡DHT,CVT无级变速,CVT无级变速,5挡手动,CVT无级变速,3挡DHT,5挡手动,CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速,5挡手动
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,,,
离去角(°),21,15,15,15,15,21,15,15,15,15,15,15
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-
电芯品牌,,-,-,-,-,,-,-,-,-,-,-
电池类型,,-,-,-,-,,-,-,-,-,-,-
电机类型,-,-,-,-,-,-,-,-,-,-,-,-
电机布局,前置,-,-,-,-,前置,-,-,-,-,-,-
电动机(Ps),136,-,-,-,-,136,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,-
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,,,,,
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),180,175,175,175,175,180,175,175,175,175,175,175
最小转弯半径(m),5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
最大马力(Ps),132,127,127,127,127,132,127,127,127,127,127,127
最大满载质量(kg),1799,1665,1665,1595,1665,1799,1595,1665,1665,1665,1665,1595
最大扭矩转速(rpm),-,4000-5000,4000-5000,4000-5000,4000-5000,-,4000-5000,4000-5000,4000-5000,4000-5000,4000-5000,4000-5000
最大扭矩(N·m)_y,175,152,152,152,152,175,152,152,152,152,152,152
最大扭矩(N·m)_x,175,152,152,152,152,175,152,152,152,152,152,152
最大功率转速(rpm),-,6300,6300,6300,6300,-,6300,6300,6300,6300,6300,6300
最大功率(kW)_y,97,93,93,93,93,97,93,93,93,93,93,93
最大功率(kW)_x,97,93,93,93,93,97,93,93,93,93,93,93
最大净功率(kW),95,90,90,90,90,95,90,90,90,90,90,90
无钥匙进入功能,-,,,-,,,-,,,,,-
无钥匙启动系统,-,●,●,-,●,●,-,●,●,●,●,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,
整车质保,-,,,,,-,,,,,,
整备质量(kg),1420,1265,1265,1195,1265,1420,1195,1265,1265,1265,1265,1195
摄像头数量,,,,,,,,,,,,
推荐燃油标号,-,92号,92号,92号,92号,-,92号,92号,92号,92号,92号,92号
接近角(°),15,14,14,14,14,15,14,14,14,14,14,14
排量(mL),1799,1499,1499,1499,1499,1799,1499,1499,1499,1499,1499,1499
换挡形式,,,,,,,,,,,,
挡位个数,3,无级变速,无级变速,5,无级变速,3,5,无级变速,无级变速,无级变速,无级变速,5
扬声器数量,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射,-,,,,,-,,,,,,
手机APP远程功能,-,,,-,,-,-,,,,-,-
感应雨刷功能,,,,,,,,,,,,
感应后备厢,-,-,●,-,●,-,-,-,-,-,-,-
座椅材质,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-
巡航系统,,,,-,,,-,,,,,-
导航路况信息显示,○,●,●,●,●,●,●,●,●,●,●,●
宽度(mm),1820,1820,1820,1820,1820,1820,1820,1820,1820,1820,1820,1820
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,
天窗类型,-,,,,,,,,,,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●
多指飞屏操控,-,-,-,-,-,-,-,-,-,●,-,-
多媒体/充电接口,,,,,,,,,,,,
多功能方向盘,○,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,
备胎规格,,,,,,,,,,,-,-
备胎放置方式,-,,,,,-,,,,,-,-
地图品牌,,,,,,,,,,,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1538,1551,1551,1551,1551,1538,1551,1551,1551,1551,1551,1551
后轮胎规格,,,,,,,,,,,,
后排车门开启方式,-,-,-,-,-,-,-,-,-,-,,
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,,,,,,,,,,,
后悬架类型,,,,,,,,,,,,
后座出风口,●,●,●,-,●,●,-,●,●,●,●,-
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,,,
变速箱类型,混合动力专用变速箱(DHT),无级变速箱(CVT),无级变速箱(CVT),手动变速箱(MT),无级变速箱(CVT),混合动力专用变速箱(DHT),手动变速箱(MT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),手动变速箱(MT)
变速箱,3挡DHT,CVT无级变速,CVT无级变速,5挡手动,CVT无级变速,3挡DHT,5挡手动,CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速,5挡手动
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●
发动机特有技术,-,DVVT,DVVT,DVVT,DVVT,-,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,JLC-4M18H,BHE15-AFD,BHE15-AFD,BHE15-AFD,BHE15-AFD,JLC-4M18H,BHE15-AFD,BHE15-AFD,BHE15-AFD,BHE15-AFD,BHE15-AFD,BHE15-AFD
发动机,1.8L 132马力 L4,1.5L 127马力 L4,1.5L 127马力 L4,1.5L 127马力 L4,1.5L 127马力 L4,1.8L 132马力 L4,1.5L 127马力 L4,1.5L 127马力 L4,1.5L 127马力 L4,1.5L 127马力 L4,1.5L 127马力 L4,1.5L 127马力 L4
厂商指导价(元),10.98万,7.89万,8.89万,6.99万,8.39万,12.08万,6.99万,7.89万,8.39万,8.89万,7.29万,6.29万
厂商,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车
卫星导航系统,○,●,●,●,●,●,●,●,●,●,●,●
助力类型,,,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,
前轮距(mm),1536,1549,1549,1549,1549,1536,1549,1549,1549,1549,1549,1549
前轮胎规格,,,,,,,,,,,,
前排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,前●&nbsp;/&nbsp;后●,-,-,-,-,-,-,前●&nbsp;/&nbsp;后●,-,-
前/后排侧气囊,-,-,前●&nbsp;/&nbsp;后-,-,-,-,-,-,-,前●&nbsp;/&nbsp;后-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,●,-,-,-,-,-,-
内后视镜功能,,,,,,,,,,,,
全液晶仪表盘,●,-,●,-,-,●,-,-,-,●,-,-
供油方式,-,直喷,直喷,直喷,直喷,-,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,主●&nbsp;/&nbsp;副-,-,-,-,-,-,-,主●&nbsp;/&nbsp;副-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,
上市时间,2022.06,2023.05,2023.05,2023.05,2023.05,2024.04,2024.07,2024.07,2024.07,2024.07,2024.07,2024.07
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,-
Wi-Fi热点,○,●,●,●,●,●,●,●,●,●,-,-
WLTC综合油耗(L/100km),9.2,5.82,5.82,5.62,5.82,9.2,5.62,5.82,5.82,5.82,6.18,5.62
USB/Type-C接口数量,,,,,,,,,,,,
OTA升级,○,●,●,-,●,●,-,●,●,●,-,-
LED日间行车灯,-,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,,-,-
