Feature,68113,68463,68464,68465,72051,72052,72053,72054,72701
疲劳驾驶提示,-,-,●,●,-,●,●,●,-
电芯品牌,,,,,,,,,
电能当量燃料消耗量(L/100km),-,-,-,-,1.16,1.23,1.23,1.23,1.23
电池预加热,●,●,●,●,●,●,●,●,●
电池能量密度(Wh/kg),125,125,125,127,125,125,125,127,125
电池能量(kWh),17.3,31.9,31.9,37.9,17.3,31.9,31.9,37.9,31.9
电池类型,,,,,,,,,
电池特有技术,-,-,-,-,神炼电池,神炼电池,神炼电池,神炼电池,神炼电池
电池慢充电量范围(%)_y,20-100,20-100,20-100,20-100,20-100,20-100,20-100,20-100,20-100
电池慢充电量范围(%)_x,20-100,20-100,20-100,20-100,20-100,20-100,20-100,20-100,20-100
电池慢充时间(小时)_y,5.5,9.5,9.5,12,5.5,9.5,9.5,12,9.5
电池慢充时间(小时)_x,5.5,9.5,9.5,12,5.5,9.5,9.5,12,9.5
电池快充电量范围(%)_y,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80
电池快充电量范围(%)_x,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80,30-80
电池快充时间(小时)_y,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58
电池快充时间(小时)_x,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58
电池冷却方式,风冷,风冷,风冷,风冷,风冷,风冷,风冷,风冷,风冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置,前置,前置,前置
电动机总马力(Ps),41,68,68,68,41,68,68,68,68
电动机总扭矩(N·m),85,125,125,125,85,125,125,125,125
电动机总功率(kW),30,50,50,50,30,50,50,50,50
电动机(Ps),41,68,68,68,41,68,68,68,68
电动座椅记忆功能,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),-,●,●,●,-,●,●,●,●
温度分区控制,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,,
最高车速(km/h),100,130,130,130,100,130,130,130,130
最大满载质量(kg),1330,1460,1460,1515,1330,1495,1495,1540,1495
最大扭矩(N·m),85,125,125,125,85,125,125,125,125
最大功率(kW),30,50,50,50,30,50,50,50,50
无钥匙进入功能,-,,,,-,,,,
无钥匙启动系统,-,●,●,●,-,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,
整车质保,,,,,,,,,
整备质量(kg),1010,1125,1140,1185,1010,1155,1155,1200,1155
摄像头数量,-,-,-,-,,,,,
接近角(°),17,17,17,17,17,17,17,17,17
换挡形式,,,,,,,,,
挡位个数,1,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-,-
手机APP远程功能,,,,,,,,,
慢充接口位置,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧,车右前侧
感应雨刷功能,-,-,-,,-,-,-,,-
快充接口位置,车左前侧,车左前侧,车左前侧,车左前侧,车左前侧,车左前侧,车左前侧,车左前侧,车左前侧
快充功能,支持,支持,支持,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,,,,
座位数(个),,,,,,,,,
并线辅助,-,-,-,-,-,-,-,-,-
巡航系统,-,,,,-,,,,
导航路况信息显示,-,-,●,●,-,●,●,●,-
宽度(mm),1708,1708,1708,1708,1708,1708,1708,1708,1708
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●
大灯延时关闭,-,●,●,●,-,●,●,●,●
多媒体/充电接口,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,
备胎规格,,,,,,,,,
地图品牌,-,-,-,-,-,,,,-
后雨刷,-,-,-,-,-,-,-,-,-
后轮距(mm),1472,1472,1472,1472,1472,1472,1472,1472,1472
后轮胎规格,,,,,,,,,
后排独立空调,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,
后悬架类型,,,,,,,,,
后座出风口,-,-,-,-,-,-,-,-,-
后备厢容积(L),1240,1240,1240,1240,1240,1240,1240,1240,1240
后制动器类型,,,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),5.68万,7.08万,7.48万,8.48万,5.68万,7.58万,8.08万,8.48万,7.08万
厂商,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱
卫星导航系统,-,-,●,●,-,●,●,●,-
助力类型,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,
前轮距(mm),1488,1488,1488,1488,1488,1488,1488,1488,1488
前轮胎规格,,,,,,,,,
前电动机最大扭矩(N·m),85,125,125,125,85,125,125,125,125
前电动机最大功率(kW),30,50,50,50,30,50,50,50,50
前电动机型号,TZ155X230,TZ180XS250,TZ180XS250,TZ180XS250,TZ155X230,TZ180XS250,TZ180XS250,TZ180XS250,TZ180XS250
前电动机品牌,双林汽车,株洲中车时代,株洲中车时代,双林汽车,中车,中车/赛克,中车/赛克,中车/双林,中车/赛克
前排座椅功能,-,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,,
前制动器类型,,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-
前/后中央扶手,-,-,-,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),-,●,●,●,-,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●
内后视镜功能,-,-,-,-,-,-,-,-,-
全液晶仪表盘,●,●,●,●,●,●,●,●,●
低速行车警告,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,-,-,,,-,,,,-
中控屏幕尺寸,-,-,,,-,,,,-
上市时间,2024.06,2024.06,2024.06,2024.06,2025.04,2025.04,2025.04,2025.04,2025.04
上坡辅助,-,●,●,●,-,●,●,●,●
三电首任车主质保政策,,,,,,,,,
三电系统质保,,,,,,,,,
USB/Type-C接口数量,,,,,,,,,
OTA升级,-,●,●,●,-,●,●,●,-
LED日间行车灯,-,●,●,●,-,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●
CLTC纯电续航里程(km)_y,203,333,333,410,203,333,333,410,333
CLTC纯电续航里程(km)_x,203,333,333,410,203,333,333,410,333
ABS防抱死,●,●,●,●,●,●,●,●,●
4G/5G网络,-,-,,,-,,,,-
