Feature,46954,46955,46956,46957,46958,46959,46960,46961
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1493,1493,1493,1493,1493,1530,1610,1622
接近角(°),16,16,16,16,16,17,17,17
排量(mL),1998,1998,1998,1998,1998,2488,2488,2488
换挡形式,,,,,,,,
挡位个数,6,6,6,6,6,6,6,6
扬声器数量,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,,
手机无线充电功能,-,-,-,-,-,-,-,-
手机互联/映射,-,-,,,,,,
手机APP远程功能,-,-,,,,,,
感应雨刷功能,-,-,-,-,,-,,
座椅材质,,,,,,,,
座位数(个),5,5,5,5,5,5,5,5
并线辅助,-,●,●,●,●,●,●,●
巡航系统,-,,,,,,,
导航路况信息显示,-,-,●,●,●,●,●,●
宽度(mm),1855,1855,1855,1855,1855,1855,1855,1855
实测油耗(L/100km),-,-,-,-,-,-,9.2,-
实测100-0km/h制动(m),-,-,-,-,-,-,44.35,-
实测0-100km/h加速(s),-,-,-,-,-,-,9.75,-
官方0-100km/h加速(s),-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,
天窗类型,-,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,●
大灯延时关闭,●,●,●,●,●,●,●,●
多层隔音玻璃,,,,,,,,
多媒体/充电接口,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
四驱形式,-,-,-,-,-,-,适时四驱,适时四驱
后雨刷,●,●,●,●,●,●,●,●
后轮距(mm),1584,1584,1584,1584,1584,1584,1584,1584
后轮胎规格,225/65 R17,225/65 R17,225/65 R17,225/65 R17,225/65 R17,225/55 R19,225/55 R19,225/55 R19
后排独立空调,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,
后悬架类型,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架
后座出风口,-,-,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●
发动机特有技术,Dual S-VT,Dual S-VT,Dual S-VT,Dual S-VT,Dual S-VT,Dual S-VT,Dual S-VT,Dual S-VT
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,PE,PE,PE,PE,PE,PY,PY,PY
发动机启停技术,●,●,●,●,●,●,●,●
发动机,2.0L 158马力 L4,2.0L 158马力 L4,2.0L 158马力 L4,2.0L 158马力 L4,2.0L 158马力 L4,2.5L 192马力 L4,2.5L 192马力 L4,2.5L 192马力 L4
压缩比,13,13,13,13,13,13,13,13
厂商指导价(元),14.88万,15.28万,16.08万,16.98万,17.88万,17.98万,19.58万,21.58万
厂商,长安马自达,长安马自达,长安马自达,长安马自达,长安马自达,长安马自达,长安马自达,长安马自达
卫星导航系统,-,-,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,
前轮距(mm),1586,1586,1586,1586,1586,1587,1587,1587
前轮胎规格,225/65 R17,225/65 R17,225/65 R17,225/65 R17,225/65 R17,225/55 R19,225/55 R19,225/55 R19
前方碰撞预警,-,-,-,-,●,-,●,●
前排座椅功能,-,-,-,-,,-,,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-,-
倒车车侧预警系统,-,●,●,●,●,●,●,●
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,●,-,●,●
主/副驾驶座电动调节,-,-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,-,-,,,,,,
中控屏幕尺寸,-,-,,,,,,
中央差速器结构,-,-,-,-,-,-,多片离合器,多片离合器
上市时间,2020.08,2020.08,2020.08,2020.08,2020.08,2020.08,2020.08,2020.08
上坡辅助,●,●,●,●,●,●,●,●
Wi-Fi热点,-,-,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,,,
OTA升级,-,-,-,-,-,-,-,-
NEDC综合油耗(L/100km),6.3,6.3,6.3,6.3,6.3,6.8,7.3,7.2
LED日间行车灯,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,●,-,●,●
ABS防抱死,●,●,●,●,●,●,●,●
4G/5G网络,-,-,,,,,,
