Feature,47162,47163,47164
油箱容积(L),72,72,72
气缸数(个),4,4,4
气缸排列形式,L,L,L
每缸气门数(个),4,4,4
最高车速(km/h),180,180,180
最小转弯半径(m),5.6,5.6,5.6
最大马力(Ps),186,186,186
最大满载质量(kg),2145,2145,2145
最大扭矩转速(rpm),3600,3600,3600
最大扭矩(N·m)_y,243,243,243
最大扭矩(N·m)_x,243,243,243
最大功率转速(rpm),6000,6000,6000
最大功率(kW)_y,137,137,137
最大功率(kW)_x,137,137,137
最大净功率(kW),124,124,124
无钥匙进入功能,,,
无钥匙启动系统,●,●,●
方向盘记忆,-,-,-
方向盘材质,,,
方向盘换挡,-,-,-
方向盘加热,●,-,-
方向盘位置调节,,,
整车质保,,,
整备质量(kg),1700,1700,1656
接近角(°),13,13,13
排量(mL),2488,2488,2488
换挡形式,,,
挡位个数,7,7,7
扬声器数量,,,
扬声器品牌名称,,,-
手机无线充电功能,-,-,-
手机互联/映射,-,-,
手机APP远程功能,,,-
感应雨刷功能,,,
感应后备厢,●,●,-
座椅材质,,,
座位数(个),,,
并线辅助,●,●,-
巡航系统,,,
导航路况信息显示,●,●,-
宽度(mm),1908,1908,1908
官方0-100km/h加速(s),12.3,12.3,12.3
安全带未系提醒,,,
天窗类型,,,-
大灯高度可调,●,●,●
大灯延时关闭,●,●,●
多媒体/充电接口,,,
多功能方向盘,●,●,●
外后视镜功能,,,
备胎规格,,,
后雨刷,●,●,●
后轮距(mm),1644,1644,1644
后轮胎规格,,,
后排独立空调,-,-,-
后排杯架,●,●,●
后排座椅放倒形式,,,
后排侧隐私玻璃,●,●,●
后悬架类型,,,
后座出风口,●,●,●
后备厢容积(L),535-1425,535-1425,535-1425
后制动器类型,,,
变速箱类型,无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT)
变速箱,CVT无级变速(模拟7挡),CVT无级变速(模拟7挡),CVT无级变速(模拟7挡)
发动机电子防盗,●,●,●
发动机特有技术,双C-VTC连续可变气门正时,双C-VTC连续可变气门正时,双C-VTC连续可变气门正时
发动机布局,横置,横置,横置
发动机型号,QR25,QR25,QR25
发动机,2.5L 186马力 L4,2.5L 186马力 L4,2.5L 186马力 L4
压缩比,10,10,10
厂商指导价(元),28.38万,27.13万,23.88万
厂商,东风日产,东风日产,东风日产
卫星导航系统,●,●,-
助力类型,,,
副驾驶位后排可调节按钮,-,-,-
副座椅调节方式,,,
前轮距(mm),1640,1640,1640
前轮胎规格,,,
前方碰撞预警,●,●,-
前排座椅功能,,,-
前悬架类型,,,
前制动器类型,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●
制动力分配(EBD/CBC等),●,●,●
内置行车记录仪,●,●,-
内后视镜功能,,,
全液晶仪表盘,-,-,-
倒车车侧预警系统,●,●,-
供油方式,多点电喷,多点电喷,多点电喷
主座椅调节方式,,,
主动刹车/主动安全系统,●,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,
中控屏幕尺寸,,,
上市时间,2020.08,2020.08,2020.08
上坡辅助,●,●,●
Wi-Fi热点,●,●,-
WLTC综合油耗(L/100km),8.61,8.61,8.61
USB/Type-C接口数量,,,
OTA升级,●,●,-
NEDC综合油耗(L/100km),8.4,8.4,8.3
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
ABS防抱死,●,●,●
4G/5G网络,,,-
