Feature,60896,64653,65205
后排座椅放倒形式,,,-
后排小桌板,-,●,●
后排侧隐私玻璃,●,●,●
后排侧窗遮阳帘,-,,
后悬架类型,,,
后座出风口,●,●,●
后备厢容积(L),-,-,-
后制动器类型,,,
可见即可说,●,●,●
变速箱类型,混合动力专用变速箱(DHT),混合动力专用变速箱(DHT),-
变速箱,2挡DHT,2挡DHT,-
发动机电子防盗,-,-,-
发动机特有技术,米勒循环,米勒循环,米勒循环
发动机布局,横置,横置,横置
发动机型号,E15BD,E15BD,E15BE
发动机,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 170马力 L4
压缩比,11.8,11.8,12.4
厂商指导价(元),33.58万,37.58万,40.58万
厂商,长城汽车,长城汽车,长城汽车
卫星导航系统,●,●,●
单踏板模式,●,●,-
助力类型,,,
副驾驶位后排可调节按钮,●,●,●
副座椅调节方式,,,
前轮距(mm),1689,1689,1689
前轮胎规格,,,
前电动机最大扭矩(N·m),300,300,170
前电动机最大功率(kW),130,130,80
前电动机型号,TZ220XS003,TZ220XS003,-
前方碰撞预警,●,●,●
前方感知摄像头,,,
前排座椅功能,,,
前悬架类型,,,
前制动器类型,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●
制动力分配(EBD/CBC等),●,●,●
内置行车记录仪,-,-,●
内后视镜功能,,,
全液晶仪表盘,●,●,●
倒车车侧预警系统,●,●,●
侧滑门形式,,,
供油方式,直喷,直喷,直喷
低速行车警告,●,●,●
主座椅调节方式,,,
主动降噪,-,●,●
主动刹车/主动安全系统,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,
中控屏幕尺寸,,,
中控屏幕分辨率,,,
上市时间,2023.10,2023.10,2023.10
上坡辅助,●,●,●
三电系统质保,,,
Wi-Fi热点,●,●,●
WLTC综合油耗(L/100km),1.25,1.25,0.9
WLTC纯电续航里程(km)_y,140,140,170
WLTC纯电续航里程(km)_x,140,140,170
USB/Type-C接口数量,,,
OTA升级,●,●,●
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
HUD抬头数字显示,-,●,●
ETC装置,●,●,●
DOW开门预警,●,●,●
ABS防抱死,●,●,●
4G/5G网络,,,
