Feature,69441,69442,69443,69464,69465
电机类型,前感应/异步 后永磁/同步,前感应/异步 后永磁/同步,前感应/异步 后永磁/同步,永磁/同步,永磁/同步
电机布局,前置+后置,前置+后置,前置+后置,后置,后置
电动机总马力(Ps),789,789,789,422,422
电动机总扭矩(N·m),810,810,810,440,440
电动机总功率(kW),580,580,580,310,310
电动机(Ps),789,789,789,422,422
电动座椅记忆功能,,,,,
电动吸合车门,,,,,
电动后备厢位置记忆,●,●,●,●,●
电动后备厢,●,●,●,●,●
环境感知摄像头像素,,,,,
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●
热泵空调,●,●,●,●,●
灯光特色功能,,,,,
激光雷达线数,,,,,-
激光雷达数量,,,,,-
激光雷达型号,,,,,-
激光雷达品牌,,,,,-
满载最小离地间隙(mm),145,-,-,145,145
温度分区控制,●,●,●,●,●
液晶仪表尺寸,,,,,
毫米波雷达数量,,,,,
模拟声浪,●,●,●,●,●
杜比全景声(Dolby Atmos),●,●,●,●,●
最高车速(km/h),240,240,240,240,240
最大爬坡度(%),-,70,70,-,-
最大满载质量(kg),2975,2930,2930,2785,2830
最大扭矩(N·m),810,810,810,440,440
最大功率(kW),580,580,580,310,310
无钥匙进入功能,,,,,
无钥匙启动系统,●,●,●,●,●
无框设计车门,●,●,●,●,●
方向盘记忆,●,●,●,●,●
方向盘离手检测,●,●,●,●,●
方向盘材质,,,,,
方向盘换挡,-,-,-,-,-
方向盘加热,●,●,●,●,●
方向盘位置调节,,,,,
整车质保,,,,,
整备质量(kg),2520,2470,2470,2340,2385
摄像头数量,,,,,
接近角(°),16,20,20,16,16
换挡形式,,,,,
挡位个数,1,1,1,1,1
拖挂钩,,,,,
拖挂模式,○,○,○,○,○
扬声器数量,,,,,
扬声器品牌名称,,,,,
手机无线充电功能,,,,,
手机无线充电功率,,,,,
手机互联/映射,,,,,
手机APP远程功能,,,,,
慢充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
感应雨刷功能,,,,,
感应后备厢,○,○,●,○,○
快充接口位置,车左后侧,车左后侧,车左后侧,车左后侧,车左后侧
快充功能,支持,支持,支持,支持,支持
座椅材质,,,,,
座位数(个),,,,,
应用商店,●,●,●,●,●
并线辅助,●,●,●,●,●
巡航系统,,,,,
导航路况信息显示,●,●,●,●,●
对外直流放电功率(kW),60,60,60,60,60
对外放电,●,●,●,●,●
对外交流放电功率(kW),6,6,6,6,6
宽度(mm),1999,1999,1999,1999,1999
官方0-100km/h加速(s),3.5,3.3,3.3,5.9,6.3
安全带未系提醒,,,,,
天窗类型,,,,,
大灯高度可调,●,●,●,●,●
大灯延时关闭,●,●,●,●,●
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外后视镜功能,,,,,
备胎规格,,,,,
地图品牌,,,,,
四驱形式,,,,-,-
哨兵模式/千里眼,●,●,●,●,●
向日葵旋转屏,○,○,●,○,○
后雨刷,-,-,-,-,-
后轮距(mm),1716,1716,1726,1716,1716
后轮胎规格,,,,,
后电动机最大扭矩(N·m),440,440,440,440,440
后电动机最大功率(kW),310,310,310,310,310
后电动机型号,TZ235XYC01,TZ235XYC01,TZ235XYC01,TZ235XYC01,TZ235XYC01
后电动机品牌,衢州极电,衢州极电,衢州极电,衢州极电,衢州极电
后方碰撞预警,●,●,●,●,●
后排独立空调,●,●,●,●,●
后排液晶屏幕尺寸,,,,,
后排液晶屏幕,,,,,
后排杯架,●,●,●,●,●
后排控制多媒体,●,●,●,●,●
后排座椅放倒形式,,,,,
后排多媒体屏幕数量,,,,,
后排侧隐私玻璃,-,-,●,-,-
后悬架类型,,,,,
后座出风口,●,●,●,●,●
后备厢容积(L),2144,2144,2144,2144,2144
后制动器类型,,,,,
可见即可说,●,●,●,●,●
可变转向比,●,●,●,●,●
可变悬架功能,,,,,
可加热喷水嘴,●,●,●,●,●
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),26.90万,29.90万,32.90万,26.90万,25.90万
厂商,极氪,极氪,极氪,极氪,极氪
卫星导航系统,●,●,●,●,●
单踏板模式,●,●,●,●,●
匝道自动驶出(入),○,○,○,○,○
助力类型,,,,,
副驾驶位后排可调节按钮,●,●,●,●,●
副座椅调节方式,,,,,
前轮距(mm),1703,1703,1713,1703,1703
前轮胎规格,,,,,
前电动机最大扭矩(N·m),370,370,370,-,-
前电动机最大功率(kW),270,270,270,-,-
前电动机型号,YS235XYG01,YS235XYG01,YS235XYG01,-,-
前电动机品牌,衢州极电,衢州极电,衢州极电,-,-
前方碰撞预警,●,●,●,●,●
前方最大探测距离,,,,,-
前方感知摄像头像素,,,,,
前方感知摄像头,,,,,
前排座椅功能,,,,,
前悬架类型,,,,,
前大灯雨雾模式,●,●,●,●,●
前制动器类型,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●
准拖挂车总质量(kg),2000,2000,2000,2000,2000
内置行车记录仪,●,●,●,●,●
内后视镜功能,,,,,
全液晶仪表盘,●,●,●,●,●
光感天幕,○,○,●,○,○
充电站（座）,1130+,1130+,1130+,1130+,1130+
充电桩（根）,6358+,6358+,6358+,6358+,6358+
倒车车侧预警系统,●,●,●,●,●
低速行车警告,●,●,●,●,●
主座椅调节方式,,,,,
主动闭合式进气格栅,●,●,●,●,●
主动式环境氛围灯,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,
中控屏幕类型,,,,,
中控屏幕尺寸,,,,,
中控屏幕分辨率,,,,,
上市时间,2024.08,2024.08,2024.08,2024.08,2024.08
上坡辅助,●,●,●,●,●
三电首任车主质保政策,,,,,
三电系统质保,,,,,
Wi-Fi热点,●,●,●,●,●
USB/Type-C最大充电功率,,,,,
USB/Type-C接口数量,,,,,
OTA升级,●,●,●,●,●
LED日间行车灯,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●
HUD抬头尺寸,,,,,
DOW开门预警,●,●,●,●,●
CLTC纯电续航里程(km)_y,675,705,705,750,722
CLTC纯电续航里程(km)_x,675,705,705,750,722
AR-HUD增强现实抬头显示,●,●,●,●,●
ABS防抱死,●,●,●,●,●
4G/5G网络,,,,,
220V/230V电源,-,-,●,-,-
