Feature,66411,66847,66848
环保标准_y,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●
激光雷达线数,,-,
激光雷达点云数量,,-,
激光雷达数量,,-,
激光雷达型号,,-,
激光雷达品牌,,-,
激光雷达10%反射率探测距离,,-,
温度分区控制,●,●,●
液晶仪表尺寸,,,
油箱容积(L),65,65,65
气缸数(个),4,4,4
气缸排列形式,L,L,L
毫米波雷达数量,,,
每缸气门数(个),4,4,4
杜比全景声(Dolby Atmos),●,●,●
最高车速(km/h),180,180,180
最大马力(Ps),154,154,154
最大满载质量(kg),3130,3130,3130
最大扭矩转速(rpm),-,-,-
最大扭矩(N·m)_y,-,-,-
最大扭矩(N·m)_x,620,620,620
最大功率转速(rpm),-,-,-
最大功率(kW)_y,113,113,113
最大功率(kW)_x,330,330,330
最大净功率(kW),110,110,110
最低荷电状态油耗(L/100km),7.4,7.4,7.4
无钥匙进入功能,,,
无钥匙启动系统,●,●,●
方向盘记忆,●,●,●
方向盘离手检测,●,●,●
方向盘材质,,,
方向盘换挡,-,-,-
方向盘加热,●,●,●
方向盘位置调节,,,
整车质保,,,
整备质量(kg),2500,2460,2460
摄像头数量,,,
推荐燃油标号,95号,95号,95号
接近角(°),19,19,19
排量(mL),1496,1496,1496
换挡形式,,,
挡位个数,1,1,1
扬声器数量,,,
扬声器品牌名称,-,-,-
手机无线充电功能,,,
手机无线充电功率,,,
手机互联/映射,-,-,-
手机APP远程功能,,,
手势控制,●,●,●
慢充接口位置,车右后侧,车右后侧,车右后侧
感应雨刷功能,,,
感应后备厢,●,●,●
快充接口位置,车右后侧,车右后侧,车右后侧
快充功能,支持,支持,支持
快充功率(kW),90,75,75
座椅材质,,,
座位数(个),,,
应用商店,●,●,●
并线辅助,●,●,●
巡航系统,,,
导航路况信息显示,●,●,●
对外放电最低允许值(%),20,20,20
对外放电,●,●,●
对外交流放电功率(kW),3.5,3.5,3.5
宽度(mm),1995,1995,1995
官方0-100km/h加速(s),5.3,5.3,5.3
安全带未系提醒,,,
天窗类型,,,
大灯高度可调,●,●,●
大灯延时关闭,●,●,●
多指飞屏操控,●,●,●
多媒体/充电接口,,,
多功能方向盘,●,●,●
外后视镜功能,,,
备胎规格,,,
声纹识别,●,●,●
地图品牌,,,
四驱形式,,,
哨兵模式/千里眼,●,●,●
后雨刷,●,●,●
后轮距(mm),1741,1741,1741
后轮胎规格,,,
后电动机最大扭矩(N·m),400,400,400
后电动机最大功率(kW),200,200,200
后电动机型号,TZ220XS066,TZ220XS066,TZ220XS066
后方碰撞预警,●,-,●
后排独立空调,●,●,●
后排液晶屏幕类型,,-,-
后排液晶屏幕尺寸,,-,-
后排液晶屏幕分辨率,,-,-
后排液晶屏幕,,-,-
后排杯架,●,●,●
后排控制多媒体,●,-,-
后排座椅电动放倒,●,●,●
后排座椅放倒形式,,,
后排多媒体屏幕数量,,-,-
后排侧隐私玻璃,●,●,●
后悬架类型,,,
后座出风口,●,●,●
后备厢容积(L),801,801,801
后制动器类型,,,
可见即可说,●,●,●
可变悬架功能,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,●,●,●
发动机布局,横置,横置,横置
发动机型号,L2E15M,L2E15M,L2E15M
发动机,增程式 154马力,增程式 154马力,增程式 154马力
厂商指导价(元),35.98万,30.18万,32.98万
厂商,理想汽车,理想汽车,理想汽车
卫星导航系统,●,●,●
匝道自动驶出(入),●,●,●
助力类型,,,
副驾驶位后排可调节按钮,●,●,●
副驾屏幕类型,,,
副驾屏幕分辨率,,,
副驾屏幕像素密度,,,
副驾娱乐屏尺寸,,,
副座椅调节方式,,,
前轮距(mm),1725,1725,1725
前轮胎规格,,,
前电动机最大扭矩(N·m),220,220,220
前电动机最大功率(kW),130,130,130
前电动机型号,TZ180XS008,TZ180XS008,TZ180XS008
前方碰撞预警,●,●,●
前方感知摄像头像素,,,
前方感知摄像头,,,
前排座椅功能,,,
前排中间气囊,●,●,●
前悬架类型,,,
前制动器类型,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●
制动力分配(EBD/CBC等),●,●,●
内置行车记录仪,●,●,●
内后视镜功能,,,
全液晶仪表盘,●,●,●
全国覆盖城市（个）,156+,156+,156+
充电站（座）,752+,752+,752+
充电桩（根）,3528+,3528+,3528+
充电桩价格（元）,5000,5000,5000
倒车车侧预警系统,●,-,●
信号灯识别,●,●,●
侧窗多层隔音玻璃,,,
供油方式,直喷,直喷,直喷
低速行车警告,●,●,●
主座椅调节方式,,,
主动闭合式进气格栅,●,●,●
主动刹车/主动安全系统,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,
中控屏幕类型,,,
中控屏幕尺寸,,,
中控屏幕分辨率,,,
中控屏幕像素密度,,,
上市时间,2024.03,2024.03,2024.03
上坡辅助,●,●,●
三电系统质保,,,
Wi-Fi热点,●,●,●
WLTC综合续航(km),1185,1135,1135
WLTC纯电续航里程(km)_y,240,190,190
WLTC纯电续航里程(km)_x,240,190,190
USB/Type-C最大充电功率,,,
USB/Type-C接口数量,,,
OTA升级,●,●,●
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
HUD抬头数字显示,●,●,●
HUD抬头尺寸,,,
DOW开门预警,●,●,●
CLTC综合续航(km),1421,1360,1360
CLTC纯电续航里程(km)_y,286,225,225
CLTC纯电续航里程(km)_x,286,225,225
ABS防抱死,●,●,●
4G/5G网络,,,
220V/230V电源,●,●,●
