Feature,64378,64379,64380,64381,64382,64383,64384,64385
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,跑车,跑车,跑车,跑车,跑车,跑车,跑车,跑车
简称,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合
第二排座椅调节,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,
空气悬架,●,●,●,●,●,●,●,●
疲劳驾驶提示,-,-,-,-,-,-,-,-
电动扰流板,●,-,●,-,●,-,●,-
电动座椅记忆功能,,,,,,,,
电动吸合车门,,,,,,,,
电动后备厢位置记忆,●,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号
灯光特色功能,,,,,,,,
温度分区控制,●,●,●,●,●,●,●,●
液晶仪表尺寸,-,-,-,-,-,-,-,-
油箱容积(L),90,90,90,90,90,90,90,90
气缸数(个),8,8,8,8,8,8,8,8
气缸排列形式,V,V,V,V,V,V,V,V
每缸气门数(个),4,4,4,4,4,4,4,4
最高车速(km/h),318,318,318,318,318,318,318,318
最大马力(Ps),549,549,549,549,549,549,549,549
最大满载质量(kg),-,-,-,-,-,-,-,-
最大扭矩转速(rpm),2000-4500,2000-4500,2000-4500,2000-4500,2000-4500,2000-4500,2000-4500,2000-4500
最大扭矩(N·m)_y,770,770,770,770,770,770,770,770
最大扭矩(N·m)_x,770,770,770,770,770,770,770,770
最大功率转速(rpm),6000,6000,6000,6000,6000,6000,6000,6000
最大功率(kW)_y,404,404,404,404,404,404,404,404
最大功率(kW)_x,404,404,404,404,404,404,404,404
最大净功率(kW),404,404,404,404,404,404,404,404
无钥匙进入功能,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●
无框设计车门,●,●,●,●,●,●,●,●
方向盘记忆,●,●,●,●,●,●,●,●
方向盘材质,,,,,,,,
方向盘换挡,●,●,●,●,●,●,●,●
方向盘加热,●,●,●,●,●,●,●,●
方向盘位置调节,,,,,,,,
整车质保,,,,,,,,
整备质量(kg),2165,2335,2165,2335,2226,2380,2165,2380
排量(mL),3996,3996,3996,3996,3996,3996,3996,3996
换挡形式,,,,,,,,
挡位个数,8,8,8,8,8,8,8,8
扬声器数量,,,,,,,,
扬声器品牌名称,,,,,,,,
手机无线充电功能,,,,,,,,
手机互联/映射,,,,,,,,
感应雨刷功能,,,,,,,,
感应后备厢,○,○,○,○,●,●,○,○
座椅材质,,,,,,,,
座位数(个),,,,,,,,
并线辅助,○,○,○,○,○,○,●,●
巡航系统,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●
宽度(mm),1954,1954,1954,1954,1954,1954,1954,1954
官方0-100km/h加速(s),4,4.1,4,4.1,4,4.1,4,4.1
安全带未系提醒,,,,,,,,
天窗类型,-,-,-,-,,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●
夜视系统,○,○,○,○,○,○,●,●
多层隔音玻璃,,,,,,,,
多媒体/充电接口,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●
外观套件,-,-,-,-,,,-,-
外后视镜功能,,,,,,,,
备胎规格,,,,,,,,
四驱形式,,,,,,,,
后雨刷,-,-,-,-,-,-,-,-
后轮距(mm),1664,1664,1664,1664,1664,1664,1664,1664
后轮胎规格,,,,,,,,
后排独立空调,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●
后排座椅放倒形式,-,-,-,-,-,-,-,-
后悬架类型,,,,,,,,
后座出风口,-,-,-,-,-,-,-,-
后备厢容积(L),358,235,358,235,358,235,358,235
后制动器类型,,,,,,,,
可变转向比,●,●,●,●,●,●,●,●
可变悬架功能,,,,,,,,
可加热喷水嘴,●,●,●,●,●,●,●,●
变速箱类型,湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT)
变速箱,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合
发动机电子防盗,●,●,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,CVD,CVD,CVD,CVD,CVD,CVD,CVD,CVD
发动机启停技术,●,●,●,●,●,●,●,●
发动机,4.0T 549马力 V8,4.0T 549马力 V8,4.0T 549马力 V8,4.0T 549马力 V8,4.0T 549马力 V8,4.0T 549马力 V8,4.0T 549马力 V8,4.0T 549马力 V8
厂商指导价(元),292.50万,322.80万,389.50万,414.20万,333.20万,367.00万,356.60万,393.30万
厂商,宾利,宾利,宾利,宾利,宾利,宾利,宾利,宾利
卫星导航系统,●,●,●,●,●,●,●,●
助力类型,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,
前轮距(mm),1672,1672,1672,1672,1672,1672,1672,1672
前轮胎规格,,,,,,,,
前方碰撞预警,○,○,○,○,○,○,●,●
前排座椅功能,,,,,,,,
前悬架类型,,,,,,,,
前大灯雨雾模式,●,●,●,●,●,●,●,●
前制动器类型,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●
倒车车侧预警系统,○,○,○,○,●,●,●,●
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,
主动降噪,●,●,●,●,●,●,●,●
主动刹车/主动安全系统,○,○,○,○,○,○,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,
中控屏幕尺寸,,,,,,,,
中央差速器结构,,,,,,,,
上市时间,2023.08,2023.08,2023.08,2023.08,2023.08,2023.08,2023.08,2023.08
上坡辅助,●,●,●,●,●,●,●,●
Wi-Fi热点,-,-,-,-,●,●,-,-
USB/Type-C接口数量,,,,,,,,
OTA升级,-,-,-,-,-,-,-,-
NEDC综合油耗(L/100km),11.2,11.4,11.2,11.4,11.2,11.4,11.2,11.4
LED日间行车灯,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●
HUD抬头数字显示,○,○,○,○,○,○,●,●
ABS防抱死,●,●,●,●,●,●,●,●
