Feature,62854,62855,63505,63506,67513,68135,68136,68137,70989,71010,71011
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),165,185,165,165,165,175,175,165,191,191,191
最大马力(Ps),120,156,120,120,120,120,120,120,156,156,156
最大满载质量(kg),1759,1759,1759,1759,1759,1759,1759,1759,1840,1840,1840
最大扭矩转速(rpm),4900,1750-4000,4900,4900,4900,4900,4900,4900,1750-4000,1750-4000,1750-4000
最大扭矩(N·m)_y,148,230,148,148,148,148,148,148,230,230,230
最大扭矩(N·m)_x,148,230,148,148,148,148,148,148,230,230,230
最大功率转速(rpm),6300,5500,6300,6300,6300,6300,6300,6300,5500,5500,5500
最大功率(kW)_y,88,115,88,88,88,88,88,88,115,115,115
最大功率(kW)_x,88,115,88,88,88,88,88,88,115,115,115
最大净功率(kW),80,108,80,80,80,80,80,80,108,108,108
无钥匙进入功能,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,
整车质保,,,,,,,,,,,
整备质量(kg),1325,1364,1325,1325,1325,1272,1272,1325,1420,1420,1420
摄像头数量,,,,,,,,,-,,
接近角(°),20,20,20,20,20,20,20,20,20,20,20
排量(mL),1498,1498,1498,1498,1498,1498,1498,1498,1498,1498,1498
换挡形式,,,,,,,,,,,
挡位个数,9,9,9,9,9,5,5,9,6,无级变速,无级变速
扬声器数量,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射,,,,,,,,,,,
手机APP远程功能,,,-,-,-,-,-,-,,,
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-,-,-,●
座椅材质,,,,,,,,,,,
座位数(个),,,,,,,,,,,
并线辅助,-,-,-,-,-,-,-,-,-,-,-
巡航系统,,,,,,,,,,,
导航路况信息显示,●,●,-,-,-,-,-,-,●,●,●
宽度(mm),1830,1830,1830,1830,1830,1830,1830,1830,1830,1830,1830
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,
天窗类型,,,,,,-,,,-,-,
大灯高度可调,●,●,●,●,●,●,●,●,-,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,-,●,●
多媒体/充电接口,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,-,●,●
外后视镜功能,,,,,,,,,-,,
备胎规格,,,,,,,,,,,
备胎放置方式,-,-,-,-,-,-,-,-,,,
地图品牌,,,-,-,-,-,-,-,,,
后雨刷,●,●,●,●,●,●,●,●,-,●,●
后轮距(mm),1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550
后轮胎规格,,,,,,,,,,,
后排独立空调,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,-,●,-,-,-,-,-,-,●
后排座椅放倒形式,,,,,,,,,,,
后悬架类型,,,,,,,,,,,
后座出风口,●,●,-,-,-,-,-,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,360-992,360-992,360-992
后制动器类型,,,,,,,,,,,
变速箱类型,无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),手动变速箱(MT),手动变速箱(MT),无级变速箱(CVT),手动变速箱(MT),无级变速箱(CVT),无级变速箱(CVT)
变速箱,CVT无级变速(模拟9挡),CVT无级变速(模拟9挡),CVT无级变速(模拟9挡),CVT无级变速(模拟9挡),CVT无级变速(模拟9挡),5挡手动,5挡手动,CVT无级变速(模拟9挡),6挡手动,CVT无级变速,CVT无级变速
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,SQRG4G15,SQRE4T15C,SQRG4G15,SQRG4G15,SQRG4G15,SQRG4G15,SQRG4G15,SQRG4G15,SQRE4T15C,SQRE4T15C,SQRE4T15C
发动机启停技术,○,-,○,○,●,-,-,○,-,-,-
发动机,1.5L 120马力 L4,1.5T 156马力 L4,1.5L 120马力 L4,1.5L 120马力 L4,1.5L 120马力 L4,1.5L 120马力 L4,1.5L 120马力 L4,1.5L 120马力 L4,1.5T 156马力 L4,1.5T 156马力 L4,1.5T 156马力 L4
厂商指导价(元),8.99万,9.59万,9.59万,10.19万,9.99万,5.99万,6.99万,7.99万,6.99万,7.79万,8.39万
厂商,奇瑞汽车,奇瑞汽车,奇瑞汽车,奇瑞汽车,奇瑞汽车,奇瑞汽车,奇瑞汽车,奇瑞汽车,奇瑞汽车,奇瑞汽车,奇瑞汽车
卫星导航系统,●,●,-,-,-,-,-,-,●,●,●
助力类型,,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,
前轮距(mm),1550,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550
前轮胎规格,,,,,,,,,,,
前排座椅功能,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,,,,
前制动器类型,,,,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,-,-,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,
全液晶仪表盘,-,●,-,-,-,-,-,-,●,●,●
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主座椅调节方式,,,,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副-,-,-,-,-,-,-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,
中控下屏幕尺寸,,,,,,,,,-,-,-
上市时间,2023.04,2023.04,2023.06,2023.06,2024.03,2024.04,2024.04,2024.04,2024.12,2024.12,2024.12
Wi-Fi热点,●,●,-,-,-,-,-,-,●,●,●
WLTC综合油耗(L/100km),6.78,7.57,6.78,6.78,6.78,6.98,6.98,6.78,6.9,7.3,7.3
USB/Type-C接口数量,,,,,,,,,,,
OTA升级,-,-,-,-,-,-,-,-,●,●,●
LED日间行车灯,●,●,●,●,●,-,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,-,-,-,-,-,-,,,
