Feature,56673,60475,60696,60697
离去角(°),36,36,36,36
百公里耗电量(kWh/100km),10.3,9.5,9.5,10.3
疲劳驾驶提示,-,-,-,-
电芯品牌,,,,
电能当量燃料消耗量(L/100km),1.16,1.07,1.07,1.16
电池预加热,●,●,●,●
电池能量密度(Wh/kg),129,130,130,129
电池能量(kWh),28.4,26.7,26.7,28.4
电池类型,,,,
电池慢充时间(小时)_y,8,7.5,7.5,8
电池慢充时间(小时)_x,8,7.5,7.5,8
电池快充电量范围(%)_y,80,-,-,80
电池快充电量范围(%)_x,80,-,-,80
电池快充时间(小时)_y,0.75,-,-,0.75
电池快充时间(小时)_x,0.75,-,-,0.75
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,后置,后置,后置
电动机总马力(Ps),68,41,41,68
电动机总扭矩(N·m),140,110,110,140
电动机总功率(kW),50,30,30,50
电动机(Ps),68,41,41,68
电动座椅记忆功能,-,-,-,-
电动后备厢,-,-,-,-
牵引力控制(ASR/TCS/TRC等),●,●,-,●
温度分区控制,-,-,-,-
液晶仪表尺寸,,,,
最高车速(km/h),100,100,100,100
最小转弯半径(m),4.3,3.7,3.7,4.3
最大满载质量(kg),1210,990,990,1210
最大扭矩(N·m),140,110,110,140
最大功率(kW),50,30,30,50
无钥匙进入功能,,,-,-
无钥匙启动系统,●,●,-,-
方向盘记忆,-,-,-,-
方向盘材质,,,,
方向盘换挡,-,-,-,-
方向盘加热,-,-,-,-
方向盘位置调节,,,-,-
整车质保,,,,
整备质量(kg),888,818,818,888
接近角(°),24,24,24,24
换挡形式,,,,
挡位个数,1,1,1,1
扬声器数量,,,,
扬声器品牌名称,-,-,-,-
手机无线充电功能,-,-,-,-
手机互联/映射,-,-,-,-
手机APP远程功能,,,,
感应雨刷功能,-,-,-,-
快充功能,支持,-,-,支持
座椅材质,,,,
座位数(个),,,,
并线辅助,-,-,-,-
巡航系统,-,-,-,-
导航路况信息显示,●,●,-,-
宽度(mm),1505,1505,1505,1505
官方0-50km/h加速(s),4.8,-,-,4.8
官方0-100km/h加速(s),-,-,-,-
安全带未系提醒,,,,
天窗类型,-,-,-,-
大灯高度可调,●,●,●,●
大灯延时关闭,●,●,●,●
多媒体/充电接口,,,,
多功能方向盘,●,●,●,●
外后视镜功能,,,-,-
备胎规格,,,,
地图品牌,,,-,-
后雨刷,-,-,-,-
后轮距(mm),1306,1306,1306,1306
后轮胎规格,,,,
后电动机最大扭矩(N·m),140,110,110,140
后电动机最大功率(kW),50,30,30,50
后电动机型号,TZ160X050,TZ160X030,TZ160X030,TZ160X050
后电动机品牌,浙江方正,浙江方正,浙江方正,浙江方正
后排独立空调,-,-,-,-
后排杯架,-,-,-,-
后排座椅放倒形式,,-,-,
后悬架类型,,,,
后座出风口,-,-,-,-
后备厢容积(L),-,-,-,-
后制动器类型,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),6.98万,6.58万,5.78万,6.68万
厂商,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱
卫星导航系统,●,●,-,-
助力类型,,,,
副驾驶位后排可调节按钮,-,-,-,-
副座椅调节方式,,,,
前轮距(mm),1290,1290,1290,1290
前轮胎规格,,,,
前排座椅功能,-,-,-,-
前悬架类型,,,,
前制动器类型,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-
前/后排侧气囊,-,-,-,-
前/后中央扶手,-,-,-,-
刹车辅助(EBA/BAS/BA等),●,●,-,●
制动力分配(EBD/CBC等),●,●,●,●
内后视镜功能,-,-,-,-
全液晶仪表盘,●,●,-,-
低速行车警告,●,●,●,●
主座椅调节方式,,,,
主动刹车/主动安全系统,-,-,-,-
主/副驾驶座电动调节,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
中控彩色屏幕,,,-,-
中控屏幕尺寸,,,-,-
上市时间,2022.12,2022.12,2022.12,2022.12
上坡辅助,●,●,●,●
三电系统质保,,,,
Wi-Fi热点,●,●,-,-
USB/Type-C接口数量,,,,
OTA升级,-,-,-,-
LED日间行车灯,-,-,-,-
ISOFIX儿童座椅接口,●,-,-,●
CLTC纯电续航里程(km)_y,300,300,300,300
CLTC纯电续航里程(km)_x,300,300,300,300
ABS防抱死,●,●,●,●
4G/5G网络,,,-,-
