Feature,1009478,1011945,1011946,1011947,1011948,1016920,1016921,1016932,1016970
车型名称,五菱荣光小卡专用车 2020款 1.5L单排翼开启售货车L3C,五菱荣光小卡专用车 2021款 1.5L单排翼开启售货车电动飞翼款L3C,五菱荣光小卡专用车 2021款 1.5L双排加强型仓栅车L3C,五菱荣光小卡专用车 2021款 1.5L单排双层货柜车L3C,五菱荣光小卡专用车 2021款 1.5L单排单层货柜车L3C,五菱荣光小卡专用车 2023款 EV单排C型售货车,五菱荣光小卡专用车 2023款 1.5L 加长单排C型售货车,五菱荣光小卡专用车 2023款 1.5L 加长单排翼开启,五菱荣光小卡专用车 2023款 1.5L 单排加长冷藏车
车前雾灯,-,-,-,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,-,-,-,-
车内化妆镜,-,-,-,-,-,-,-,-,-
车内中控锁,-,-,-,-,-,-,-,-,-
车内PM2.5过滤装置,-,-,-,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
货箱尺寸(mm),2554x1492x1415,2554x1492x1415,1930x1520x320,2585x1500x1560,2600x1525x1550,2865x1575x1810,2865x1575x1810,2835x1500x1600,2715x1595x1520
语音识别控制系统,-,-,-,-,-,-,-,-,-
行车电脑显示屏幕,-,-,-,-,-,-,-,-,-
蓝牙/车载电话,-,-,-,-,-,-,-,-,-
自适应远近光,-,-,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-,-,-,-
能源类型_y,汽油,汽油,汽油,汽油,汽油,纯电动,汽油,汽油,汽油
能源类型_x,汽油,汽油,汽油,汽油,汽油,纯电动,汽油,汽油,汽油
胎压监测功能,-,-,-,-,-,-,-,-,-
缺气保用轮胎,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,-,铝合金,铝合金,铝合金
缸体材料,未知,未知,未知,未知,未知,-,未知,未知,未知
级别,微卡,微卡,微卡,微卡,微卡,微卡,微卡,微卡,微卡
简称,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,电动车单速变速箱,5挡手动,5挡手动,5挡手动
第二排座椅调节,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,-
疲劳驾驶提示,-,-,-,-,-,-,-,-,-
电芯品牌,-,-,-,-,-,-,-,-,-
电池能量(kWh),-,-,-,-,-,-,-,-,-
电池类型,-,-,-,-,-,-,-,-,-
电机类型,-,-,-,-,-,永磁/同步,-,-,-
电机布局,-,-,-,-,-,-,-,-,-
电动机总扭矩(N·m),-,-,-,-,-,-,-,-,-
电动机总功率(kW),-,-,-,-,-,60,-,-,-
电动机总功率(Ps),-,-,-,-,-,82,-,-,-
电动机(Ps),-,-,-,-,-,82,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,-,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,-,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-,-,-,-
燃油标号,92号,92号,92号,92号,92号,-,92号,92号,92号
温度分区控制,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,-,-,-,-,-
气缸数(个),4,4,4,4,4,-,4,4,4
气缸排列形式,L,L,L,L,L,-,L,L,L
每缸气门数(个),4,4,4,4,4,-,4,4,4
最高车速(km/h),103,-,-,-,-,100,100,100,100
最大马力(Ps),99,99,99,99,99,82,102,102,102
最大载重质量(kg),910,910,-,-,-,515,740,810,590
最大满载质量(kg),-,-,-,-,-,2300,2300,2300,2150
最大扭矩转速(rpm),3800-5000,3800-5000,3800-5000,3800-5000,3800-5000,-,-,-,-
最大扭矩(N·m)_y,135,135,135,135,135,-,-,-,-
最大扭矩(N·m)_x,135,135,135,135,135,-,-,-,-
最大功率转速(rpm),5400,5400,5400,5400,5400,-,-,-,-
最大功率(kW)_y,73,73,73,73,73,60,75,75,75
最大功率(kW)_x,73,73,73,73,73,60,75,75,75
最大净功率(kW),-,-,-,-,-,-,-,-,-
无钥匙进入功能,-,-,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-
方向盘位置调节,-,-,-,-,-,-,-,-,-
整车质保,,-,-,-,-,-,-,-,-
整备质量(kg),1310,-,-,-,-,1655,1430,1360,1430
排量(mL),1485,1485,1485,1485,1485,-,1485,1485,1485
挡位个数,5,5,5,5,5,1,5,5,5
扬声器数量,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,,
座位数(个),,,,,,,,,
并线辅助,-,-,-,-,-,-,-,-,-
巡航系统,-,-,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-,-,-
宽度(mm),1605,1605,1620,1595,1633,1685,1685,1600,1740
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-
安全带未系提醒,-,-,-,-,-,-,-,-,-
天窗类型,-,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,
多功能方向盘,-,-,-,-,-,-,-,-,-
外后视镜功能,-,-,-,-,-,-,-,-,-
备胎规格,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-
后轮距(mm),-,-,-,-,-,-,-,-,-
后轮胎规格,,,,,,,,,
后排车门开启方式,,,,,,-,-,-,-
后排独立空调,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-,-,-
后悬架类型,,,,,,,,,
后座出风口,-,-,-,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),固定齿比变速箱,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,电动车单速变速箱,5挡手动,5挡手动,5挡手动
发动机电子防盗,-,-,-,-,-,-,-,-,-
发动机布局,-,-,-,-,-,-,纵置,纵置,纵置
发动机型号,L3C,L3C,L3C,L3C,L3C,-,LAR,LAR,LAR
发动机,1.5L 99马力 L4,1.5L 99马力 L4,1.5L 99马力 L4,1.5L 99马力 L4,1.5L 99马力 L4,-,1.5L 102马力 L4,1.5L 102马力 L4,1.5L 102马力 L4
厂商指导价(元),5.58万~5.88万,5.38万,5.225万,5.155万,4.96万,15.95万,10.90万,6.96万,7.98万
厂商,五菱工业,五菱工业,五菱工业,五菱工业,五菱工业,五菱工业,五菱工业,五菱工业,五菱工业
卫星导航系统,-,-,-,-,-,-,-,-,-
助力类型,,,,,,,,,
副座椅调节方式,-,-,,-,-,-,-,-,-
前轮距(mm),-,-,-,-,-,-,-,-,-
前轮胎规格,,,,,,,,,
前电动机最大扭矩(N·m),-,-,-,-,-,-,-,-,-
前电动机最大功率(kW),-,-,-,-,-,-,-,-,-
前排座椅功能,-,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,,
前制动器类型,,,,,,,,,
前/后驻车雷达,-,-,-,-,-,-,-,-,-
前/后电动车窗,-,-,-,-,-,-,-,-,-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●
内后视镜功能,-,-,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,-,多点电喷,多点电喷,多点电喷
主座椅调节方式,,,,,,,,,-
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-,-,-,-
中控彩色屏幕,-,-,-,-,-,-,-,-,-
中控屏幕尺寸,-,-,-,-,-,-,-,-,-
上市时间,2020.06,2021.08,2021.08,2021.08,2021.08,2023.09,2023.09,2023.09,2023.09
上坡辅助,-,-,-,-,-,-,-,-,-
三电系统质保,-,-,-,-,-,-,-,-,-
USB/Type-C接口数量,-,-,-,-,-,-,-,-,-
OTA升级,-,-,-,-,-,-,-,-,-
NEDC综合油耗(L/100km),6.6,-,-,-,-,-,6.9,6.8,6.8
NEDC纯电续航里程(km)_y,-,-,-,-,-,245,-,-,-
NEDC纯电续航里程(km)_x,-,-,-,-,-,245,-,-,-
LED日间行车灯,-,-,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●
