Feature,65253,65254,66954,67297,67298
内后视镜功能,,,,,
全液晶仪表盘,●,●,●,●,●
倒车车侧预警系统,●,●,●,●,●
低速行车警告,●,●,●,●,●
仪表盘屏幕材质,,,,,
仪表盘屏幕分辨率（px）,,,,,
主座椅调节方式,,,,,
主动刹车/主动安全系统,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,
中控屏幕材质,,,,,
中控屏幕尺寸,,,,,
中控屏幕分辨率,,,,,
上市时间,2024.03,2024.03,2024.03,2024.03,2024.03
上坡辅助,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●
USB/Type-C接口数量,,,,,
OTA升级,●,●,●,●,●
LED日间行车灯,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●
DOW开门预警,●,●,●,●,●
CLTC纯电续航里程(km)_y,820,760,640,600,690
CLTC纯电续航里程(km)_x,820,760,640,600,690
AR-HUD增强现实抬头显示,-,○,-,-,-
ABS防抱死,●,●,●,●,●
4G/5G网络,,,,,
